,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.028634571923153117,0.04945839049137085,0.03843537545980128,0.10046294476639799,0.041247678797392856,0.10406119068732322,0.0020042529535989153,0.040699144217387906,0.09343948265675493,0.008863765093811649,0.14337568524280553,-0.04592922714781639,0.11120729909680785,0.053759393261365945
HALLMARK_ALLOGRAFT_REJECTION,-0.0058819823153909954,0.059393743461549374,-0.04376537912012341,0.061516849488797466,0.05059622311024828,0.07988157506185835,0.030391598440229286,0.03442436444520196,-0.13661098097850213,0.1303234400322958,0.11935006437374174,-0.0025105261295326952,0.06255333636021504,-0.01973378645399313
HALLMARK_ANDROGEN_RESPONSE,0.044529277023253384,0.02031173549420887,0.05648471728901008,0.023009411403312058,0.0843713161298107,0.13749107056862275,-0.016897731094336725,0.060052047993644886,-0.07755078202616106,0.0181084582262177,0.12109148628542275,0.06575447957960959,0.0825777709371023,-0.012522425495524334
HALLMARK_ANGIOGENESIS,0.06844075343694678,-0.016616942799544888,-0.03909413462319671,-0.028077900379977462,0.05357176453493861,0.11220933816333561,-0.02042918882030278,0.10831281305696898,-0.10536788712916968,-0.04814269093756114,-0.07389362121682244,0.09953810836760818,-0.034421718641806945,-0.008663535675637936
HALLMARK_APICAL_JUNCTION,-0.013480491106691837,0.06751474889149679,0.06328114270537297,0.11297819251070122,0.09372114065030218,0.09592283323039862,-0.007772360123249524,0.04058292331131097,0.003995507476779468,0.09329952099115808,0.14372868158247112,0.06089158519935926,0.08606610090988913,0.022770067107992818
HALLMARK_APICAL_SURFACE,0.030869064976199116,0.01941314425127224,0.03251385827365486,0.1165629521946498,-0.03519432241915748,-0.03833680031804235,0.056745726094324093,-0.027779866283379244,0.11088695247722236,0.011320435589609186,0.13988559272533996,-0.07232915810931122,0.06736431653206568,0.056026739031674135
HALLMARK_APOPTOSIS,0.00682329090145689,-0.003890905562419837,-0.016167703686283716,-0.0571745420758603,-0.010418142731515445,0.07910953999688128,-0.019607737938108886,0.0012192943457200716,-0.0036510941113278078,-0.03905669463350546,-0.03692006428652899,0.09206724428909066,0.013805535652880514,0.023485828706339466
HALLMARK_BILE_ACID_METABOLISM,-0.024752012349743842,0.016653593132234357,0.06728919218255773,0.10709774627598054,0.03784088562433566,0.10536958883138635,0.05868690491660138,0.02267067541011519,0.009192922298999118,-0.0015608820865584798,0.10459153948171082,-0.04239670869937556,0.08022593187993383,0.05961589890924792
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008914191644667209,0.09171021854290458,0.025944269588956872,0.10324984011716251,0.1036082758462803,0.1046686297711127,-0.027467845118526988,0.03790043616257861,-0.11327580219428882,0.007526227228566862,0.12113375992484825,-0.06813730440430693,0.05157896065411744,0.03285763561637114
HALLMARK_COAGULATION,0.00788660697334491,0.0026316417600266767,-0.019808843248622754,0.052906535087674976,0.019062295466217904,0.08596781509944158,0.028850073337518444,0.0982855076314916,-0.11475481483885679,0.05423253100525817,0.09469370057325768,0.006724287308874017,0.051291597417463204,-0.020547777244613544
