,MGH258,UKF248,UKF269,UKF334,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04789331026734699,0.04649643378430028,0.08488000494922886,0.005733475240601473,0.05745263777978054,0.10633344459765486,0.04442119584046925
HALLMARK_ALLOGRAFT_REJECTION,-0.09897327186778045,-0.032784883964301625,0.06009884857951109,-0.014635032646655681,0.0074517199085391275,0.012580179935502967,0.00431555332590833
HALLMARK_ANDROGEN_RESPONSE,0.09267755737398936,0.04100615705697084,0.04894029425502551,0.01645927585065478,-0.08158532306846732,0.028281725123355854,0.06269989800665375
HALLMARK_ANGIOGENESIS,-0.014298318766586514,0.012099809952058558,0.09122545298769841,0.054122580260353145,-0.09415320781722432,-0.09698554924050254,0.04536041438648136
HALLMARK_APICAL_JUNCTION,0.046739949179260824,0.0645899823729438,0.10342578089093532,0.03200917481188505,0.005617372819478629,0.05401005945005208,0.05914291235744233
HALLMARK_APICAL_SURFACE,0.09589912023162922,0.06348375100738629,-0.027187503857386358,0.05350917160573183,0.13809605191740323,0.021886293353851442,0.06874026679805728
HALLMARK_APOPTOSIS,0.012753170134128808,0.018628860105726508,0.023574007531829727,-0.051209638601023545,0.01116174435556527,-0.0034518514501366135,-0.03338750485637216
HALLMARK_BILE_ACID_METABOLISM,0.081315190184819,0.03776699540079707,0.09915741905018079,0.034718634823372334,0.11195626671063598,0.08413418264721254,0.052464740726539075
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09246669002609044,0.025589878777807887,0.034866201823607654,0.05206427825675377,0.06549521245858635,0.05031159733897222,0.03694181647314965
HALLMARK_COAGULATION,-0.09858668571654075,0.04040326814970814,0.04959269845220907,0.024623125381155894,0.07002070477862089,-0.007603191673098236,-0.030655559641844535
HALLMARK_COMPLEMENT,-0.08814334076360064,0.049752745612159865,0.09126057804686126,0.03136783248291619,0.06738069082103512,0.06474151208110691,-0.013215778290196283
HALLMARK_DNA_REPAIR,0.1276929662733298,0.0660868293297371,0.11607988920984019,0.06084559307954354,0.08808557604178983,0.08220186990382594,0.07698036843602343
HALLMARK_E2F_TARGETS,0.10974026002647765,0.07703320985538245,0.09666461667624902,0.04062537094915804,0.0568453197519833,0.06562168284572208,0.07194498709410468
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11040852379566031,0.030128891852624524,0.07142778153388414,0.01666463344807792,-0.04196828594698358,-0.04257238111036492,0.004239260414327864
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015177319413940701,0.02059049871409059,0.1002200887388295,-0.05722046823529557,0.03796911161769553,0.10632200533161718,0.07610932849627504
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.012746183480227213,0.08409582555125747,0.05490105661681895,0.054965442547597124,0.03782209655044843,0.06307943533683219,0.006487900392026914
HALLMARK_FATTY_ACID_METABOLISM,0.018651502106738882,0.05845593962416755,0.06365401843238855,-0.02882306349002583,-0.007574758964819214,0.04721853427344856,0.004083545665859185
HALLMARK_G2M_CHECKPOINT,0.06368310676953497,0.06036885518107738,0.08171361642365949,0.022798842922705214,0.12378607912178653,0.04873541897639204,0.09586020538775734
HALLMARK_GLYCOLYSIS,0.1348476934522393,-0.0021239047751089686,0.08577938429838862,0.0032857215587702095,0.049101837709987384,0.06333359246354738,0.06994586815209677
HALLMARK_HEDGEHOG_SIGNALING,0.056802942259434885,0.08245140788216225,0.003138749975366746,-0.0150975895428862,0.01248226770959435,0.04101358314051197,0.03334951515420736
HALLMARK_HEME_METABOLISM,0.008299535976365445,0.024314279885890504,0.09461148687080292,0.017910271200829952,0.05983209486818331,0.11361583895096919,-0.01038451889635241
HALLMARK_HYPOXIA,0.07678879523458716,-0.06874511888155876,0.028812118851143157,-0.0014861611407205979,-0.07541992424831259,0.03127765439372918,0.003884622241578797
HALLMARK_IL2_STAT5_SIGNALING,0.01130971395618773,0.0022773544655278212,0.08766532558648002,0.008309747996909495,-0.0236880355852967,0.06549895379081849,0.08237087972677104
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.029929533664126047,0.006900454048720776,0.03817982429805559,0.057185224968858854,-0.07885728232061666,0.017575777586489216,0.08461112262790746
HALLMARK_INFLAMMATORY_RESPONSE,0.03209732732558541,0.03943977670051599,0.05287545189656061,0.04005178386964205,0.028797902672633865,0.044174631042096436,0.007000300331176842
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05929141528934421,0.02574826477917862,0.10202484253576995,0.0076438902299163156,0.10311185241505556,0.05907882057672758,0.03816745770244113
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05434498174977055,-0.043964031609135285,0.06691343736003329,0.03621826127399716,0.07017442259893396,0.03810771162855214,0.05308025381522173
HALLMARK_KRAS_SIGNALING_DN,0.02671990661204669,0.008893857653815136,0.00386508753981947,0.0568304824899198,0.16013079574645714,0.0959948315728728,-0.008742435535482604
HALLMARK_KRAS_SIGNALING_UP,0.0013021031007941445,0.011336515326764227,0.06881479898004603,0.006824510368812938,-0.03001255897823762,0.047634744402162595,0.042488872384500616
HALLMARK_MITOTIC_SPINDLE,0.05681800498946177,0.06112199050216221,0.11151387481384453,0.04717617965432125,0.026851836282471123,0.08885937768880363,0.05867642586254303
HALLMARK_MTORC1_SIGNALING,0.1266312558197423,0.007572860428850282,0.07370746715267337,-0.006190285491722882,-0.0626672986650521,0.046962475829383045,0.04355067841280566
HALLMARK_MYC_TARGETS_V1,0.0963639795213195,0.08064835336467877,0.10308738675829648,0.058021179505636435,0.010212504921367554,0.06533070092616078,0.09188304010876108
