,UKF259,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.021121291678632952,0.09989026128487051,0.03373321398383085,0.011911433012539984,0.09359588321753537,0.0895970353822475,0.027660813803669318,0.1026031690801832,0.16094641395980339,0.031459510409227884
HALLMARK_ALLOGRAFT_REJECTION,0.0002621028114509807,0.0935140297881979,0.056007829433945854,-0.008915300978756308,0.12937045709545164,0.07239076025445973,0.09326729935982424,0.09691072676920162,0.13575804543979095,0.0411727944854003
HALLMARK_ANDROGEN_RESPONSE,0.018335507561631516,0.11284845405985397,0.06052383460953828,-0.03172871261757647,0.13611812951108376,-0.0358260049993883,-0.013058939258729379,0.0963407605184446,0.1655075955082102,0.06328861730861562
HALLMARK_ANGIOGENESIS,0.00836064009343166,0.07688583912705811,0.00392077988198078,0.014118911061227294,0.18614641064289067,0.0471666551860311,-0.06636151642201256,0.03857455050678876,-0.10164087676867434,0.0433842729317404
HALLMARK_APICAL_JUNCTION,-8.729249921142695e-05,0.09862570350352573,0.0360586929071184,0.00863960463994038,0.013482805720516302,0.06010863559357985,0.03400958357615872,0.09319266101363208,0.1717058104591996,0.07928337908698722
HALLMARK_APICAL_SURFACE,-0.04305936127027309,-0.07061652926046211,0.048384494306330746,0.02107183344713073,-0.013034343218133033,0.10288202509994153,0.0712684283639603,0.09514531384990538,0.12940311831297796,0.06758717179405596
HALLMARK_APOPTOSIS,0.07246765936302571,0.015169462775428352,0.007776801710627451,0.006479555011018975,0.02309468727415719,0.00032939514513851217,0.03414762458694588,0.0052827020165954666,-0.05322592476472983,-0.055204029357381335
HALLMARK_BILE_ACID_METABOLISM,-0.005378995427088977,0.06631109540107055,0.017534887942037003,0.03673277250240549,0.01505368088610587,0.09444442225292476,0.09060169380022229,0.10357787577897526,0.1373639897736442,0.07666695599825861
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0016725948934384867,0.06464900368171338,-0.026817811088757745,0.03048995717076336,0.07784664363005414,0.00977260279397696,0.014929800465195962,0.0795107095363139,0.16657660574515806,0.059811679404344543
HALLMARK_COAGULATION,-0.001958770519178454,0.08133964178387987,0.08060931664039854,-0.032039459907463166,0.061785099475344926,0.006815927482628669,0.13011706033104897,0.1264869679419843,0.11313084716870457,-0.014599452968313768
HALLMARK_COMPLEMENT,-0.0282875892121507,0.10506815669159408,-0.005976341653745965,0.022558407029132685,0.17887430052896333,0.16303652605438884,0.06385678887326326,0.10764755951694766,0.0767544873811532,0.04422246980819238
HALLMARK_DNA_REPAIR,0.019897253677326237,0.12451548705001371,0.048425156000557364,0.04203122352992362,0.11033702720539532,0.06892779021291627,-0.012048778900086134,0.11536693268461537,0.1731686319100906,0.04447366504617213
HALLMARK_E2F_TARGETS,-0.017468481602006168,0.11740700127696092,0.08018197045213911,0.05745358348045976,-0.030275603855372337,0.04590189080090076,-0.026321359538213566,0.12225528882149725,0.11602962686766999,0.06918472339864212
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01764171165203472,0.10301081248407444,0.0009664677498031904,0.011231498025033652,0.040369696174962236,-0.1638859992147915,0.02910812962139045,0.0307225497409818,-0.02770237709824779,0.010329663036521088
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02839025005514065,0.042251689080626306,0.043658585369341814,-0.038127007075742,0.02917528232623089,-0.03457480404324605,0.11089359675451516,0.038337330163264544,0.08930983051360626,0.06184056128394211
HALLMARK_ESTROGEN_RESPONSE_LATE,0.014847345684287012,-0.010241975129030956,0.011298806196212404,0.03844703529972032,0.059054052864482655,0.06880605759214782,-0.1217320425692225,0.12427567767143177,0.16847357429350324,0.07609966541970561
HALLMARK_FATTY_ACID_METABOLISM,0.0174116069789649,0.06502963136390247,0.03813921452501419,0.025803629479355043,0.12435763347215716,0.06873588967834283,0.029983836444195708,0.02117390919495534,0.054370372472570774,0.017875029585935127
HALLMARK_G2M_CHECKPOINT,-0.005610190394228727,0.1210086534203725,0.0065329816511294535,0.028179708996610448,0.030643498202896847,0.05641738729208465,-0.005778905658385382,0.09594407177102694,0.088397252848309,0.0721975291054293
HALLMARK_GLYCOLYSIS,0.020225927780587533,0.10735326812770472,0.03450069972845422,0.04816117140347796,0.09561933125094249,0.09900224175311058,0.06923326918024984,0.05421414204085672,0.09263835122530971,0.06979256961368888
HALLMARK_HEDGEHOG_SIGNALING,-0.060921445673426396,-0.03452053152434834,0.04754016516344885,0.05432914394168871,-0.03162417814382038,-0.06846949175637221,0.04277876825656879,0.02989348972076273,0.04086744682253139,0.0372427071561828
HALLMARK_HEME_METABOLISM,-0.00922868175343705,0.12240547896091826,0.054817634488898315,0.04004475829051301,0.10937302170238741,0.09336780393698711,0.05860909472923778,0.10239860285582932,0.153596573027016,0.05230447388520597
HALLMARK_HYPOXIA,0.04334800002052624,-0.051265511873158205,-0.01052387417853938,0.01592350004746763,0.0759306641795403,-0.04439203762163645,0.007305746163987431,-0.10243172413236072,-0.08813480126498979,0.007735815124057554
HALLMARK_IL2_STAT5_SIGNALING,0.05284136930786026,0.10954425360344902,0.022807812087426976,0.03693457249210423,0.17610360636487357,0.027994680663336814,0.024731103084385603,0.08171900025979505,0.1650807446220183,0.0929263353575873
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0074132179744992276,0.0821243031337555,0.07319103779835752,-0.05224284833399908,0.11785433642657582,-0.09231579259009892,0.00719706102797886,0.09628034029727982,0.07902786277752825,0.012298375467905784
HALLMARK_INFLAMMATORY_RESPONSE,0.018345504137907136,0.03680165663632033,-0.01712140895245442,0.012084135258151838,0.03250977884219811,0.007608576302133568,0.01022884029523261,-0.002217707822254255,-0.021276445088023073,0.04090015549645166
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03595180524570642,0.10844031353655735,0.050235087322179864,0.00011753176686059537,0.022603190743380915,0.06758282909429272,0.027028817973616906,0.10927996245447316,0.15994838740405506,0.058924784184576987
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.056293414555493866,0.10403140258901945,0.047173170674390315,0.03461112972824905,0.1557857954441132,0.03237856017955439,0.06534084490135872,0.07434082151317996,0.04330875169010505,0.03449065524433674
HALLMARK_KRAS_SIGNALING_DN,-0.030604093185956503,0.03239962814533772,-0.002475854181076381,0.03406623067007971,0.04000712699723114,0.060261080417643026,0.0035748978482737213,0.04364236194098069,0.1418546487889661,0.06943734703491629
HALLMARK_KRAS_SIGNALING_UP,-0.024128210322038005,0.03695264487617082,0.0811055361652784,0.015256138319808448,0.16580056769551468,0.010775586234834617,0.0035200946317351066,0.11957345565176233,0.1184593725541974,0.05469805429185136
HALLMARK_MITOTIC_SPINDLE,-0.013861513946053321,0.11985518087365979,0.06353502920986816,0.015911089344850013,0.0679395396554132,0.07335021219130823,0.04342963671748218,0.10053611680133488,0.1369557769570861,0.0814041552873117
HALLMARK_MTORC1_SIGNALING,0.0183570247756685,0.11065627235550284,-0.0003007581570557403,0.04202617703104225,0.09470521593243661,-0.04246899030641568,0.0033696998648000505,0.008681771442397731,0.00739753663419716,0.02387359972579536
HALLMARK_MYC_TARGETS_V1,0.04292622635038774,0.1103977461461827,0.05562199522801946,0.0436197067677895,0.13011048096460198,0.13355128881088424,-0.007675912158936739,0.0910296448728561,0.16986258421814682,0.06716529237101007
HALLMARK_MYC_TARGETS_V2,0.023864470025819397,0.1172907003530568,0.04797447829567833,0.038604203576477744,-0.0409226152110744,-0.01989152965131822,0.046061963910240526,0.04911666881978035,0.12185793477379722,0.045373039405943734
HALLMARK_MYOGENESIS,-0.020067200072252912,-0.006988312846026481,0.05493492839871651,-0.0008460207926377963,7.678229195875163e-05,-0.06085990073386547,0.06207526556436344,0.10498724805235748,0.15565659718803768,0.0025306010292722903
HALLMARK_NOTCH_SIGNALING,0.0030223651572832467,0.13822115702165422,0.048973536254815535,0.018282167879248325,0.12666996364627908,0.10658607579014491,0.05706737388007226,0.10868285959175651,0.16124626226997185,0.09655308672836073
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.029822262927574932,0.03941966093136198,0.03219330887846333,0.07719229664779363,0.08899944626919665,0.12422837626228558,-0.02048399339310793,0.08184227569223071,0.16913837760685443,0.06516711059794665
HALLMARK_P53_PATHWAY,0.038057373081079454,0.09856602130563594,0.03679587810711265,-0.010503460547116272,0.1698631147691749,0.06520109434638487,-0.026112211144581864,0.0831752722463162,0.17342677016837194,0.04678569708576918
HALLMARK_PANCREAS_BETA_CELLS,-7.711965702478494e-05,-0.016725559030624754,0.09989566261910533,0.06394664591353828,0.15660104565717328,0.034112598913265284,0.02620752351404841,0.0881810148808567,0.16045275755334726,0.04990859402918325
HALLMARK_PEROXISOME,-0.030790360782412592,0.06135290344921278,0.03349632746865187,0.022497389547454175,0.08074453446700625,0.11077736137953408,0.026371933163664256,0.06555891245544317,0.13010844170405836,0.06669408719690581
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0010341342179266927,0.07617213467821592,0.007214437551481756,0.08484240025954227,0.10782793200740687,0.05673022558313421,0.08190716210046645,0.06752134312976454,0.16071324660690267,0.06090452644407988
HALLMARK_PROTEIN_SECRETION,-0.0005738415925305313,0.10589265643046142,0.04700042186346126,0.03824559727078601,0.14839624037450774,0.03482420539896601,-0.011655091911793078,0.10931567564269525,0.15924231265958097,0.11535585891515758
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04771293050867669,-0.03987212031888425,0.06112750651514832,0.007469047369491807,0.17810512967577188,0.007322086916774099,0.012448217015535052,0.07096544544295776,0.17830238052322736,0.019803729088523566
HALLMARK_SPERMATOGENESIS,-0.02864030087651877,0.08540917671107588,0.04231103780233803,0.03203562861418216,0.11070601986918972,0.11080636547020062,0.0019129896087879121,0.09762101338313667,0.14793001414724047,0.07435017029933039
HALLMARK_TGF_BETA_SIGNALING,-0.029488184869122636,0.12471059823173317,0.041957880640723845,0.035293299335804065,0.11549478697342641,0.06792259129924384,0.06402540019587405,0.1386037131902221,0.10804570860237732,0.04283337233478816
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04136566453724882,-0.06976936082381208,0.041607286152985964,-0.029735913426026578,0.20823013939350207,0.04046542492958354,-0.020629390821397846,-0.06490497872734764,0.0028645778804622262,0.014940631024764074
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03429222286382695,0.11046183881575042,0.029539752124622176,0.03981235925040305,0.14043652603158396,0.044870478277588006,0.02335193533165212,0.07318662177334084,0.1484417070105601,0.09572255782020518
HALLMARK_UV_RESPONSE_DN,-0.03818618156695163,0.037222644607793606,0.029921974690135734,-0.00974786709012458,0.05860073946524069,0.05203552030460721,0.06392841274082811,0.11729119173255573,0.10676166287934699,0.04508470267527054
