,UKF243,UKF248,UKF266,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.031934201602123256,-2.1233996168916885e-05,0.005896633623795468,0.04968711620973032,0.005659154497516639,0.008177780647241494,0.08593335982063396,0.08678280594812116,0.051164998271752776,0.03230066758762405,-0.03915384485287051,0.08805468871018819
HALLMARK_ALLOGRAFT_REJECTION,0.04457014983756938,0.05285014176032308,-0.05244906453477067,0.08186591424833292,8.29881363457511e-05,0.039256046614744244,0.08108262522825951,0.06620973936973024,0.02404041305875523,-0.005671208985558022,0.02465717107711571,-0.037797181364914716
HALLMARK_ANDROGEN_RESPONSE,0.1208076388080764,0.015834122225398983,-0.025121374620257916,0.10359568528900504,0.02665957112078924,-0.0028996948532678157,0.09340520094814384,0.10075771477036434,0.09987103137074006,0.040925577585629896,-0.0038607895818471806,-0.02304658682022924
HALLMARK_ANGIOGENESIS,0.04932261679863441,-0.03154137609863894,-0.004417863548395306,0.09528649828997386,0.00718885607116021,0.04744546862686214,-0.023610806129454414,-0.02968798969106495,0.0069371653758276116,0.04309599078374455,0.12386745040641507,0.10354429202162652
HALLMARK_APICAL_JUNCTION,0.034811325067435714,0.011238803524773905,0.00031757966563381523,0.08971562552845183,0.021153141494770367,0.024022820696235916,0.06978206531967168,0.08607942367857567,0.07740678548647296,0.003936297914134645,-0.02276330917084804,-0.03632316660630575
HALLMARK_APICAL_SURFACE,-0.0236795207560129,0.0026728759792322802,-0.015227684519367315,-0.029728924570112582,-0.007003835475744912,0.04839921547904865,0.021824003930656973,0.04763083251432978,0.05674180899498669,0.026301205930015125,-0.03755257669162792,0.06090681898688636
HALLMARK_APOPTOSIS,-0.04236601650690873,-0.010787034062970645,-0.00934679354796391,0.040546286941995045,0.03501809484049269,-0.06767761309890502,-0.0913154060467652,-0.07435914996638461,-0.015546652881207622,0.020836957285491783,-0.04835313816266372,-0.022936155654638097
HALLMARK_BILE_ACID_METABOLISM,0.01600173822866494,0.002359105693841041,-0.011015112274764038,0.10823438736992715,-0.0010128253543123101,-0.050434674981706014,0.05337201606210286,0.07170228864557492,0.0940499886380873,0.020112699168469823,-0.03397445845956163,0.06798957303007312
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03881999631166646,-0.0653005546567383,-0.053973940008494065,0.09895652575425132,0.022957446933232248,0.034401726327906605,0.0999008109571024,0.06258491546456506,0.045255272386943594,-0.029506483727499446,-0.035601280154283606,0.1087756349269322
HALLMARK_COAGULATION,-0.01589535442376028,0.004577811241718892,-0.0725051034285759,0.07106359360356149,-0.025168443793994792,0.06729790510848487,0.007942193807338932,0.018378342792163205,-0.005148034151415766,0.019828413033726056,-0.042646731103317695,0.07398439556710325
HALLMARK_COMPLEMENT,-0.023588970515759717,-0.04197284556707926,-0.03093399565709285,0.081009157471033,0.026891197024922618,0.04251020894725261,0.024478611781894283,0.0307659810938826,0.009392439494264646,0.026904412810439853,0.005182397831998801,-0.016440191378229968
HALLMARK_DNA_REPAIR,0.06441649977701136,-0.01090723824542863,0.007540652834494148,0.09113756211612917,0.07115860388956427,0.05601782277324358,0.0803215862836798,0.10665218480394419,0.06373258435282769,0.021199353644336866,-0.004804609895957784,-0.029016881715338866
HALLMARK_E2F_TARGETS,0.028153766909747815,-0.007968903059006988,-0.033669876325203595,0.12101147315929948,0.009640249483273588,0.06075509375190448,0.011548671927298111,0.06655692990553999,0.0525455096687498,-0.003325230132708031,-0.03598773867183889,-0.03521374502499423
