,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1344965022654459,0.07380704230334584,0.029602972423367502,0.04149974557411293,-0.0007380164004327306,0.012309491395415229,-0.011679359673823667,0.04494084944074014,0.14147020231665836,-0.025167741775975753,-0.03860457235880162,-0.005558432858687681,0.07567196543805384,0.01410578677015594,0.06293756798745397,0.15111038192349444,0.14239294007679354,0.16294459562372837,0.24126818446984383,0.04329731378494507,0.13663188476699678,0.04916333471775117
HALLMARK_ALLOGRAFT_REJECTION,-0.07426814066499748,0.024237858975253716,0.01501960509190528,0.04600501847524797,0.020268240761217776,0.0021857312599830757,-0.02504590284807651,0.07197107388780283,0.20268827956039906,-0.08238673332619179,-0.0023849402106383174,-0.011995940572311924,0.08541332497261506,0.027374053185017084,-0.00461457553046468,0.0773846457991182,0.044069799902736906,0.06918955252429299,0.16552854975274017,-0.006635345590231191,0.0843125471837196,-0.0102202809574878
HALLMARK_ANDROGEN_RESPONSE,0.1673081887401901,0.03172880235228844,0.08252992126358645,0.017933018248940304,-0.03187922180505752,0.03422232812057512,0.019095108962680997,0.06898339392093777,0.16234097524683228,-0.043111057974563154,0.0018468617682606187,0.01568013513795631,0.1141079594367175,0.06792809506827266,0.018311889975209703,0.15094657043284976,0.1043510159424327,0.13371029837896528,0.24334970579323748,-0.013457147092372205,0.13098062944255695,0.061717509296051236
HALLMARK_ANGIOGENESIS,-0.01800058882541306,0.04176619737221982,0.01890385558916501,0.0006292737182258446,-0.029144887528245192,-0.022276194915965542,0.09840584834080744,0.09166401255368758,0.2086179803993909,0.06250889494131835,-0.05951332076950122,0.06205041442577771,0.02399927488443539,0.027426915784242844,0.029114723069331626,-0.1083698201600483,-0.032185007977662536,0.020875589760135004,-0.07628289830790493,0.012592416024166674,-0.0679010674179666,0.05149507899773828
HALLMARK_APICAL_JUNCTION,0.18166109026099955,0.09961260587220751,0.026378295629144073,0.027352596597276277,0.042900447791061114,0.04967257519901832,0.04888242722513308,0.0880245780523172,0.2084171816039101,0.049465763517751817,0.016339482851984763,-0.07135905706934642,0.10818933743388436,0.0647741356561327,0.06727107465023247,0.1504220883161609,0.1536436363100178,0.1955308755284491,0.24235675277095844,0.048095178688077785,0.10851473692584863,0.04969708926393823
HALLMARK_APICAL_SURFACE,0.14586355651767144,0.0066711984588766395,0.03404305589270163,-0.08041992282962176,0.003250585725056757,0.034244734609060364,0.040396698261074906,0.003467715946606099,-0.06407312230160007,-0.07250364388508682,0.06293168687749964,-0.04862057526238427,0.09151713083496768,0.012707338669264915,0.05749598818911687,0.09975416175553019,0.15254007686831758,0.1399675868823712,0.18987150380038442,0.04465242859354275,0.0713226955250157,0.03171663687638395
HALLMARK_APOPTOSIS,0.004037831676305437,0.059060039899543205,0.00922619552544217,0.01809638962869626,-0.08348062635511544,0.017870078650122283,0.037943199830389025,-0.0015214118113107036,-0.0037727353764534888,-0.03847686355150528,0.042139714056674195,-0.09994771733577906,-0.0032580933755351803,-0.028274633076775368,-0.045325347509889154,0.05640638237212123,0.02768894764228527,0.01986779475794407,-0.004142095784729676,0.002022887613839412,0.1065728792094958,-0.012925786159316145
HALLMARK_BILE_ACID_METABOLISM,0.11812056257527402,0.06449222722086077,-0.005924595833466315,0.030885113633106965,0.004935183476905624,0.07919148259174486,-0.0007297440894391598,0.04401436310452818,0.18777189647358014,-0.0161539865019719,-0.00543718340074848,-0.027450234546943456,-0.031025870887037333,0.05765605092881091,-0.011062742195706786,0.1054294583441093,0.11433167269691406,0.10864858154813158,0.23024941403512145,0.023272376324112564,0.0943845843821567,0.07367799578592454
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1624740115234807,0.05697276040107982,0.036767035464168006,0.06436661573748369,0.025034790435700848,0.04620564577558148,0.038977772166701743,0.06035432122511651,0.11578151559312436,0.034125080082141795,-0.056604915002472264,0.02202640869648329,0.0999592718840192,0.05988807391238089,0.10288243704264337,0.12262051875152523,0.17562994694289252,0.18519634161813556,0.1822507370012948,-0.01776703294063743,0.15874603358020264,0.07034111345001351
HALLMARK_COAGULATION,-0.09534427727986987,0.07748343765442993,0.004598742458738048,0.060754098572826425,-0.004946393085614988,0.04568733616232794,0.09917463224067566,0.053742734483898706,0.13995863142953854,0.014298495115306158,-0.01888392661622399,-0.011205673394160402,0.07728029442828345,0.04644828937875489,0.028036878171060632,0.1490176422598579,0.16870787449979574,0.145185468784406,0.19337889773285352,-0.027412502527615477,0.07155519932690614,-0.006982979235344981
HALLMARK_COMPLEMENT,-0.04838310307848139,0.028214738112452228,0.020290100742697492,-0.013455363071927608,0.0012250460685878505,0.006912397016026195,0.016202338402691568,0.013833288227982224,0.18782201935223597,-0.029396670126509237,0.03667516796770142,-0.003462427312887991,0.0625491958773046,0.04006925447561844,0.08140217101744064,0.14759133715018483,0.12021646609054441,0.12168950398152681,0.1566881048808251,0.039054370689566596,0.15258789246818497,0.010739037356158712
HALLMARK_DNA_REPAIR,0.20139685719516684,0.050276478047136454,0.04130256661655985,0.052977789912186796,0.06270152758089335,0.004193247862816372,0.04163110976929658,0.07851318897847764,0.22609845583422133,-0.013137241757913701,0.027736884337109007,-0.05279393213190737,0.11757380483173141,0.06945722475309192,0.09206368374354998,0.20032538353790225,0.16567622390141046,0.20974218564588865,0.241812659869576,0.02222479877600825,0.15959309688188844,0.11888812586711003
HALLMARK_E2F_TARGETS,0.15350542108173573,0.051417069112736656,0.0017391820963043834,0.06795370043208136,0.041487649583637855,0.014859989509685825,-0.016972790400153568,0.10373876299556843,0.20628254903234114,0.038521075000192306,0.020099214584017384,-0.004133722008019614,0.11443506669194452,0.0524343299231483,0.048711111607682496,0.1310785306543429,0.1317219570665401,0.10118534846172018,0.20933171832299632,0.03838795166170141,0.10537207233710287,0.09846508462272888
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1662259955655005,0.11858613402719118,0.03976327494648932,0.028696997334043524,-0.034076026809425376,-0.03279800652221066,0.09076277021807597,0.09982629035117996,0.20000426051236583,0.015897114311578194,-0.0195773480443263,-0.016489664051163616,0.07953912171330331,0.058765406239260194,-0.0013131818016340695,0.06572789821971049,0.14985029355619067,0.07459929448792801,0.046566518589039756,0.014459300025151604,0.0277878746824958,0.07141659399874463
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08213781742854162,0.03369195930304019,0.044184442751083894,-0.006532388243269003,-0.007337629492838662,-0.000999031632019304,0.010931598278644483,-0.05326457790120762,0.14557446116120834,-0.07856718892760108,0.009042014106604402,-0.003739231667980967,0.05220809920568757,-0.0077483303452549005,0.054135871071315546,-0.005952593436001776,0.16730721322154812,0.17489660609240595,0.15332342683702713,0.05467977974094967,0.12480200636580328,0.07975077642007927
HALLMARK_ESTROGEN_RESPONSE_LATE,0.009706356158856781,0.019926393429770005,-0.0148545554956149,0.009751685748981493,0.016678865573691012,0.010045501284299803,0.05134274078349975,0.0384803519136077,0.03078217773787929,-0.03436987425363648,-0.026766031243882764,-0.04844243816237299,0.04757898492467069,0.04262164200236778,0.054647010411690705,0.09511751186706516,0.03190153530104358,0.17972460647945457,0.22113627830434415,0.018833847972939112,0.11782622534465559,0.0006785303651082233
HALLMARK_FATTY_ACID_METABOLISM,-0.04815276602437767,0.011377853390004758,0.06760051930393711,0.050501675775854966,-0.04052131226564658,0.03493775438689451,0.056268509529449055,0.010618523164562773,0.1143538359019223,-0.004310412793612647,0.034118645655635244,-0.015182110291788486,0.03012647952600145,-0.0014934225392332736,0.08937593666642982,0.033511400604073156,0.0626196968262363,0.13119480024910432,0.034468205798773195,-0.035440252378145,0.1176983549232602,0.03710993529449362
