,UKF248,UKF259,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.001953372539685045,-0.007294296590044138,0.06278162783324204,0.10583636624021818,0.030831719000627995,0.09241607885691804
HALLMARK_ALLOGRAFT_REJECTION,0.021135379571008826,-0.06482547582897605,0.031950654291528595,0.05970141470434903,0.04449322035092958,0.06111006123264291
HALLMARK_ANDROGEN_RESPONSE,0.06529431989754798,0.037988472942812476,0.016751036277461284,0.10281226052030537,3.056764817422554e-05,0.06990576408900157
HALLMARK_ANGIOGENESIS,0.03784772214122487,0.07438379947413144,0.06995749669429979,-0.050273495984643764,-0.03825078987355218,-0.07012078519340662
HALLMARK_APICAL_JUNCTION,0.019613771473931577,0.021526965121983245,0.038718511481285724,0.12418381379910605,0.015636349742944484,0.07034114100316187
HALLMARK_APICAL_SURFACE,0.010807794172310009,-0.05005483344759168,0.06086682796758989,0.10837892436124007,0.059498544162812306,0.033630667907030634
HALLMARK_APOPTOSIS,-0.014705094662686321,0.03388240953650761,-0.03410859853060452,0.010217712519957508,0.00048265873457708304,0.041952760941757344
HALLMARK_BILE_ACID_METABOLISM,0.040302678207837235,-0.0014272814997860319,0.0957493228177736,0.10313645807755442,0.06964422803309973,0.06945101498259391
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03606731160088554,-0.0093767105073554,0.0073504146035468,0.11753977704662288,0.033246023405029586,0.11053740033934782
HALLMARK_COAGULATION,0.015779978080226232,-0.040830137963724686,0.0021993582732315977,0.07991723174394134,0.02777167256319989,0.036578096449107735
HALLMARK_COMPLEMENT,0.04209588194566266,-0.00944734792150619,0.04072046285837533,0.1023801291218611,0.03709890960807563,0.1039149518456197
HALLMARK_DNA_REPAIR,0.04086608457294296,0.04794926796918985,0.055758930218656695,0.15133286750691508,0.040437903052895616,0.0955532282924559
HALLMARK_E2F_TARGETS,0.007279352264353692,0.01788649328796121,0.004154813674245335,0.10352856807412315,0.00821501542706695,0.0683679253042392
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008876907279840446,0.022684636966704794,0.02748194347634956,0.07825958150800287,-0.0607975240222643,-0.004062282222254685
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03459076737273086,0.019747860772436662,0.018373161798437513,0.10626522669396085,0.01542299418521546,0.058504494981912576
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08118178890763228,-0.018115725046757385,0.04548796151851038,0.010765023708846206,0.010198949235051373,0.11283693965765755
HALLMARK_FATTY_ACID_METABOLISM,0.010106011837010018,0.031374439060851786,-0.01306080311457756,0.05267112045276767,-0.0752341131189025,0.09918826992129418
HALLMARK_G2M_CHECKPOINT,0.0038029939598882576,0.02327920162628672,-0.015869554488932663,0.07256086977614477,-0.0024926705325091928,0.07503405777181194
HALLMARK_GLYCOLYSIS,-0.00010624067650896557,0.02259461787001215,0.03597283686664464,0.05176170248429261,0.017237244227059193,0.0959636221114262
HALLMARK_HEDGEHOG_SIGNALING,0.002730197947820516,0.02191563290105555,0.024001890329299797,0.061754277200553,-0.021604119980299697,0.1179746419603066
HALLMARK_HEME_METABOLISM,0.05723035899979088,0.011553261763483117,0.05541666522282516,0.10538213029618973,0.056803727327068385,0.10170675209408303
HALLMARK_HYPOXIA,-0.017814800245736215,0.048558739788260745,0.02511491145970311,0.06021207811145799,-0.049697851065893486,0.03556882313471701
HALLMARK_IL2_STAT5_SIGNALING,0.004356942795479865,0.04367647605056649,-0.0005119866859903464,0.1399062988991539,0.046085116904751124,0.09896982575691249
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.030766494220292005,-0.021520971075993524,0.05504443952462827,0.06079858196511174,0.03926573556311928,0.07087695154556477
HALLMARK_INFLAMMATORY_RESPONSE,-0.008094751372752436,0.05333806148048611,0.017462614336120518,0.06982107955678335,0.0388151149700825,0.06681451715889575
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.038978227896854414,0.022149285588508438,-0.006741036672399179,0.06338382371430215,0.04148486082462691,0.05680385945418187
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.011834718030646688,0.026209203610684538,-0.028771467276130582,0.08063125843721608,-0.036747407713448144,0.04793352187062235
HALLMARK_KRAS_SIGNALING_DN,0.04240205963386372,-0.038508105328223345,0.042554861851857126,0.14261284429265828,0.020436503574422164,0.10248299391939522
HALLMARK_KRAS_SIGNALING_UP,0.023245951560849396,0.040171169892709996,0.067039915912973,0.09287014342634729,0.038684339713854474,0.07588633960744574
HALLMARK_MITOTIC_SPINDLE,0.03246436315397523,0.01465298075681308,0.10602095899685869,0.12153054226728828,0.0375373939773823,0.0901017962134194
HALLMARK_MTORC1_SIGNALING,0.012808349839978311,0.015042601054471846,0.08116600024385576,0.012310867774436022,2.0173679875304863e-05,0.06342728103294631
HALLMARK_MYC_TARGETS_V1,0.03776568820113566,0.0259283232977166,0.019401064194171435,0.1133172367914197,0.03064488444224048,0.0835250392408513
HALLMARK_MYC_TARGETS_V2,-0.011098445226960794,0.004166449065106641,0.02244510189444388,0.06475898460491498,0.016017099564484747,0.07019629454631685
HALLMARK_MYOGENESIS,-0.0018157520967932905,-0.027470256000480014,0.10304030145581788,0.0502531075849344,0.027164677099677372,0.007261169491857638
HALLMARK_NOTCH_SIGNALING,0.04592909301595302,0.01896978341912689,0.018381399095341002,0.0997267255788222,0.049863396975385096,0.05982560049293531
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.02068875841563415,0.02552364114765265,0.027032199201399758,0.09108952473791715,0.04381614005674965,0.08968613801718955
HALLMARK_P53_PATHWAY,0.04240840546595007,0.016240013752979968,0.03553132988859832,0.0972589078108356,0.03719482300322369,0.10593288342328096
HALLMARK_PANCREAS_BETA_CELLS,0.04425452697311554,-0.020978264475950196,0.038387199208040415,0.12604924236316176,0.05314584157405157,0.07340251895381521
HALLMARK_PEROXISOME,0.031728363096640975,0.015575040673485424,-0.01741692236876636,0.06039613108955373,0.007801186950326094,0.06777568478057773
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0063311236918603105,-0.0030556729260602248,0.0060337820568660844,0.11333337883018241,0.0237177773625478,0.0672666641259487
HALLMARK_PROTEIN_SECRETION,0.02770247763283924,0.05070759857627704,0.04747495529938113,0.11960993301279614,0.032052511424837116,0.102438375221291
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.006422100526924228,0.01859823904963059,0.04680251577849537,0.07190379125687836,0.0473220270530828,0.06084251015927991
HALLMARK_SPERMATOGENESIS,0.014091390485895664,0.00598698127386466,0.14344064748314822,0.12127495387524825,0.03852179435538327,0.10814853795242832
HALLMARK_TGF_BETA_SIGNALING,0.020431839315792837,0.03022677292447866,0.01970375072292893,0.0624125291528962,0.028774364761844393,0.04566092332580828
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.050659663473307893,0.046254563222092135,-0.010682560485754906,0.03268259740015111,-0.01531121249140187,0.06966603864438409
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0014797275961565843,0.04201430858318845,0.0005156123102259522,0.11993341917624238,0.007452851269895681,0.06097739304371627
HALLMARK_UV_RESPONSE_DN,0.012941414224288222,0.011336205068025752,-0.022260953557222046,0.0652926986380263,0.02767436499143007,0.05413362972081471
HALLMARK_UV_RESPONSE_UP,0.03414899194450856,0.011407741406366833,0.09944475928238458,0.11875894467758889,0.016423575574395242,0.10688693639957257
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.000592616105771136,-0.003873748751674513,0.08358181890293613,0.05981033862970279,0.0768393613802112,0.05400116740138985
HALLMARK_XENOBIOTIC_METABOLISM,-0.015442127970797939,0.03096770814318883,0.07000780033432183,0.1195863176721256,0.05073477411643934,0.0841099720365462
