,MGH258,UKF304,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.061915541015250763,0.07868598875964333,-0.037087461920664554,0.14659049816889266,0.014305569385383198
HALLMARK_ALLOGRAFT_REJECTION,0.020961693203240744,-0.14936165980791014,-0.08148569202077725,0.0668011920831345,0.003539776958180567
HALLMARK_ANDROGEN_RESPONSE,0.0552410146472593,-0.0656743947559823,-0.01470724338155979,0.07785418195073521,0.010619642712214853
HALLMARK_ANGIOGENESIS,0.04158852174536969,-0.1349435043212759,-0.005091892968293609,-0.10025284261627115,0.03416142729671106
HALLMARK_APICAL_JUNCTION,0.04578512328537405,0.017654929761283775,0.01235427609788466,0.11938527656170174,0.026676780113390655
HALLMARK_APICAL_SURFACE,0.036349657008278476,0.0882503015374209,-0.0013915675333897816,0.08950867310806679,-0.002284764736533886
HALLMARK_APOPTOSIS,-0.029475797717518865,-0.043370225419770786,-0.02085304616028218,0.03489024923383516,-0.005952357505125533
HALLMARK_BILE_ACID_METABOLISM,0.04432688942450029,-0.0847020963019441,-0.034590261657207105,0.11463004227530953,0.1037567731510112
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05767710572064132,-0.11562785834002731,0.019402968952065214,0.16143990305634845,0.0453302941107649
HALLMARK_COAGULATION,0.017364549067206643,-0.15420324979686464,-0.04021364858955585,0.05859763769974465,0.022969629660657354
HALLMARK_COMPLEMENT,0.038941424478424774,-0.11752865945200457,-0.06888133176529791,0.12736995885564809,0.011678611191169436
HALLMARK_DNA_REPAIR,0.03936772697045006,0.07556041224021505,0.00902891555666498,0.16624627726685956,0.05424516865246217
HALLMARK_E2F_TARGETS,0.05705461568519614,0.1767564351580584,-0.021028712844138316,0.15496211180222513,0.08229772550293923
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02349137343818826,-0.10966517574634821,-0.013870702164238984,0.025858420180909,0.01260226093776667
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.020448121606623824,0.11074320910785015,-0.016057721811945938,0.07506576849568812,0.050570656313433514
HALLMARK_ESTROGEN_RESPONSE_LATE,0.032306005032509626,-0.03393372936704874,0.017832732872328155,0.11006533355844328,0.029381923539379868
HALLMARK_FATTY_ACID_METABOLISM,0.008113427551274324,-0.007743969108736268,0.024587598452376576,0.06982890821160083,0.0114102453026083
