,UKF259,UKF275,UKF313,ZH1019T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.013534480088190236,0.0360860439946968,0.031296200722942924,0.08780498710400171,0.01145750451761322
HALLMARK_ALLOGRAFT_REJECTION,0.007999240228348279,0.03848593359312164,0.04708244556221642,-0.031008682846691248,0.06388976028603394
HALLMARK_ANDROGEN_RESPONSE,0.05113357802580529,0.019378721347765887,0.09958133587704124,0.08224724226447132,0.06149685922667628
HALLMARK_ANGIOGENESIS,0.005628304908740522,-0.017345271662490037,0.026926682663537406,-0.014412762974474837,0.029239550619453145
HALLMARK_APICAL_JUNCTION,0.037991591509593886,0.029933993472601825,0.010462035073401977,0.05025925552541183,0.04856169259000561
HALLMARK_APICAL_SURFACE,-0.0036369800064443175,0.021406480685521853,0.05923825418700504,0.09187978316390147,0.07880840198807595
HALLMARK_APOPTOSIS,0.04027560459214219,-0.007797778225432167,-0.017367307052616524,0.039778250904401485,0.012414435215264988
HALLMARK_BILE_ACID_METABOLISM,-0.04801727675228861,-0.0015518197376044784,-0.0037386693852936763,0.10177085122411939,-0.06735845569408042
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.016697629294472525,-0.019913303194601575,0.019883274123563506,0.05878494019788131,-0.021478654489954944
HALLMARK_COAGULATION,-0.01038290032738363,-0.04043754137238127,0.09774673972823171,0.05056358796725937,0.05724946881386656
HALLMARK_COMPLEMENT,-0.0017494440358019822,-0.004903861641801195,0.011827710541857106,0.033522171901178816,-0.024407085878475895
HALLMARK_DNA_REPAIR,0.057014101140837437,0.06299707919986307,0.06046601477189599,0.032617612981162135,0.004018117109299637
HALLMARK_E2F_TARGETS,0.040282354061679085,0.013511861211570752,0.058507931470218086,0.0688042338697283,-0.018741971863207408
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04666702314521087,-0.05120756543092968,-0.036095491845821365,-0.03654410855245685,0.05979136057223937
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0004533246962460604,0.05201887204438039,-0.025703492371468885,0.007976346716986769,-0.04295329661379335
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019177200901799113,0.048911675045313435,0.06021512512868614,0.05967867057889195,-0.043679127175878046
HALLMARK_FATTY_ACID_METABOLISM,0.006626708862130923,0.022107887057282352,-0.02139077117628205,0.034850064979270075,0.011114975467052077
HALLMARK_G2M_CHECKPOINT,0.034644848356810386,0.05038213796423455,0.08033525269851101,0.12092927471909112,-0.0035002572640349867
HALLMARK_GLYCOLYSIS,0.032829914280368196,-0.04104761087132342,0.02881377168426984,0.00806652095476144,-0.03278615492639263
HALLMARK_HEDGEHOG_SIGNALING,0.007371813362678042,-0.021843379208642832,0.039298435105126456,0.06756065751919292,0.006793670880383779
HALLMARK_HEME_METABOLISM,0.02648221534643231,0.005264228209522723,0.046433351703372545,0.09047024402383302,-0.034211965984931904
HALLMARK_HYPOXIA,0.033546025374747594,-0.03313141801608249,-0.03972249494270578,-0.08391244713792179,0.07196796263893764
HALLMARK_IL2_STAT5_SIGNALING,0.006346634330206029,-0.014130135579100027,0.02564652277177345,0.11948922490797872,0.026729591179792837
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04913059616900265,0.0025986577094443183,0.09510664494369006,0.07672405897948871,0.040485142618458154
HALLMARK_INFLAMMATORY_RESPONSE,0.026153769258249457,-0.03218501718143545,0.0159800914702103,0.05999312461885706,-0.013154770667072394
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02930559168213518,0.058090384413947586,0.03192256403250841,0.13463119179827604,0.04022795132247231
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05496779372397295,-0.010010757041945652,0.030487437386700136,0.013920765779946404,-0.01921690507537379
HALLMARK_KRAS_SIGNALING_DN,-0.033852267254325864,-0.01096365388524584,-0.0648494999340593,0.09915650526954238,-0.06823047398324739
HALLMARK_KRAS_SIGNALING_UP,-0.013536041292247926,0.029984631128042765,0.08602128858861238,0.08539124404249311,0.05892556370469129
HALLMARK_MITOTIC_SPINDLE,0.02349770267321632,0.0412296980904531,0.09489819208873149,0.10899263392357006,0.021470527831469764
HALLMARK_MTORC1_SIGNALING,0.046896928159258416,0.010061460372749352,0.007074096436881374,0.08741319597509395,0.03860876068212593
HALLMARK_MYC_TARGETS_V1,0.09316319698736125,0.03633388265596662,0.08347225131064104,0.11776092275491068,0.03174757542044368
HALLMARK_MYC_TARGETS_V2,-0.009823714936602465,0.016925589187927685,0.07906287166105015,0.015602174187412134,-0.0004696859703031846
HALLMARK_MYOGENESIS,-0.006351999761207605,0.06539882656572756,0.10796468229943408,-0.01514667982955381,0.03689904384894803
HALLMARK_NOTCH_SIGNALING,0.035717437419932614,0.02166533330020177,0.06057375420713375,0.012830247742408329,0.02603490888832752
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0696494087584446,0.054865635018052264,0.04099962188739041,0.10137453791778217,-0.0005337093774670514
HALLMARK_P53_PATHWAY,0.07444342887446621,0.04042235670831038,0.03816399630101361,0.07554515088832307,0.006166806788853022
HALLMARK_PANCREAS_BETA_CELLS,0.05505157744696044,0.03639617021040953,0.03487658827250093,0.09523922237236575,-0.014002114962748918
HALLMARK_PEROXISOME,-0.0010592844692577997,0.059132476202888584,0.0029387126794406756,0.061678460475703224,-0.010919808255592656
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04301065532510237,-0.015191883158788508,0.031550058537428316,0.03616687142882458,0.020891857216102802
HALLMARK_PROTEIN_SECRETION,0.05918311447222267,0.023786303534493642,0.08239900117024332,0.03261943082916107,-0.01720331864298621
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07049238217787247,0.06543250892330756,-0.0052383285657545565,0.002591095454244865,0.011643608133116183
HALLMARK_SPERMATOGENESIS,0.019676636951729918,0.059667439096878515,0.07180460609831708,0.06775929668757111,-0.01669241330430753
HALLMARK_TGF_BETA_SIGNALING,0.021622619291335396,0.060332718817112344,0.04103213214357763,0.054687151727180125,0.06713166978314573
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0694252465916478,0.0203063546346905,0.04067801146107328,0.050540258917939625,-0.05103448030957113
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07438409936221735,0.030213049389469258,0.0631634692504181,0.07213869450013306,0.04755552955246666
HALLMARK_UV_RESPONSE_DN,-0.024946568220638312,0.02797508337330468,-0.005222485843611697,0.033852975351850466,-0.02432583301446574
HALLMARK_UV_RESPONSE_UP,0.04776320367666433,0.04266524317467299,0.03670944986923137,0.11472224394798806,-0.014493485743187541
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.014849912617144866,0.01692475036398749,0.05811086730873064,0.0968401292888166,0.016528435525992383
HALLMARK_XENOBIOTIC_METABOLISM,0.04469547689445851,0.06359888335686427,0.06345513022399088,0.025735431218995266,-0.027950936216488302
