,UKF243,UKF255,UKF259,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.033205879395337944,-0.07280365573354054,-0.06207330946926287,-0.059331145408228016,0.0019230370225291633,-0.20010734334540717,-0.06742228156682911,0.028966196905780128,-0.013660649567185101,-0.0510421896750034,-0.1189137172177299,0.013802597855683472
HALLMARK_ALLOGRAFT_REJECTION,-0.07986874225081798,-0.13126004167219138,-0.057001297686997104,-0.08649716773155097,0.02411294785987757,-0.01138989281712234,-0.14708112945873594,-0.03585146305531668,-0.06420993616220305,-0.0297424788850701,-0.15852706396945337,-0.014132316674336835
HALLMARK_ANDROGEN_RESPONSE,0.030144193824418984,0.000799919634085941,0.043436246209354795,0.01910124469129862,0.04040280552995806,-0.04743945713697453,-0.020270415790758868,0.0359022304705011,0.01069352326195038,0.0010500974748372579,0.02565556570331807,0.00710954016798171
HALLMARK_ANGIOGENESIS,0.03317856594886565,-0.12399484372118369,0.10041247290589693,0.11101125419313881,0.1193173283125179,-0.05269830843083648,0.11270265171941529,0.0711149706056247,0.11692574120893229,0.04704821286285357,-0.015822713816261453,0.09754221259416362
HALLMARK_APICAL_JUNCTION,-0.017304441947925915,-0.11280597918392592,-0.054761918808154474,0.04733843949221836,0.006133150571354152,-0.19406799220743262,-0.06978685930422747,0.005810398275794265,-0.019706808896570845,-0.04224702560481321,-0.09670740352915833,0.019546224597451346
HALLMARK_APICAL_SURFACE,-0.10141685642747704,-0.05246668265466613,-0.15823253368224033,-0.11609288873100086,-0.009209359027093418,-0.19957770240477618,-0.1424497535052511,0.04899710133058473,0.00555595683358512,-0.04011193676906211,-0.12237149481814949,-0.030400003381561038
HALLMARK_APOPTOSIS,-0.04568850890921931,0.14750263871398941,0.01032377743572026,0.05928044000907216,-0.037267778676001624,-0.0016991842543620029,-0.0748406037956891,0.0886286778481226,0.054586328152714164,0.06937395992898583,-0.06488905983062206,-0.008131228989526002
HALLMARK_BILE_ACID_METABOLISM,-0.07713841914749914,-0.09872474635646003,-0.0911387403544603,0.006847247260463862,-0.04141921323715844,-0.2244315877889345,-0.1771711125362451,0.036942095870941306,-0.023056223397769016,-0.06886277627908075,-0.10217103526597017,-0.07788544149122555
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.015090738412074919,-0.10894851665598361,-0.010184382325992638,0.11575587312908481,0.03445441150764746,-0.10513890198019901,-0.11137430515059248,0.005231305556826269,0.05073583852671292,-0.015429079285174941,-0.006730053189646474,-0.012381479668984934
HALLMARK_COAGULATION,-0.014476877699796723,-0.02865772103217968,-0.0969587812615638,-0.020567545074834555,0.0011938743698774832,-0.2468537309983946,-0.13067011698988557,0.05907805948863297,0.008684617733240491,-0.029623891548924235,-0.17229874813038132,0.003031855005590421
HALLMARK_COMPLEMENT,-0.07561727097021957,-0.0717434768477918,-0.03170145176454007,0.056335811961945495,-0.006367383034378224,-0.021515473401420647,-0.11006930905248173,0.04954940286761702,0.03139769729367729,0.02456854897017854,-0.04919228877806605,0.008668820355948226
HALLMARK_DNA_REPAIR,0.014708998405957253,-0.04739906509759189,0.060540090461601775,-0.05189493548950992,0.05420691675416489,-0.19711695544939686,-0.14164126989741369,0.05385739296276121,0.00963069242288504,-0.01198003951769541,-0.03221148091890684,-0.01839864991904336
HALLMARK_E2F_TARGETS,-0.044961194233793474,-0.1516048951974522,-0.05891555398578974,-0.062034273739630226,0.003150093080519874,-0.19630004570274243,-0.17863696845445234,0.0026010801947082616,0.048579948302997215,-0.042244764422386866,-0.09637412957167359,-0.03194863958107445
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03766296265292799,0.12249904168438054,0.10807375450907403,0.11119007129563761,0.07865119899625343,-0.09662021619893872,0.08481988131260325,0.09632839224079869,0.14598476848379158,0.10292810333803762,-0.10014296461968057,0.03926643993386343
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04653040191669168,-0.0715865374064865,-0.02856378847724798,-0.02746444634876917,-0.053611701932178873,0.0010584664858212117,0.09478145514455452,0.03697460914289355,0.05806823372605094,0.05656115979199399,0.0059835229158216275,0.005995762776020087
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0765321317191761,-0.050938023055111636,-0.054810107749156046,-0.05462701912572531,0.06449128436667036,-0.15538724664434317,0.0016054897097872308,-0.031225316150605763,0.04239024679541936,-0.030804143634631263,-0.01858611293822766,0.013673686681181681
HALLMARK_FATTY_ACID_METABOLISM,-0.04694282177000079,0.122893795805088,0.050785051497137024,0.08452590182325957,0.03840678955685304,0.13249952927888908,0.056330605650761485,0.10836257445556985,0.11589944028088535,0.1040185951935052,0.048764036317545265,0.059800926216065926
HALLMARK_G2M_CHECKPOINT,0.021585848712210143,-0.039280479674414726,-0.023196547020471747,-0.043466342649024985,0.015695288487019905,-0.0958778236111427,-0.10210160239316578,-0.0006598104506407469,0.0567340695323328,-0.014233537487824978,0.006919663793557671,0.04640559498866659
