,UKF243,UKF251,UKF259,UKF266,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12256694006710214,-0.014819027056118289,0.011440425087833687,-0.040894551193758864,0.06881382775390114,0.049210092620513804,0.019199348134452787,0.001911535803686548,-0.02826111698774963,0.05591750019121002
HALLMARK_ALLOGRAFT_REJECTION,0.10492257686141744,0.010441324921143042,-0.03958909670903886,0.03203627919224025,0.013762526926632674,-0.07373492517780457,0.02820777519542028,0.08132437450448148,-0.07486063817391968,0.003455283637959077
HALLMARK_ANDROGEN_RESPONSE,0.06680909551302656,-0.024072425872148584,-0.02494086702127898,-0.012368462143723944,-0.010589339164233963,0.0375777403532211,0.061172234079661936,-0.008017868902264023,-0.06577566892706188,-0.020209758305332344
HALLMARK_ANGIOGENESIS,-0.15566822112183656,-0.00035317067689686786,-0.010527459249085118,-0.00933172555529665,0.025759755225378052,-0.05861329676916661,0.11957479522122151,0.0577773713136757,-0.10973420205219352,-0.15892097889226486
HALLMARK_APICAL_JUNCTION,0.10443356153651251,-0.014494925036032504,0.026664485994386634,-0.02988414462752364,-0.016021754493878416,0.004491715870263841,0.05812499582207509,0.0007564521623447506,-0.0023845393605189777,-0.0064101235911979025
HALLMARK_APICAL_SURFACE,0.16908151314289177,0.05221851113285884,-0.01981036955543135,-0.017890852253817785,-0.014683317370105095,0.13399373900043904,0.028539882961215186,-0.022411997435669708,0.03550701307457381,0.000877509959120176
HALLMARK_APOPTOSIS,0.056864001549099784,-0.005127233514155767,-0.021687595302823458,-0.05072882597446637,0.024608784663847968,-0.06399336198697653,-0.023716560634871403,-0.03096175232694004,-0.022824677983074564,0.0038341479688358557
HALLMARK_BILE_ACID_METABOLISM,0.09478433741529865,-0.029919266896015796,0.03303740552348001,-0.037724287227521795,0.015478509434585517,0.05256778909196366,0.022181826369200713,-0.02613863823071295,0.07407306127724735,0.03939169835088197
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08119599317623781,0.025864050664975657,-0.0376791330141094,-0.010216821539032823,0.0843545630025292,-0.014773913859368541,-0.01819962245714131,-0.001900528565362423,-0.005072278326626637,-0.0044132450984154074
HALLMARK_COAGULATION,0.08849615746311242,-0.03353567901361074,0.0002788769348132149,-0.0022666399438544074,0.02456402333855689,-0.08264647227548345,0.13334266127254613,0.020704615287679123,-0.03733558177954684,0.032396705407773695
HALLMARK_COMPLEMENT,0.10234262112208199,-0.01964455769140845,0.010144860326913177,-0.01494689458230465,0.0398701805544506,-0.051910683113581865,0.02980703987546858,0.033498158940145885,-0.04146804344250343,0.04734631864608838
HALLMARK_DNA_REPAIR,0.1351656781256058,-0.026498174775447185,-0.06344995110891985,-0.03289451075159786,0.07354091297463722,0.053357257897718724,0.011558406448584874,-0.030091511236460644,-0.0022492270754220834,0.011566301037042807
HALLMARK_E2F_TARGETS,0.14550137054349188,-0.009250958209146678,-0.01921354441384464,-0.019496735743939033,0.008387702371590268,0.04713652933050787,-0.07069477535900902,0.00598903410026573,-0.028536083337008977,-0.02286745789976801
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04413801853097172,-0.0014727304962701645,0.0042499141559499175,-0.01772349963436733,0.03787333959060023,-0.07015520448274731,0.10229820921531264,0.007367210112660652,-0.0550756716738757,-0.06673426678627241
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0634434771787837,0.015852933433968795,0.004398365387861274,-0.011927663107431683,0.02315559859084949,0.10980302353587881,0.1083243563397488,0.05424878249047086,0.03631972396122635,-0.004739295746485724
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1214139521177348,0.0023701886590643804,-0.023828092795315385,0.01587656235532273,0.033298752804028706,-0.0823051188076576,-0.028763083259109347,-0.03756336131137852,0.00905171605207564,0.07536905035306166
HALLMARK_FATTY_ACID_METABOLISM,0.00280784589347381,-0.001478972048300386,-0.00667772681993062,-0.00031194159027204927,-0.008922496459792836,0.01991023651466777,0.11778448586461132,-0.036489052003016796,-0.0027235956693420454,-0.08002976949470846
HALLMARK_G2M_CHECKPOINT,0.0774008055851839,0.01715429774673338,0.009391630685818898,-0.024101567232295895,0.07063411822455301,-0.012332850698117579,-0.03221444284535791,-0.01694871204146372,-0.040667921376660365,-0.050291009569435635
HALLMARK_GLYCOLYSIS,0.03343015087791823,0.021093894513442627,0.001352562427676623,-0.038056268555625966,-0.0034189925698109207,0.07881206508318392,0.07829333341026792,-0.07189509428031605,-0.008975769995638112,-0.029772627932654786
HALLMARK_HEDGEHOG_SIGNALING,0.10201145065651222,-0.03883713227798554,0.02323095335321036,-0.0008860903862021896,-0.023870460060140892,0.09646438856573138,0.10144178009135789,0.06507034308609982,-0.05085553725353684,0.01687361665577034
