,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.062118876346747016,0.04730954921855595,-0.03125432004306798,0.0011598422144816984,0.08339781869758034,0.012011188812484499,0.10723247119243343,0.025559274751163173,-0.019292217114389658,0.05127511598131887,0.008855755351975133,0.013892882968776934,0.08934842323906213,0.10560071329157208,0.0419315893442205,0.12032388665555051,0.08512497184483868,0.047805979421687135,0.05998271337039195,0.04899554958480418,0.05547707374077032,0.11210218626839079,0.18088218966636851,0.10155384153401799,-0.03815520631239248
HALLMARK_ALLOGRAFT_REJECTION,0.07742680303696774,0.008736604926747875,-0.060045131497083445,0.03544385943895367,0.07339507535859376,-0.022021560639236,0.02455152560263053,0.055571793382928565,0.02286906977463908,-0.010142496616796857,0.06394322674371201,0.1425111168048878,0.08565200900756903,0.09969315570364075,0.0271592115049702,0.009170896947101452,0.031348605858916134,-0.019710847819318235,0.05624289961154092,0.037059108876788184,0.0021471786104677046,0.0297699319909779,0.043608805171373693,0.019008411588241687,0.06568649314945997
HALLMARK_ANDROGEN_RESPONSE,-0.06073084242308059,0.058350406595852576,-0.0004052796329674077,0.0023734651952902895,0.027176727981515637,0.029434227041069953,0.08480201686167989,0.0423691894001661,0.13799948314165256,0.017416716331840356,0.03872892081841902,0.1072244484875768,0.005217845029358686,0.13432759440651237,0.06759362466393637,0.050664106208634714,0.07824159434468947,0.03721827220511839,0.07660126635324949,0.10752374873725803,0.04038830309599065,-0.01202515327374519,0.1257815449269758,0.06557706704867458,-0.0048900473591422505
HALLMARK_ANGIOGENESIS,0.10870217197479719,0.009034132992166983,0.05592704145675948,0.03929095816412402,0.054400825336449084,0.013744981737845509,-0.04784681231765609,0.15271068647722472,0.05697010276057378,0.06049321158105235,0.05183862711074739,0.18630537888270451,-0.09790230523938047,0.044528813015317345,-0.08574224525093879,-0.09565600159408955,-0.08326880898948985,0.00386255887975269,-0.07266473898184735,-0.02190120586735996,0.014288280307540601,0.015994964873917304,-0.1540584467724496,-0.031509043489881296,0.10894647681331732
HALLMARK_APICAL_JUNCTION,-0.10318252648814162,0.07160475723228223,-0.020239688048543637,-0.008271895617885572,0.029186864846045803,-0.014274547464858012,0.07488413293275839,0.1100701068004228,0.037625561690787554,0.0896831268201241,0.0025462321630241444,-0.027584496563854154,0.0634600750694515,0.13863674184741473,0.07816437048885351,0.10825523297827146,0.06653196853937557,0.07167263944956176,0.0627145885704397,0.0676333924244298,0.010338406843339521,0.067331997872966,0.13938340580117434,0.06083599044645897,0.01820688332408125
HALLMARK_APICAL_SURFACE,-0.043161201988218295,-0.037685828635803637,-0.035527544347282614,0.01620146207807443,0.060019579669501805,-0.02227462364208828,0.08569576973809452,-0.06270165691877407,-0.09202431636462542,0.02078737382787933,-0.009194339032810596,-0.04299434118920402,0.016220996034169564,0.13677375321653557,-0.1058287264279472,0.1019928047465868,0.18238866113660196,0.04989636589147111,0.006528274857360328,0.08780374087181678,0.029288694027039135,-0.006703834578313738,0.10871321040565023,-0.03935608127822818,-0.006529684050742001
HALLMARK_APOPTOSIS,0.01521036757354731,-0.009743062475642675,-0.02168982210944908,-0.006362313976120606,0.007867866263273132,-0.010149957015229739,-0.002106871127737228,-0.043581812440208256,-0.03501187986562294,0.04960391947706422,0.02867051648981137,0.016637545599398115,0.011768273207552025,-0.036272350915349034,0.14998606388006683,0.027530660620829546,-0.03635248980717454,0.022642657090069046,-0.0016793228254737458,0.007671728054540391,0.04523197634540299,0.06593753382252267,0.015017783292442905,0.03359551907854323,-0.05343809200148981
HALLMARK_BILE_ACID_METABOLISM,-0.10871599425749676,0.03985366248644728,0.00218534180081565,-0.0042605776988555175,0.02902562554443656,-0.012166587470032748,0.10744236861868713,0.04809993144427562,0.1196686855542999,0.08101537992012858,-0.019588216952292747,0.10785903119008476,0.08119989772627986,0.18111017461935994,0.02497169039330461,0.07601307586373285,0.12375139575563365,0.06674494394967052,0.0461948208350717,0.10808467019571423,0.06019736107890286,0.05357555511962797,0.2021638315967251,0.0884582003039985,0.08869620173464332
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06067531060791247,0.11669688652437282,0.006662307420231806,0.06028306785421926,0.0598150659198561,0.02735558543082136,0.08630867563514968,0.08780786331226166,0.11178223767074598,0.07341992944779535,0.03191952183020488,0.1776424023431392,0.10594951853010107,0.1628943502761796,-0.018131266141751794,0.17830821216762008,0.09799160878534524,0.04865684641696875,0.05459432852354559,0.04194010494919249,-0.03238354966705757,0.13915035391298458,0.20895307474880623,0.09589682721696348,0.07197800297966231
HALLMARK_COAGULATION,0.18791087091889866,0.0453060014631783,-0.00837810977320671,0.034887938613912,0.09318924386438296,-0.018345759471842447,0.012844100019203613,0.005147147934678097,0.08591430020698289,0.007958313832538269,0.08637178939495017,0.22115610073417077,-0.04563138220965877,0.13154459800824972,0.12749736455999144,0.19142351565334373,0.11151722414143006,0.03669812690334131,0.05829259931375063,0.055718309567996775,0.04067314227100272,0.15582108644654047,0.016912370433632577,0.025463362855433203,0.11050521895622734
