,UKF259,UKF296,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.022945330269080248,0.013377261485304357,0.03421573972930824,0.10616358528347505,0.04179247794942117
HALLMARK_ALLOGRAFT_REJECTION,-0.001553575158206521,0.0293158265990995,0.043150170552292554,0.12799597996813045,0.04147067677008993
HALLMARK_ANDROGEN_RESPONSE,0.06479036336277172,0.04934014979897577,-0.017710744494805957,0.08625186200374564,0.01753512532952745
HALLMARK_ANGIOGENESIS,0.05844786699146174,0.06124054237455671,-0.0962302515342562,0.03653813246691065,-0.06323067671650137
HALLMARK_APICAL_JUNCTION,0.03897050391714871,0.006680732519781583,-0.03071013907316001,0.10182829657488576,-0.01387545136271425
HALLMARK_APICAL_SURFACE,-0.0113106260051424,-0.025676837170041274,0.1394820301702822,0.05178465203273766,-0.05106496379566759
HALLMARK_APOPTOSIS,0.06510396893932208,-0.009556822872302083,-0.014040306934065721,0.05596880515971942,0.01534262278843995
HALLMARK_BILE_ACID_METABOLISM,0.01856812190090074,0.0366363904461401,0.017156288168558353,0.052457594967954796,0.08252844914053874
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03140666374627113,0.06414655104509241,0.1043818536322315,0.08176752258432157,0.02915025057178738
HALLMARK_COAGULATION,0.04019500357259735,0.031052679574441164,-0.04374508069616506,0.08595976950255246,-0.016252872401122078
HALLMARK_COMPLEMENT,-0.004679404137596604,0.04250069246417955,0.010213294608520421,0.11934409619023754,0.030738413246160532
HALLMARK_DNA_REPAIR,0.08622793371999309,0.013584308713451945,0.0434526496546451,0.10403344403390583,0.05424212436923024
HALLMARK_E2F_TARGETS,0.017754469354687316,-0.008110623042735148,0.03896789523571223,0.07333233199122399,0.06452166695525773
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08737170541107082,0.028952037176805737,-0.08933661433766163,0.07750001674503104,0.007507640572990952
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.038815447709076266,-0.008876033483156657,-0.019028853444330012,0.10057516288465496,0.056372003055595435
HALLMARK_ESTROGEN_RESPONSE_LATE,0.029078606049118622,-0.016595896908402928,0.09571344386681938,0.008401973056071725,0.005944824132307173
HALLMARK_FATTY_ACID_METABOLISM,0.05946637443388117,-0.03926366783547242,-0.030855069271955318,0.057550913206497176,-0.01322670329892275
HALLMARK_G2M_CHECKPOINT,0.05767457767199249,-0.025192981061766026,0.01785198559406758,0.0654364490306467,0.011892814639291314
HALLMARK_GLYCOLYSIS,0.008587721067009,-0.01370327489926512,-0.017381891487718692,0.06150428447649196,0.02922392765044767
HALLMARK_HEDGEHOG_SIGNALING,0.04615222225514021,-0.045983264290392,-0.02477024685356427,0.049739941346483046,-0.05243259110550972
HALLMARK_HEME_METABOLISM,0.065249762304334,0.0021391076248050466,0.05013968825754994,0.12415826637777178,0.02309140786367786
HALLMARK_HYPOXIA,0.06063543414355611,-0.04683530222617276,-0.06912800670602572,-0.0187372601172773,-0.009792154970341126
HALLMARK_IL2_STAT5_SIGNALING,0.042168503222269255,0.013771997594381543,0.06259327650098355,0.09227892155780629,0.002436318931677356
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04398563521783414,0.0010807361646839831,-0.06059187235543394,0.046350734703642676,-0.06365727852610775
HALLMARK_INFLAMMATORY_RESPONSE,0.0030157517441858567,0.023767670220962055,0.053513139776123486,0.12469261103508557,-0.06818617636126485
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.042604595289949615,0.07114070310108186,0.02675456749173784,0.04548227020063572,0.08289219993643461
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.018464985282311,0.03877427316065559,-0.015146468546566368,0.10195833073715692,-0.042052047261796316
HALLMARK_KRAS_SIGNALING_DN,-0.0040909996245152465,0.02997023872639365,-0.015168116074392403,0.09380966597009159,0.056356095000842585
HALLMARK_KRAS_SIGNALING_UP,0.04053662128894348,-0.050036190346947965,0.044223473021513936,0.10900721564194304,0.025350070460078346
HALLMARK_MITOTIC_SPINDLE,0.04414503030280731,-0.007450155848369431,0.016434307036347018,0.12222027720787478,0.02572064849166222
HALLMARK_MTORC1_SIGNALING,0.05847138274485321,-0.015564870197352663,-0.026582713180208897,0.024530828184323082,0.003417471236109022
HALLMARK_MYC_TARGETS_V1,0.0917619270104668,0.010181451018041738,0.01885270570644891,0.123681357453329,0.08390572932226356
HALLMARK_MYC_TARGETS_V2,-0.020210205690778395,0.040742543520156986,0.0425233663840897,0.1285767042254294,-0.0291465024484821
HALLMARK_MYOGENESIS,0.044720505438652525,-0.02587185069685958,0.01753915175757158,0.05044545600017018,0.03444974926139964
HALLMARK_NOTCH_SIGNALING,0.04458697288535796,0.024556770863142587,0.010671879445908469,0.12652973317422925,0.08483417104562255
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07623162782572568,0.016594592918275655,0.07323623845763774,0.1218410974783758,0.09991976343891522
HALLMARK_P53_PATHWAY,0.05434757128447034,-0.002008760229043196,0.04623224634632766,0.07849955433581207,0.06859095982707784
HALLMARK_PANCREAS_BETA_CELLS,0.06949916436400129,0.002400450606295588,0.11497234739331734,0.16182199038989575,0.0489729791068582
HALLMARK_PEROXISOME,-0.04297625350588579,0.01307149681121128,0.09556916309385886,0.11789226097780593,0.01350135652216064
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05204867701960018,-0.035756912468429713,-0.037070769035661276,0.09833297913540909,0.04228335328664585
HALLMARK_PROTEIN_SECRETION,0.09816337764031134,0.035555448144473305,0.012765592258029604,0.12669903591260412,0.02789144765356623
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.055705878851554334,0.01621506693915546,0.1091223014340029,0.03729895586409457,-0.0012021863106440917
HALLMARK_SPERMATOGENESIS,0.01630186194320112,0.04450236859562699,0.05479433969070416,0.02637982074931435,0.10046865989111961
HALLMARK_TGF_BETA_SIGNALING,0.026914906308324184,0.03950754211390048,-0.02475032210816105,0.1431206012815369,0.062300473125868054
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.01721867037175652,-0.011147019807024493,0.02025526707390429,0.03028360438584534,-0.042720635724044914
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04731239495378355,-0.012024199506271548,0.006572748675786636,0.08063068537251583,0.03167533187810354
HALLMARK_UV_RESPONSE_DN,-0.027597532099916267,0.04319268472004133,0.007005293341160613,0.13833206026299705,0.051643094501560585
HALLMARK_UV_RESPONSE_UP,0.0680297155226925,-0.05470449320086538,0.04368159030101195,0.08828832446387909,0.014064050112666562
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.023393161894005685,0.0012787778867940375,-0.013754126616205526,-0.02540009996052487,-0.031915936185195636
HALLMARK_XENOBIOTIC_METABOLISM,0.058851062236132255,-0.0025330985966666524,-0.01333156687304131,0.08973445962557844,0.05546573842101727
