,MGH258,UKF243,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12629464422540468,0.033302959224437594,-0.0006376464786094152,0.06405617881652532,0.06051172558250258,-0.005052879165799855,0.017695464836717432,0.1595368085515537,0.05545747450514552,-0.006422688295541583,-0.028927051465332188,0.08046059428104135,0.13608410496004844,0.06675672384949319
HALLMARK_ALLOGRAFT_REJECTION,-0.15036499019000416,-0.04923309432396915,0.013034371229138076,0.10838862094829868,0.04330028028966604,0.019369684022597176,0.08756722975685606,0.08255831968158452,-0.009198071533432203,0.07609762402724919,0.004520990271876552,0.036334874597895035,0.0453165450734069,0.01191782180958566
HALLMARK_ANDROGEN_RESPONSE,0.13884745573393878,0.07614047747855843,0.03828226712524434,0.08524557147702097,0.03975515984293027,0.030765307647850498,0.07164999870328644,0.2043989717906315,0.07391215605139453,-0.0019125805866125009,0.052455804019211585,0.08454676244898751,0.05859795528275091,0.07789980832127012
HALLMARK_ANGIOGENESIS,-0.04800116184370606,-0.010365161104118387,0.04429596594275871,0.12188438925359574,-0.013313974504315922,-0.05647318081428057,0.08778556950554732,0.06841986541396118,0.021852820966140715,-0.09329119682006205,0.07119622256480403,-0.054088603901919906,-0.11835738402214818,0.0593918927141441
HALLMARK_APICAL_JUNCTION,0.1843552384498976,0.10164746761800293,-0.05022643350766133,0.13602881234031255,-0.008307517550666436,0.045149056047818,0.04474289994241279,0.1703279079304366,0.064708439654894,-0.00015618861011167142,-0.013872225145928481,0.08945351840363765,0.0964327537126873,0.0777823829962151
HALLMARK_APICAL_SURFACE,0.2020595787399077,0.011189209472028309,0.03928275657961452,-0.0019410791511837492,-0.014487852616093769,0.014315026736616974,0.049771260156296036,0.1265755712357307,0.05247749790937161,-0.12150165153420012,-0.061253825651432295,-0.013272536336484434,0.08240337408534967,-0.025764817816794194
HALLMARK_APOPTOSIS,0.041817459916916704,-0.012720195251855516,0.008080131128084617,0.0880647066620247,-0.04793936195066215,-0.03378558641869515,-0.04066030058417686,0.11274835009998387,0.06539186561172959,0.027730530240344713,0.0010734258082385826,0.005851712363972177,0.07750616089331859,0.028879439031341835
HALLMARK_BILE_ACID_METABOLISM,0.1276039927764108,0.0755955927620483,-0.02548937555463655,0.12151355917675247,0.03869229936547569,0.025573070203801937,0.0462367030282821,0.11397176354432204,0.013893666260662126,0.014880825163646994,-0.022143502690616358,0.09840991985458664,0.1311833718719501,0.12205828680649772
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.198976542732703,0.08009845268233551,-0.038962538429531464,0.048249112436033095,-0.010553313437176479,-0.020633327200551797,0.04027568549459249,0.1574318070746353,0.0461428711908662,-0.028695128902011778,0.03056063767878089,0.09109629852337231,0.15494375906627583,0.08906603897504652
HALLMARK_COAGULATION,-0.05064215662998744,0.0375961575866817,-0.02741719358843277,0.1244833106265722,0.014200146965647606,0.012557102591051788,0.05684596770683084,0.0897048971400035,-0.026997437859453497,0.11442883341442453,-0.024516371328019124,0.03690944724332488,0.042855376696581626,0.07005618980634949
