,MGH258,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.06084399292846299,0.0051129403989664075,0.10847442541763218,0.23806089700745925,0.15457545778374257,0.045141961878451174,0.16486481610749568,0.10920344984226076,0.032377726868834146,0.18741092587523211
HALLMARK_ALLOGRAFT_REJECTION,-0.0016426791420825018,-0.026064305268795662,0.1576899431540323,0.19886320421977627,0.20232157973080736,0.061067830369633015,0.212565955927064,0.1532514214394032,0.11972702908223355,0.2550695263341093
HALLMARK_ANDROGEN_RESPONSE,0.008174930167638152,0.014488447012040735,0.16290886688319245,0.2832728500087006,0.12343059479717564,0.005168375831153499,0.14679755154269067,0.07924567884778658,0.10428567255175208,0.21319976285670564
HALLMARK_ANGIOGENESIS,-0.019635301345175993,0.08500017184035415,-0.028520558509882197,0.08884917564789732,-0.09178936001016412,-0.11370218062867447,-0.10966617527678024,0.01861712792217968,0.07567377268954728,0.06310244483773102
HALLMARK_APICAL_JUNCTION,0.03579331108244569,0.08796762501490771,0.09613229317219403,0.27174099230955084,0.17977141213038397,0.12605562705904913,0.2166818451326088,0.10595696971486894,0.11832409758976338,0.32643044410239863
HALLMARK_APICAL_SURFACE,0.0712268575640166,-0.011322778773254908,0.13092385784714272,0.1057536316383046,0.23017971019071354,-0.06182789375367814,0.13299074949942738,0.07088761269485964,-0.023684198993295547,0.2779972066233173
HALLMARK_APOPTOSIS,0.003562980078205881,0.04795216099646766,0.04318734232847081,0.01748416368323413,0.03492549130395907,0.08894202953019746,0.019806495940650634,0.008676225197532245,0.05947029448412518,0.11710570871127726
HALLMARK_BILE_ACID_METABOLISM,0.054067077656794214,0.09856751237284869,-0.016301049131712816,0.1765518980864947,0.13436625514658565,-0.002926913090358354,0.0268103540820514,0.03630723930557666,0.02289225854781755,0.07394610630301608
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.017116806773834845,0.08805585073568879,0.12264852548448617,0.055965424239260916,-0.06436423594616099,0.07723305284028316,0.047266203039788214,0.07578482497700355,-0.045741746545619064,0.06862164730796701
HALLMARK_COAGULATION,0.020270617672870205,0.05128731025995354,0.04164599219411647,0.23721380790321886,0.3021264078640193,0.1283140117748778,0.22297550866745947,0.09483748581041584,0.11581635568670666,0.27815312097656847
HALLMARK_COMPLEMENT,0.018632988648312095,0.08748585139204855,0.13051693678130327,0.17078639042994045,-0.02673397661873269,0.08338381369920987,0.21859849219502886,0.11144986627958003,0.01979730758793173,0.1303823567480086
HALLMARK_DNA_REPAIR,0.031151123775058798,0.07720664280651018,0.12836663208029,0.19093369075110556,0.09437030483228681,0.010653404120121238,0.1840765432040712,0.10374951188947096,0.05123580072330786,0.17658174641309535
HALLMARK_E2F_TARGETS,0.0459594342931239,0.07543655150165544,0.13395485722081452,0.08345171298046389,0.08332559783491057,-0.07727414381009275,0.16387464542905897,0.07848347312323765,0.06363018212853064,0.11217194712666821
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.060213001425223955,0.10100968343555676,-0.05899028004936785,0.33464119022336153,0.21412813674439354,0.10087625242256845,0.23831581290004938,0.06525873401944605,0.18129466217609833,0.2885856745858503
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0365626546434558,-0.04242402855767431,-0.08764366546760921,0.15304135750782535,-0.03890611987382882,0.06533505584989964,0.1170464494532344,0.04078065488204982,0.006226567335443241,0.09415020457810273
HALLMARK_ESTROGEN_RESPONSE_LATE,0.011758784064944851,0.06774536408161999,0.11307314114259977,0.023887199042772464,0.048094126248042386,-0.09593146738327055,0.08053750682300567,0.08224154905735193,-0.016942252240744037,0.04025967751876465
HALLMARK_FATTY_ACID_METABOLISM,-0.0562150225000828,0.09681724583941209,-0.08318840822397547,0.17484150627804712,-0.1700086989144777,-0.003262115343630504,0.019570777088543566,0.028927244744678417,-0.0713252038608706,0.012006470378420378
HALLMARK_G2M_CHECKPOINT,0.03225569125155658,0.11380078184069924,0.14154861237106517,0.05448097217912193,0.13546444495929844,-0.017655092011642476,0.17296887553164306,0.0884145431832119,0.08109258904665034,0.17803479727171828
HALLMARK_GLYCOLYSIS,0.03330217179532523,0.055730994774351846,-0.027572881040829667,0.10790561713004697,-0.03469502931730321,0.05424754788981593,-0.001507952750996124,0.011105228017053062,-0.01934131133130048,0.08349750189179093
HALLMARK_HEDGEHOG_SIGNALING,0.0041333932574037615,-0.10433264245835144,-0.004151468003017284,0.23735937904969875,-0.036733716654387676,0.0683817562906989,0.11125871395410852,0.030115205833826975,-0.027045019209287216,0.09156615419719934
HALLMARK_HEME_METABOLISM,0.10667817084000193,0.03316029592039307,0.07559277067289775,0.2598040308523381,0.07434673477656518,0.03582314058821328,0.1371880657037454,0.06257152286655554,0.016807805172947058,0.09589564581493037
HALLMARK_HYPOXIA,0.08173398202463039,0.09914364157082327,-0.13611143308976167,0.15006307212897768,-0.3095077676279425,-0.00018415523264710072,0.011812857957513698,-0.08738948346190414,-0.05756302663430266,0.04256495184969692
HALLMARK_IL2_STAT5_SIGNALING,-0.015991301991044513,0.008904936090946126,-0.07692715335738978,0.09991544254110221,-0.021265947681780067,0.08918704869261176,0.06460658789725043,0.09182159790974707,-0.05674164639346344,0.15918065588193886
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0146027793921667,0.07635772744917912,0.06926944595002303,0.15912404371372763,-0.05362269248669901,0.08536745543560886,0.18324804998383504,0.027282996833656745,0.04997315320853935,0.1476709260446811
HALLMARK_INFLAMMATORY_RESPONSE,0.033903020349470105,0.09915885853129404,-0.014687642542485294,-0.013087760259448588,-0.08066328542753319,0.040986973236939304,0.08221058203610908,-0.055312455317376705,-0.03869307822430984,0.006887836459783782
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07501222942716233,-0.013937848685155923,0.1416935803445801,0.16050231472301124,0.15693447035909303,0.08638536741422684,0.11053438878767435,0.13703941841432477,0.07736193232075113,0.2542711844028001
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05877297147530594,-0.0014591644471332005,0.09173712674290838,0.21701992456650526,0.03830089450874425,0.053065115687625036,0.20213408520229498,0.02467854344964017,0.06197735025176024,0.23289032545721106
HALLMARK_KRAS_SIGNALING_DN,0.04067601095837708,0.03621019785871904,0.07101028435238219,0.036741117910677155,-0.0024676957723496207,-0.0034857337256627785,0.022303136608168052,0.046839950333463665,-0.060818610289224584,0.07283530700259269
HALLMARK_KRAS_SIGNALING_UP,0.0037491091335391464,-0.052290109691676946,0.0897972381088976,0.20875169108994185,-0.035283570011430336,0.037603599066778036,0.17235116417032242,0.09878105757185414,0.04882182575818178,0.23933667137942932
HALLMARK_MITOTIC_SPINDLE,0.02987992743036194,0.08248912536199683,0.09974532520917845,0.15643385436097496,-0.03230083014520247,0.043176391707780905,0.13018939722904857,0.09144412594837144,0.04150933187794946,0.2090327828673875
HALLMARK_MTORC1_SIGNALING,-0.004904339389041618,0.08303597728085521,-0.015511657201847873,0.0978221318793006,-0.13636147601957604,-0.004172572780785802,0.02578858204029249,-0.043531550993400184,-0.017493933672670086,0.08290471790549689
HALLMARK_MYC_TARGETS_V1,-0.0011686260529586,0.04117015657232077,0.17189820375375225,0.14670633161026375,0.07632555492466621,0.05746886655885482,0.21532649598156994,0.09427262038633179,0.03469284209263515,0.14818026728767228
HALLMARK_MYC_TARGETS_V2,0.09053858970302409,-0.0006311422787142287,0.06390341448703281,0.026851232244502157,-0.03823086205052533,0.040068275533680746,0.03076466656050402,0.0631382563985024,0.053766924875588415,0.10563345894892348
HALLMARK_MYOGENESIS,0.05467190281776687,-0.026689803969018013,0.07068556810882118,0.30586167727024605,0.211390260609392,0.02892659886003874,0.07890723024323243,0.1601918850626522,0.14366882044456883,0.30509754561991953
HALLMARK_NOTCH_SIGNALING,0.08614023938440349,-0.024602708053090512,0.16501777662360764,0.21101795199878062,0.18476483089354584,0.05835932111791346,0.16809802278573802,0.12817683715434092,0.05055384873768354,0.18742610014370586
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05104023152195779,0.0005710330271454045,0.15471869950215064,0.09364801268358576,0.11028651550905554,0.03874632900471915,0.19739861909530232,0.06800610848172728,-0.024517324868874757,0.14634827748660864
HALLMARK_P53_PATHWAY,0.013501043829191173,0.0657378076105673,0.08599704899995123,0.0898064898776781,0.005383265356724311,0.022402873992683623,0.13645928419307632,0.037007866368202344,-0.05761343898513074,0.11530281413895102
HALLMARK_PANCREAS_BETA_CELLS,-0.012535930778975513,-0.05355797183301866,0.1713760623198786,0.14338534431754996,0.18241715344523113,0.039180717943174036,0.22653157869429405,0.07926233630693864,-0.024485195907195174,0.09869159633565376
HALLMARK_PEROXISOME,0.00414241228633875,-0.07075454250217753,0.044605015997325616,-0.0042837475016244625,0.043862466638348675,0.03648302404071501,0.11248486135628975,0.08900093023349653,0.00037559814392108224,0.10613279314179876
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.032331704658606575,0.07185585238875047,0.1313587817261784,0.18830279480697332,0.041108291999042236,-0.0016609470298907152,0.22409647264626623,0.10966431146147129,0.051744676130372626,0.24539937510590767
HALLMARK_PROTEIN_SECRETION,0.026555988172164882,0.03210233474645818,0.15025069193416488,0.20117258534693128,0.05041484017773696,-0.0011461511198500587,0.177718846918243,0.07522375482368827,0.0319494105091434,0.1331004488436881
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.05685388256738841,-0.03148762025506251,0.11686949506995038,0.06500537658264302,-0.17754179945715615,0.09079799312562362,-0.005566203616323618,0.07452688759880548,-0.09906329771762984,0.1579976976291174
