,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.056179508230210035,0.04505668214031065,0.020475290506835164
HALLMARK_ALLOGRAFT_REJECTION,-0.010807983788185253,0.04633676619554216,0.040115591414746764
HALLMARK_ANDROGEN_RESPONSE,0.025718475731784,0.03434871494595287,0.0010335418351861427
HALLMARK_ANGIOGENESIS,0.011347056114455936,0.06372238512130772,-0.07184051225102353
HALLMARK_APICAL_JUNCTION,0.058445405495266355,0.021116113455178203,-0.005314703894898691
HALLMARK_APICAL_SURFACE,0.04141081503629606,0.06859293987506812,-0.05250280448217734
HALLMARK_APOPTOSIS,-0.020700846712822425,0.04167252702307329,0.043467272757539185
HALLMARK_BILE_ACID_METABOLISM,0.04856947746193879,-0.010708006592065535,0.06417421427850176
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.031931722022936884,0.004022781745722667,0.02447905395924369
HALLMARK_COAGULATION,0.060759011848419954,0.006071272856306982,-0.005104271030925155
HALLMARK_COMPLEMENT,0.053977614541801104,0.04095383111986091,0.021202703518445682
HALLMARK_DNA_REPAIR,0.06978618602967258,0.03903177163098494,0.006067606584033035
HALLMARK_E2F_TARGETS,0.04660885046700265,0.031214411336250483,0.057131308630250836
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009977566740624005,0.05140142324119009,-0.031285964290329794
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08011116117499621,0.009914259514754567,-0.008632671909745622
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06280519591803391,0.053021953103351636,0.08209605930786026
HALLMARK_FATTY_ACID_METABOLISM,0.018181480237529968,0.005082489615517258,0.01791775139806454
HALLMARK_G2M_CHECKPOINT,0.017284826461005376,0.04121263320292805,0.002998490920933471
HALLMARK_GLYCOLYSIS,0.08478708119032086,0.03535091091747157,-0.01791539225351142
HALLMARK_HEDGEHOG_SIGNALING,0.05190868608191925,0.0460798347740062,0.053265123534060994
HALLMARK_HEME_METABOLISM,0.06521814176743063,0.03395901616763185,0.006489877286671123
HALLMARK_HYPOXIA,-0.017345341769326898,-0.00983246403675809,0.0004026495740754577
HALLMARK_IL2_STAT5_SIGNALING,0.05739867911220197,0.07263995704775744,-0.010759316399285518
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.025217568841026203,0.026963287772252615,-0.01702910187367564
HALLMARK_INFLAMMATORY_RESPONSE,0.0322767339634421,-0.02070087328883716,0.03782853520332624
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05914929253629889,0.06711727976184416,0.020974238461315475
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.021378016664520483,-0.00040494569122214103,-0.0009700895393563592
HALLMARK_KRAS_SIGNALING_DN,0.09645937749819554,0.04868804474114033,0.01804064322028285
HALLMARK_KRAS_SIGNALING_UP,0.05529892140658466,0.07584427184331453,-0.00559911726792622
HALLMARK_MITOTIC_SPINDLE,0.07790834816915895,-0.01582538360738688,0.0038012752654647784
HALLMARK_MTORC1_SIGNALING,0.028069498854760337,0.04103001753161259,0.008876577537652811
HALLMARK_MYC_TARGETS_V1,0.056810569183227015,0.012894693188058913,0.05398344969497204
HALLMARK_MYC_TARGETS_V2,0.05527855880079175,-0.00467092073186922,-0.060037712051759874
HALLMARK_MYOGENESIS,0.07638876049927824,-0.02021615015776021,-0.030832438460068907
HALLMARK_NOTCH_SIGNALING,0.08867018809432953,-0.022580006786352705,0.02774678250499537
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05803315860487763,0.04475826347333449,0.031201202874761837
HALLMARK_P53_PATHWAY,0.06800081286496694,0.034430886890934556,0.008341122478215507
HALLMARK_PANCREAS_BETA_CELLS,0.07633864026726715,0.03983775242614097,0.07172877127829537
HALLMARK_PEROXISOME,0.07831985189875233,0.01592576896674619,0.049553841446035175
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05861687012292299,0.014345162115109543,0.020789434761561705
HALLMARK_PROTEIN_SECRETION,0.061851159118317865,0.042822064584897616,0.010493901518554671
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.05225988368919276,0.05741647848687964,0.04296092594353495
HALLMARK_SPERMATOGENESIS,0.07180349509119813,0.048117297444767886,0.04869879608609061
HALLMARK_TGF_BETA_SIGNALING,0.09686140913883667,0.03380121229715577,0.00097245879164107
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.024590368654215242,-0.023296610233530985,0.013906793262310207
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0650844407179679,0.0476149679158476,-0.004358536745034486
HALLMARK_UV_RESPONSE_DN,0.07379835335684404,0.022490646948467297,-0.020642326835999918
HALLMARK_UV_RESPONSE_UP,0.08920430234536796,0.02459142319476536,0.02813037900502355
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08890402684977855,-0.031417831915609214,-0.029746868087296072
HALLMARK_XENOBIOTIC_METABOLISM,0.07929209705543719,0.073728299755218,0.004537055457285554
