,UKF255,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.14546032737599318,0.025927582306023135,0.07567843952722841,0.17857665566634384,0.16531715086844948,0.07619586909891346,0.11368780004052186,0.026082435893902797
HALLMARK_ALLOGRAFT_REJECTION,0.04242692121215946,0.11639893235666339,0.10653082265606849,0.03679643334214032,0.07109294902315441,0.009584308379055311,0.14690655242701461,0.07988258038238678
HALLMARK_ANDROGEN_RESPONSE,0.15608712218952897,0.1574471614334844,0.07744314776851952,0.16024630789390434,0.16144131922579488,0.035341580665979096,0.2050894152284093,0.051457609130534814
HALLMARK_ANGIOGENESIS,0.11846920985540624,0.10831458091306485,0.05797195635491768,-0.02333665111279986,-0.08105220024814964,0.036782710029211615,0.23226650270391974,0.07189426508204869
HALLMARK_APICAL_JUNCTION,0.1336308389583357,0.11592978449257696,0.08495267146996786,0.24760185511441452,0.2207386108497002,0.10613913364799464,0.04082215607449116,0.043079693665887465
HALLMARK_APICAL_SURFACE,0.051401902170008756,-0.13077680576842107,-0.012592339564599002,0.14215861411179834,0.13222583880780087,0.06427791553774513,0.1631667009826898,0.03623294149652425
HALLMARK_APOPTOSIS,-0.011754328722000117,0.09005416401295857,0.04387853388870358,0.0754624373363115,-0.020470427335931053,0.08044760556066051,0.10291339456588192,0.11235189532949864
HALLMARK_BILE_ACID_METABOLISM,0.12905035558655736,0.034121790038883174,0.030336201637685283,0.17195333313121053,0.16074583195794553,0.032523272812637054,0.0454094741992066,-0.000995674978984369
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11181480417052396,0.15926947951778436,0.06317376793315163,0.17331447985503218,0.17628595981330408,0.05288066699345974,-0.01662952902999908,-0.03469611576347401
HALLMARK_COAGULATION,0.08625195375485166,0.18295759738501285,0.10395118136006727,0.20003673449951723,0.13130438708544595,0.10714759940473943,0.19357635942617657,0.10099260407979437
HALLMARK_COMPLEMENT,0.13868738828615157,0.1287449009321399,0.1037841725556877,0.12815072078296494,0.11157822820252795,0.07695984468070073,0.15718001759079422,0.0010245013309814013
HALLMARK_DNA_REPAIR,0.12073407782693993,0.07839661936503484,0.0295315842895899,0.189338804561186,0.17486232418522885,0.08443438497707333,-0.04951465866294316,0.01895438598617595
HALLMARK_E2F_TARGETS,0.11141908752316357,-0.03234457851043894,-0.06964927409994934,0.06799174652318529,0.16066241588259791,0.012745298896872648,-0.04922931985886232,-0.02361047224822505
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.034054092720975676,0.1510195102933672,0.09674199386385299,0.1625339539793214,0.01784948213149356,0.10716407987139145,0.2896419831046526,0.1431728204365457
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.006744444998706782,-0.08445102367624273,0.16550286657086793,0.2185107531318644,0.120842823769477,0.07669556869227025,0.07191235168010032,0.011286131278322578
HALLMARK_ESTROGEN_RESPONSE_LATE,0.126617811816308,0.12708430506247104,-0.02393706121767156,0.08285797805167651,0.14274764664191805,0.06793337557606596,0.2042544539282022,-0.0031761333524277613
HALLMARK_FATTY_ACID_METABOLISM,-0.05219000895110799,-0.04276574055740139,0.12401510644004067,0.07724051159324488,0.05867809116300674,0.09310619369907762,-0.03078697151798268,-0.006152719581373279
HALLMARK_G2M_CHECKPOINT,0.09485715983618485,0.042573303556055646,0.030971860450708093,0.1055805229654802,0.10280080993832513,0.05662822887382479,-0.039999504756656215,-0.04151231308916171
HALLMARK_GLYCOLYSIS,0.07910281020729357,-0.043334010408673976,-0.011370277884068317,0.20460449410362394,0.1757590603877054,0.018802039730362555,0.01618764466147173,-0.008224840985609223
HALLMARK_HEDGEHOG_SIGNALING,0.1029899348935835,-0.1072692001048539,0.10809126747782631,0.10443414781893658,0.15876143622750874,0.11357939716470841,-0.12134925301925244,-0.0409717801280478
HALLMARK_HEME_METABOLISM,0.09892356624764835,0.07022675726738078,0.10816421537000903,0.16763755879030745,0.18399873704972702,0.09460516293028041,0.03649542225963567,-0.011210929268731943
HALLMARK_HYPOXIA,-0.09583162691114751,0.09127747100381331,0.055988148097983276,0.04334965569460202,-0.050900984699241356,0.07530862591894275,0.11122964532828211,-0.0827636916928085
HALLMARK_IL2_STAT5_SIGNALING,0.1005675091378027,0.09204058530310782,0.1211826759570197,0.11130176510849348,0.1687593847310668,0.09923424193066993,0.13573441465848876,-0.004821050266091659
