,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10229263235961278,0.03230638586255642,-0.038486515189564995,0.0004361536542712891,0.015324532732284511,0.12457161820174772,0.03908324510821721,-0.0015326231480228053,0.029919098942051702,0.018493450283848287,0.043827536723223495,0.05158752810207266,0.10561423931229154,0.09410669265879815,0.045845665506680594
HALLMARK_ALLOGRAFT_REJECTION,-0.04022980254148136,-0.017571432264830558,0.008574941731346028,0.025120047457691103,-0.05383355640153596,0.1757808646297042,0.004085191831688933,0.035132292374741456,-0.010141930885932864,-0.050515379613685775,0.07953164861290404,0.055906235562307664,0.04171560739065568,0.038343280267556686,-0.05603151114874051
HALLMARK_ANDROGEN_RESPONSE,0.07929385059377109,0.038424003400993605,0.0048218708609832775,0.010335976791597541,0.024485506047165862,0.14378394325694713,-0.037712577576973126,-0.04200696801079718,-0.007244417092767413,0.05046910012525959,0.029213312483433937,0.08730295328537976,0.0763771847725557,0.08450707276137497,0.08421699158627327
HALLMARK_ANGIOGENESIS,0.05779998048392557,-0.053738736154471924,0.02865852648242301,0.023784031374637016,0.02083014799227997,0.15376473217545253,0.05216247238694196,0.011894405823114391,-0.0620223051607273,0.0030187890871785725,-0.04707913448064275,0.04290308518318767,0.08911510237016862,0.030330214191611582,0.016837434698144742
HALLMARK_APICAL_JUNCTION,0.09772130228951134,0.06477524494794958,0.006640870158088569,-0.026954084535603925,-0.00603427058624354,0.14069268121181552,0.053519351127249926,-0.008261006519244945,0.01920856560039497,0.01815439746154377,0.08321112644198639,0.0244355042296994,0.08882212600287441,0.10029600758360913,0.06875951991955077
HALLMARK_APICAL_SURFACE,0.08277078630592437,0.0893099319412501,0.03681015475096769,-0.013850025516784908,-0.004153239735588592,-0.08419581440871185,-0.05249812474499755,-0.009472633630625024,0.06421057293496103,-0.02164425987595689,0.04303236690507089,0.04140599313282129,0.12572864875901466,0.05916746805165675,0.042226146281572494
HALLMARK_APOPTOSIS,0.0007821863448643104,0.012987810009812396,-0.04449644911173564,0.0031599665637690316,0.03140525013048695,0.0067518947734014345,-0.0018813533891326626,-0.031112308054141224,-0.000993890328857217,0.006774017632271834,0.042676390055815,-0.01942405562701217,-0.015802539799373735,0.04526282943620949,0.023146159098992647
HALLMARK_BILE_ACID_METABOLISM,0.09325397264945903,0.045568041194604295,-0.03355321419748287,0.02240665775772153,0.04531872874131416,0.10170584971712816,0.08559765432749322,0.04236014549082918,-0.026989787299092714,-0.0144735751629288,0.058198774064315076,0.061707619321195895,0.0696673584463273,0.06447177609675964,0.06141634061871459
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10951305734969574,0.07641916190571452,-0.04407878507478237,0.03118642037101161,-0.01383453276745968,0.06990317347949065,0.08303350570861495,0.025646614974484092,0.028235998586774776,0.07206712325862322,0.06856429000996671,0.06009101797588826,0.11636611876875258,0.06357383377489427,0.04010999882576771
HALLMARK_COAGULATION,0.038867833531737186,0.020590274731531723,0.020167481551296457,0.007534054560549189,-0.026448792880574383,0.11126825759257147,0.07845613251188102,0.018649665079544506,-0.009501291238287262,-0.033624598842980295,0.050778162247340865,0.030524449098162012,0.061711787933497325,0.08607789409791994,0.015902610414986036
HALLMARK_COMPLEMENT,0.02421325396039965,0.008637166910565194,0.01029035159549831,0.03567147881404812,-0.009008268260605124,0.15192239354641646,0.06477695185828024,-0.028122667840385668,0.01117990642317226,0.04343152593590064,0.1076136134472319,0.06995573333054549,0.07917734706058438,0.0767460928076452,0.05213029583314669
HALLMARK_DNA_REPAIR,0.11855399101215089,0.054480843201051954,-0.023220505762905817,0.01129947813596519,0.023471070248343155,0.18096481114981175,0.03414112971731119,0.018531408179498766,0.013277590491199408,0.09172360928848208,0.07871578772003633,0.05665337715256231,0.12794187792615908,0.06466203313046096,0.10156390366251368
HALLMARK_E2F_TARGETS,0.08600894449776794,0.06909825306611361,-0.025329963357057273,0.004396790579942816,0.01271744060525568,0.16961106126519443,0.041803719354437587,0.021607268096182505,0.023355935718971446,0.03738725091438822,0.04522083036608425,0.048525421836410704,0.07183639918767296,0.05291123898638348,0.08577956247790207
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04070242128895066,-0.017578897950232323,-0.018564185136083974,0.010606964542381993,-0.01452243214475591,0.1533958885855363,0.05500014306381617,0.009967282144200784,-0.02854132154049232,-0.04974041191171185,0.07036637140022935,-0.017239720079709586,0.07148782212975635,0.05560102010358156,0.04401564538681936
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0713581955650869,0.024638083749840757,-0.011006748005219922,-0.0318707724236641,-0.01199334411102373,0.1054483837135618,-0.06931321923510154,-0.002603022140587511,-0.018759004252871858,-0.018251487496684152,0.07490064201276181,0.02814360163522767,0.03677911800486943,0.11827749985150159,0.10302587238082216
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09862697113510618,0.05091240683781474,-0.033233557778969976,0.012936304863010104,0.02839710420615933,-0.01797042096119085,0.035796935077607894,0.022816175063459627,0.008763852241585964,0.059296064750200037,0.07044711409072596,0.05201926896844482,0.07759826869169222,0.07553081823286842,0.04577324637042537
HALLMARK_FATTY_ACID_METABOLISM,0.020861633065913963,-0.009322252047471299,0.019202253813699444,0.04849853117456012,0.036627020237422106,0.07384441150851555,0.026330959777675824,-0.013973539027943384,0.01910767269657112,0.07449051988786576,0.07756315236108197,-0.028873078258518793,0.04692682090843676,0.0481451732099008,0.07225158883709407
HALLMARK_G2M_CHECKPOINT,0.05440696801965615,0.06800709038713602,-0.008831209197737175,0.0038211882914246462,0.026529454054428157,0.16900997794562203,0.12913372136527548,0.01751808613442596,-0.02708596073257879,0.00978147907373033,0.06435036612334954,0.006857587768122174,0.12474816300367893,0.062234314489560294,0.09866760424346704
HALLMARK_GLYCOLYSIS,0.085423207585884,0.006164466207470316,-0.007158892692866907,-0.001405179888324421,0.08892015380575478,0.15991571240902483,0.01956911153926755,0.0444936740648906,0.05755834226103804,0.11760784257899122,0.02919207111417854,0.019324744397029074,0.09945780552883149,0.04020558939312773,0.11678499484515249
HALLMARK_HEDGEHOG_SIGNALING,0.025123182551352475,0.039354743432058144,-0.009690880123358154,-0.03423014362206019,-0.028363663670160258,-0.049008796685442044,-0.05093623277367397,0.015400693108591525,0.05258169426127236,0.024804566167276092,0.033918035381679326,0.03545425366179629,0.041002454507153854,0.0937562802671128,0.0607994180447526
HALLMARK_HEME_METABOLISM,0.07885095923100231,0.019965044483053338,-0.03748983432620697,0.015616314130909447,-0.0026162251407370663,0.14771600134376792,-0.0035867379939170502,-0.0015933027463216553,0.05016490705556977,0.10553819331841631,0.05911580805655962,0.034590496157189544,0.07655990320280866,0.10330993037901544,0.06509609371330499
HALLMARK_HYPOXIA,-0.02061772505818042,-0.04461335323562035,-0.0030813129051953155,-0.016094479794570342,0.027047432008964853,0.002187113748760862,0.020603978760309206,-0.04888549171666382,0.006192159300257596,0.012268018422480457,-0.046811644993466364,-0.03925893571421597,0.05590862569537635,0.02200609687946707,0.05127537088133869
HALLMARK_IL2_STAT5_SIGNALING,0.04731943455607973,-0.0015575788858908227,0.028501900390348254,0.02314050315961239,-0.0013883778448249538,0.1295942795174425,0.018388727053469507,-0.0058156901297399905,0.024980671957737857,0.062000251631496306,0.09196890765128533,0.05041845333829607,0.08049478732325685,0.13155076418524775,0.04373764331735404
