,UKF248,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.06771121179385978,0.02981896842808257,0.055872090727527655,0.010344510197624342,-0.0022168441338262282,0.11151710357545742,-0.032491771487455266,0.07227153507566061,0.12529755692022398,0.12688444542227795,0.15526030539236105,0.01909981110418016
HALLMARK_ALLOGRAFT_REJECTION,0.00807412586143824,0.07681932552015952,0.04982671689502182,0.03618451337519011,-0.016651201307537743,0.15562026210200094,0.030768418555455677,0.03983618485001998,0.08964363795300172,0.1479408230908487,0.04024254397439659,0.06455118250984093
HALLMARK_ANDROGEN_RESPONSE,0.09808135939893785,0.07176977184525919,0.01753209412437354,0.04319825505363393,0.017312508668745463,0.09835630832634719,0.03584016519986229,-0.006033885372601801,0.12066333655267261,0.12051299465458397,0.14448372550934102,0.024328130708403842
HALLMARK_ANGIOGENESIS,-0.041682684180304276,0.03710038843044278,0.04171694795615852,0.03755738084930781,0.05629095752147998,-0.05711938179314708,-0.09399430919724702,-0.08429162983044203,-0.03399869430828788,-0.0399086857354831,-0.12173417651857582,-0.024557308498007323
HALLMARK_APICAL_JUNCTION,0.0835541293870697,0.06340371176894397,0.09494146967366267,0.038584775733617085,-0.05638524395814575,0.1256153458642883,-0.04191094589329707,0.06963691887163712,0.14165977523225795,0.12538501729923548,0.1503884413746691,0.05426705256417038
HALLMARK_APICAL_SURFACE,0.0430393789984099,-0.07482687212255905,0.024398129777813585,0.006687199200446987,-0.05760962544975531,0.13116850430951496,-0.02964769415606228,-0.06454497389831514,0.10043414597832989,0.061633541746483334,0.16078446590093107,0.02354852518028732
HALLMARK_APOPTOSIS,0.05354833198544477,0.03940502855235984,0.05122540125429624,0.06008594357321546,0.0016970754113926464,-0.040646355244457456,0.04825900140958857,0.05935737632487244,0.08553096691053737,0.03290858287901236,-0.07443320027185611,-0.03336851735305919
HALLMARK_BILE_ACID_METABOLISM,-0.00350061716672443,0.039070873456886965,0.07815019259319364,0.03198468482900671,0.0036662238331875417,0.009901820183512084,-0.035530404066119285,-0.01817095442803138,0.09524126486507843,0.065654536715048,0.1623206873392164,0.0020862475371578137
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04363695063137847,0.0714910981291482,0.020618668084966502,0.023431388993221357,0.041725788875436785,0.11323040849620175,-0.0025674210922629324,0.09030237865281092,0.1335360764930462,0.11792438487918845,0.1806373784791112,0.04249783519671975
HALLMARK_COAGULATION,0.0882281844058062,0.06663281825064539,0.04699912166061819,-0.007622027580670587,0.0790061501772361,0.1033765831746876,-0.08080094217032324,0.09956795464848797,0.15005987751231067,0.1487484664656786,0.04658973802968584,0.07362169158213071
HALLMARK_COMPLEMENT,0.034589095035058484,0.05610950816699235,0.073176534130387,0.0815361902443621,0.00825917074515152,0.12245103612465007,0.0014279685372830917,0.0302180381134021,0.10153915993881624,0.14796287462816468,0.06607413795700866,0.011751204483828772
HALLMARK_DNA_REPAIR,0.09806844586277116,0.07730888419136467,0.0471977609677813,0.06137070916772188,0.009988420779923578,0.1491414769876333,0.03615525895193856,0.06088509008522213,0.1556284856268409,0.13258262045315533,0.19183574049621296,0.023506270493780766
HALLMARK_E2F_TARGETS,0.06346797652658173,0.08102784648303937,0.0483135289626915,0.04528526411705026,0.019253282116014292,0.13147536780687077,0.0006731470774453626,0.01931455469151636,0.10495504264753815,0.05496506444840669,0.07896366775787003,0.010990213783112148
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.034964987017497985,0.05895559614401172,0.0685964715683412,0.05810561991735297,0.03460417427638136,-0.016390543794912515,-0.040903742272982324,0.06106081875332891,0.12074318376693009,0.015488768657058435,-0.10320857132994433,0.008886590640336464
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01822672074505345,0.03668337274054457,0.0782993480346731,-0.06895160771218073,-0.03260525093705181,-0.05323164994109569,0.010909385264310822,0.0676658473488841,0.10243273389012907,0.04765269754359201,0.11078103980759496,-0.028272092842739835
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1286703927548973,0.017628851792039473,0.051091246843581344,0.05286993151724077,0.014411913391912369,0.1254346387601028,-0.006218771517419698,0.014508921743814712,-0.00986814456745579,0.09485071242264054,0.14299843216431668,-0.021006512819847712
HALLMARK_FATTY_ACID_METABOLISM,0.04196471759850759,0.037064148112829716,0.015778953433754413,0.03220137712704699,-0.002975120239006441,-0.018867964965579864,0.04299971724363751,0.0720293584134297,0.026163753847798794,0.038583741640203215,0.014680194575932745,-0.012021699341014115
HALLMARK_G2M_CHECKPOINT,0.07119331839964715,0.05978887804432602,0.03869936599029371,0.05762460897545561,-0.020616414049492396,0.12792161732872487,-0.004919660369541746,-0.008921867956365367,0.1453938868553702,0.07641098743687452,0.04799818647282686,0.04911079711380059
