,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.01275549916293159,-0.054896678025316836,-0.0139784195669668,-0.04771909807035376,-0.030012900483385143,-0.05434688373673044,0.022301137784860564,-0.10603821114068665,-0.09025222233995699,0.014311801631241055,0.0769471932467095,0.039948609998819294,0.04832235249810419,-0.07896635609025415,-0.04361654371439707,0.06613023390358565
HALLMARK_ALLOGRAFT_REJECTION,-0.002650036935496112,-0.08222848658567704,0.009848377823082509,-0.0641250381775352,-0.11690878760771473,-0.07054253238743334,0.05892757289604319,-0.11837981809747523,-0.08904088860547206,0.04496730942095641,0.027686813131008212,0.017394677765928943,-0.018997737175427167,-0.03957235030153402,-0.07210066377993193,0.08354250180261888
HALLMARK_ANDROGEN_RESPONSE,0.04877775483984184,-0.03659144684468961,0.04647330471799059,0.020850377136780864,0.12746803695463726,-0.008203548185627815,0.05282965045762221,0.013731372684384287,-0.015288295370695433,0.02450202517311118,0.08762409844574703,0.005685009399638442,0.04215145962163427,-0.04456088532115327,-0.009876954632891876,0.11512383930600213
HALLMARK_ANGIOGENESIS,-0.012874030641333094,0.07391069782645505,0.032744116327075086,-0.09756630036183649,0.1150064047896881,0.02490597318922147,0.013363470747042801,0.11442165335854192,0.06872516953780072,0.06076352842863097,-2.217186411822203e-05,-0.021484040211766784,-0.004603141148487056,0.04483523824596745,0.07026362250745376,0.02802235074697021
HALLMARK_APICAL_JUNCTION,0.030033276793682204,-0.033348214945613526,0.012866611622539362,-0.03826117654245729,-0.04764185583530573,0.03939369348538106,0.013088133229198436,-0.022530502938464432,-0.11030842938781985,0.03248362632309399,0.13307029413358823,0.06830937823709406,0.05675190757873425,0.002097274868457918,-0.028979683849455002,0.10896894177098922
HALLMARK_APICAL_SURFACE,-0.11558253236078643,-0.03478883848115051,0.023263221644627213,0.0024388589781988135,-0.053718778614504616,-0.006747917997380117,0.017554175816280534,-0.10519139726417429,-0.0868050418414651,0.033741011026391626,0.039394921542178156,0.03133632753153415,0.07395925193930339,-0.031247342898470552,-0.01891167597000284,0.011048945498172796
HALLMARK_APOPTOSIS,0.05576282547055746,-0.061994095038721345,0.01831217269445859,0.08755805536057808,0.008118750366010454,0.01925244438018813,0.062215226725387936,0.08296456099524621,-0.02653844822385288,0.032220761965888446,0.0015925968837426242,0.020312412922563156,0.04826472923301719,-0.03554640643619553,-0.02862868822285179,-0.023994802708602513
HALLMARK_BILE_ACID_METABOLISM,-0.03521681239177132,-0.01594379237149228,-0.05938705270053138,-0.07896750709846641,-0.013646679102330871,-0.01290629130035687,-0.008684280592836935,-0.05634120050910344,-0.0439174631595458,0.0038575288305836945,0.04370873053772798,0.0606604233124384,0.07488885911221417,-0.029772023283928657,-0.05773251160931822,0.041602039822650504
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01456652209279558,-0.010090905003850187,0.00531228448210298,0.010614160462023613,-0.021853476919467707,-0.02724892625861026,0.05895180264109442,0.11346993727478183,-0.11007919978590001,0.030815128752549246,0.10491917557552174,0.06277729726304092,0.06175741428878877,-0.048966828419978264,-0.0074118433886215486,0.06384114937503962
HALLMARK_COAGULATION,-0.010128881644963087,-0.06219585774441405,0.012935982709148572,-0.019161277667056834,-0.09926733233667198,-0.022400107535316086,0.06740350920510967,-0.08161001832581129,0.023473970446174174,0.0009637429951248439,0.09203302499738115,0.04591941136533658,0.08833122065570395,-0.10868610568301748,-0.0758109459960483,0.0186626362054423
HALLMARK_COMPLEMENT,0.040826257455615494,0.009725795783863813,0.0019589848300100403,-0.025174615314282417,-0.07595496083256575,-0.06568801307728846,0.08925679075239872,0.03753548117381374,-0.06390893981547734,0.014995248309377476,0.08359115896407175,0.04830375097306049,0.050857935509189274,-0.06643684145015674,0.00807598687234213,0.027948840055696006
HALLMARK_DNA_REPAIR,-0.023457345210045503,-0.05449074425942476,-0.01646382105021185,0.024653609598636057,0.12668509111896567,-0.049185900592521654,0.041730247742830386,-0.0495016043370896,-0.07435902084122342,0.07316407974235875,0.11360524509313245,0.049844640912005266,0.08762977128161144,0.012174567221653877,-0.009501646975453495,0.11379274942791537
HALLMARK_E2F_TARGETS,-0.06788233967548271,-0.049884185925598845,-0.04408473878246527,-0.08766314056218551,-0.034061181273578565,-0.014710012311589941,0.03698051658288571,-0.0912987821238071,-0.06487073073052958,-0.0061521383185159486,0.11030583989203278,0.030724341947291983,0.05731900798333982,0.02225473600586429,-0.027021504482775835,0.03849729536504198
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1156059338484295,-0.03556758017112344,0.009405753414060306,0.10955859169864512,0.09589430607452594,-0.011824032333894448,0.04840714722230529,0.1269564348641062,0.04692032568904224,0.09950376934779569,0.03610037938720954,0.036443978813691026,0.05610202077921754,0.0107948264072337,-0.020265151201487877,0.0811549192788691
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06137499587685222,-0.0034364675873305535,0.017456622695519303,0.008478752066556473,-0.011235213537623103,-0.06137197896649299,0.0004742477998264361,-0.0086096948170902,0.0735903568074579,0.01806391244368546,0.11718066971283086,0.0378115785771155,0.030853579730334806,-0.004943781273304125,-0.0017288379402244868,0.07348821585620442
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.09775008478674731,-0.026186516652860325,-0.018183016298978536,-0.051459311340460584,-0.05040020680473382,-0.03478813938021334,0.02845409892073808,-0.0991698617069656,-0.10347081842490997,0.06551210568839258,0.08397512160236362,0.03449271915120999,0.028622130191411927,0.012267957432960244,-0.011004516528315966,-0.05436495897057449
HALLMARK_FATTY_ACID_METABOLISM,-0.010862076460334888,0.01229084650451365,0.03449096318830569,0.11898829541567345,0.11572827856874326,-0.08665625692017098,0.002631585109554484,0.08453230922526801,0.08456035588020701,0.017020556586281866,0.07523881571739627,0.04517814520236612,-0.002765902987343222,0.04255540959467246,0.0502484133880419,0.0463495268471646
HALLMARK_G2M_CHECKPOINT,0.05644238901294623,-0.02390209462662152,0.0217886990996613,0.018906403432049305,0.04639591918518379,0.016613456190401298,0.012597342296464939,-0.01742630317217604,-0.0671256653851558,0.05051137121149958,0.08888710469831793,0.013087455618026014,0.03967296963390061,0.01675774316913259,0.009718214206255653,0.07848690586289364
