,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.020257905746127576,0.06781481213481455,0.003343315083995273,-0.003318099579419075,0.08080449326257932,0.0631766818273529,0.09137842344140426,0.09392489614729235,-0.071929362172792,0.0023717421476431265,-0.002087171460449749,0.07354811826324595,-0.0053056186309484886,0.04907083484686202,-0.09369339937145518,0.07133821095101578,0.07638334422495963,-0.02539010652570188,0.041773214791683576,-0.02125067085698082,0.07580675363383461,0.08879826730803841,0.10023867363467497
HALLMARK_ALLOGRAFT_REJECTION,0.014141900695140236,0.12285303264365569,-0.02960724042341256,-0.029928903342055717,0.038605248384466814,0.07155997536765989,0.05385916536006016,0.007695324670381105,-0.21335033109531365,-0.007642859581951091,-0.019539505677987956,-0.091444758556377,0.010566229156950501,-0.03161857567653675,-0.06332451092417692,0.04900858228577505,0.04466050817897473,0.02501347981745493,0.013038555332015518,-0.0657911415887715,0.0684740147048047,0.04461124268941037,0.04046023503857963
HALLMARK_ANDROGEN_RESPONSE,0.08084348736225881,-0.024061906379734956,0.029928139234539207,0.02749883487741459,0.01617957194500143,0.0727409451933283,0.10348972732103887,0.041125561839778196,-0.20933660086276468,-0.04997460113042608,-0.008753214560726611,-0.0031347098149172524,-0.018405603844623603,0.005970118744573,-0.0017404792940224024,0.038605511112595706,0.08258237000803428,0.08464438321427217,0.016694514015741773,-0.0567890388135355,0.10294359851897947,0.08678808840557373,0.08207172616812854
HALLMARK_ANGIOGENESIS,0.02535613347906723,-0.22837681226283435,-0.03501211306445148,0.07651661836076873,0.019521057840407235,-0.021387798042249308,-0.1324083143791489,-0.0020099219922149634,-0.29634121468835495,-0.11126804262968604,-0.05190094873522195,-0.15001348383738197,0.17301189838885966,-0.12489034439032756,-0.0017272028810840832,-0.015324050076598456,-0.1339060223981243,-0.06884860523638563,-0.049031243122311274,-0.05552308993390727,-0.013254349485451249,-0.0490376423473235,-0.1568464905350499
HALLMARK_APICAL_JUNCTION,0.0418762213175235,0.036202876284170425,0.02263101181166586,-0.042584743795754366,0.06291720746768022,0.0503498158300442,0.06455388228231529,0.08903848422679916,-0.19163562481179425,-0.061898253755237,-0.039772819334374314,0.07747134031230019,0.09193118800527021,-0.056509429648146835,-0.08152924759088323,0.057228001895874125,0.09204271567561718,0.0012278661031639654,0.07068899464364195,-0.035381479196279174,0.11492593802369462,0.0721728047238584,0.17494439280952362
HALLMARK_APICAL_SURFACE,0.05948721196427726,0.20630042199343931,0.0015004180717846517,-0.0286503714314813,0.03444844789558785,0.03150322507894741,0.05468289183601459,0.07909049606233463,0.19369165917247863,0.09964329377691461,0.09317246853597311,0.14287809462366738,0.10837862195378245,-0.01167641966955272,-0.06941021436259566,0.07547155869644251,0.10389148694864075,-0.020877472241970705,0.009393582870833908,0.01709282130365272,0.104618217742383,0.09763678983175995,0.15533660725746445
HALLMARK_APOPTOSIS,-0.008993388121447682,-0.01255637575437459,0.011425234480906063,-0.006545916445685457,0.04549525390881678,0.014095198125131119,0.019078958300984987,0.005326187992225739,-0.008112493919873547,-0.05208092131291833,-0.03237975634360178,0.007076354811350344,-0.15461297950446565,0.08892796048030262,-0.09525231825803832,-0.0495962092485865,-0.01179169157287538,-0.02827583166570216,-0.05337111842661085,-0.015029673208605111,0.042709405778940925,0.04133945409220546,0.05485606329391871
HALLMARK_BILE_ACID_METABOLISM,0.001484141392426773,-0.042290131608203614,-0.02505247921676779,-0.004311314038068173,0.030736370190084822,0.0012877089891182066,-0.01782360317918991,0.03951682795739848,-0.26945020595703817,-0.02400507660663829,-0.04066812976970308,0.049179960666825125,-0.12155658291413875,-0.041578372987088615,-0.0736243095783131,0.047910062741619845,0.08833083720307622,0.0455903938632465,0.06217086338156526,-0.06201931561687356,0.04644278858423016,0.009788276774720175,0.09761212758102869
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08038049500280545,-0.09410673619461185,0.1380108977109952,0.010879248294362934,0.10024506803753541,0.009517277587029123,0.04110852690517638,0.040002491587269394,-0.1640432408581116,-0.09417751907169286,0.008057809578311242,-0.0549936102230591,-0.03205418904804053,-0.09097294693474448,-0.04806281674957697,0.07543143192711248,0.13510108968920578,0.004612848840949828,0.049421762734414246,-0.07071720507172455,0.05222812336751052,-0.0028031051427069415,0.05516344287126
HALLMARK_COAGULATION,0.09677562703552561,-0.07373153848884029,-0.03582393523592529,0.03510669544471432,0.09542831039446,0.03959075658446402,0.013297664137636816,-0.03343627706875547,-0.23645702007183872,-0.054978462619364094,-0.08791942629570065,-0.11552092273329674,0.26432489384561375,-0.06403488215411596,-0.07220637805064765,-0.0051336700352319015,0.003103376904427102,-0.040369696270564435,-0.04360905464198698,-0.13090411246310416,0.05778199470412383,0.04663006533912018,-0.06526068342176937
