,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03090496406374756,0.10132308155673357,0.03957305767859676,0.02751800759318628,0.06619515813789849,0.05867039700969157,0.014062819705132597,0.09802751161600796,0.04558116126953259,0.12636930709438188,0.02597449054397278,0.16974656171040242,0.09566829782704765,0.0471376770812431,0.13849894295019263,0.03383928637937576,0.0025961220620824657,-0.00269120903248926,-0.019383418097153552,0.1494942855596609,0.04116355375088706
HALLMARK_ALLOGRAFT_REJECTION,-0.006488141424579301,0.04969759249136728,0.03682765082514979,-0.019974048406103284,-0.0010737099253830995,-0.08326858990456867,-0.046992104696787884,-0.013676128707134845,0.01200682092305931,-0.1467181462825833,-0.03600585059558787,0.1464458743626185,0.08878353117052483,0.11294122274218915,0.04648182741201824,-0.013418924294639062,0.046182384096343385,-0.025156173272829513,-0.06570685213648922,0.14555571149213797,-0.019047065674777045
HALLMARK_ANDROGEN_RESPONSE,-0.001264418527493816,0.1118573039319138,0.06037293191072854,-0.01249544367088007,0.0533524119167979,-0.006593234143615196,-0.050162094157208015,-0.048444028239916816,0.05116157449660313,-0.06777871404524945,-0.05431867749240236,0.17757876586600166,0.10876085638034501,-0.01171297213316234,0.15954052268178684,0.06834272214990769,0.0022677217994548473,0.0010225044857280741,-0.014905369250201878,0.06913092329993932,-0.0013039635850241897
HALLMARK_ANGIOGENESIS,0.043505114270644726,-0.02230538043311243,-0.004238373579201146,-0.026062977121192363,-0.12693599876882192,-0.05621624197893224,-0.05592926078671715,0.0002607601854496886,0.03933772071442043,-0.15767001235381042,-0.06749620716418912,0.09700664162047028,-0.05412652827227005,-0.018404993577346197,-0.06627979439884796,0.02566060338170997,0.010630393818037064,-0.057355947300550394,-0.07472612512307726,-0.06814869139172781,-0.03912072520555254
HALLMARK_APICAL_JUNCTION,0.05287378390975309,0.12841139237198249,0.01901891098684575,0.012754128773838745,0.060792721099737636,-0.009036901719313681,-0.04539026441628702,0.03938965876120294,0.028289500966135275,0.04088909820587032,-0.08244765909271205,0.1677210360741585,0.09795203763737079,0.10287485849321946,0.10960417829143175,0.03816949996622494,0.03955786922507569,0.009355661825098878,-0.023805560736846525,0.13831829012903007,0.021244040144532676
HALLMARK_APICAL_SURFACE,0.005844040700174722,0.15745164701865733,0.005014086766310705,0.0736046205172078,0.05816168313410649,0.0867016459164155,0.049612844677956264,0.00043286289492014814,-0.00392040727701825,0.04741427172352121,0.020580276206097575,0.02778712395818128,0.047868484303159126,0.053037664299041005,0.10038764254729363,0.04749063534252426,0.0019531158962040492,-0.04966226533899824,-0.016398106991286972,0.09118301647413532,0.008975362589100392
HALLMARK_APOPTOSIS,0.03291531406460767,-0.007594708790346509,-0.009973805191467214,0.030517209346220736,-0.005413200561936604,0.0234719797395011,-0.0008059552411260146,-0.03596660327216072,-0.011838012615137845,-0.04401524864166116,0.1000722988650224,0.12493267407056036,0.08473143680376037,0.06259041817752986,-0.014900962480588758,0.016792979515007977,0.023793859823774636,-0.017406895396197324,-0.005805533610814687,0.10650107274637545,0.026676419684176944
HALLMARK_BILE_ACID_METABOLISM,0.06056170246277471,0.05827269503715487,-0.024644878426504396,0.006630246874820746,0.046170300155630326,-0.012821159626563022,-0.05096116219355076,0.029719766925251356,0.02065177655186713,0.009795261817841966,-0.023191134057298543,0.04526643565555647,0.11928277281812134,0.0160562611740013,0.11896699241084277,0.02635405684256465,0.01724628218759534,0.04764693131635276,-0.012466901578354563,0.13392658662433002,0.011602196301049373
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0404365474056322,0.04428983365968868,0.03542388894099085,0.0283821719360785,0.0977754550695947,-0.01973344463672299,-0.05942032711859183,0.022466722490352472,0.05835906855473534,-0.10543347682642713,-0.0869030587774575,0.04426885758358356,0.10342558857070092,0.01675017461040967,0.08512559292366578,0.056327129785819954,0.021538992316202637,-0.021570015016214014,-0.035360995711723194,0.0979533414618634,0.04224356467103498
HALLMARK_COAGULATION,-0.03908636093990798,0.08143286300417765,0.04299997668931764,-0.032755922932159495,0.04959689947507613,-0.061978795331557195,-0.08120963765386158,0.05789968708822869,0.049063167033308194,-0.16153381012725426,-0.10300318008121609,0.13470111535734536,0.12090510014204504,0.10988575464270264,0.11226978776880699,0.05787587415452634,0.03503924629907957,-0.04279034009369195,-0.047106358373396114,0.11222307804303476,0.0021532891881831584
