,MGH258,UKF243,UKF248,UKF259,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06496079240504289,0.13081681125207784,0.08742353525609581,0.018582466325090582,0.020474231239082773,0.135986781256368,0.008934527264490543,0.24152943748719766,0.17108764808524674,0.10728384194364148,0.02477415787610028,0.07685739994914802,0.1255650173752696,0.12084178631066528
HALLMARK_ALLOGRAFT_REJECTION,-0.017250324717477897,0.017032431518391844,0.028457526174863048,-0.039523205538156504,0.04333911360028427,0.20751447690864472,0.09378964379143043,0.14054432249919022,0.08519449082878502,0.09300248943318279,0.03764702484380426,0.09415954242805288,0.01390031205022722,0.04171141284347558
HALLMARK_ANDROGEN_RESPONSE,0.13437690372447922,0.11978131623468032,0.12731093476000604,0.009855173699658255,-0.002654743277434461,0.13427165389643883,0.049111862575554756,0.2329791964395634,0.04218327659004943,0.12118915806544056,0.029981396086436733,0.0796085477183654,0.06380173699149067,0.15016207237218845
HALLMARK_ANGIOGENESIS,-0.005142239709929263,0.05171574418512267,-0.001706419652843058,-0.008847839866444517,0.07034482066272316,-0.06210444707472347,0.04253022539588075,0.179116259165827,-0.03207835680924591,-0.08206444216033351,0.08486401027024702,0.037363512175465595,-0.05029550104228069,0.07178608033540175
HALLMARK_APICAL_JUNCTION,0.13398369671770533,0.18075785103664221,0.09557480298467197,0.022771380448437684,0.033351299957995344,0.19545541405051786,0.06988360990317648,0.21584550819207957,0.12918648706039024,0.10163206931537541,0.047951356580792096,-0.01698805665681154,0.12232764745416534,0.15722287798705584
HALLMARK_APICAL_SURFACE,0.058323580213081774,0.09982667662024881,0.0871796372112134,-0.00179252010583987,-0.03332957559062385,0.17776478520177677,0.002863512776701002,0.24820166494139367,0.21916050364956088,0.08127976647321257,0.0324406630434874,0.0031954503113122454,0.07746204748346776,0.054477511358757454
HALLMARK_APOPTOSIS,0.03833063525707577,0.08508060038687343,0.04274053130771315,-0.00852417029513017,0.05233800950867008,-0.06461339657012385,0.014246851091516901,0.012817067140009476,0.0020674467897309,-0.03891633922436659,0.05714191679331827,-0.0008104298177835982,0.029414322464431625,-0.014781315511596267
HALLMARK_BILE_ACID_METABOLISM,0.11289205656307044,0.15671764916613568,0.02167827676974688,-0.026847517733196512,-0.03405375327588573,0.010916075726246557,0.04947267546410285,0.18539028081423367,0.1230901218482673,0.11002289940302348,-0.04820867495833179,0.019381829278159207,0.08279200024885094,0.1774033269448015
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10414963233837031,0.1523008766408186,0.03920589869940418,-0.014529206047320576,0.011770308896215624,0.1841369991998991,0.01648455496518013,0.24164116967162413,0.16578849773117654,0.07488283642823475,0.05667234509639375,-0.018607792728120544,0.14921673430507384,0.2295488640732627
HALLMARK_COAGULATION,-0.12539126062112765,0.16547479000716767,0.09721753323180604,0.02501081297363914,0.08088897601441992,0.1492208342798511,0.058851122925103076,0.05020049401468255,0.20243787783491599,0.07061613226230364,0.06240797887490715,0.052490019844989494,0.01733889153701593,0.076076584654642
HALLMARK_COMPLEMENT,-0.02042281731558673,0.10339297396268762,0.07860489963894197,0.032087688040664634,-0.026578787500345147,0.12777000148163076,0.0743900577210194,0.17465003372331336,0.046348377322125524,0.03845013826600379,0.0757037837349194,0.11002829999332911,0.13994210372727955,0.057625943765803246
