,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.14128222177970812,-0.047254305683682614,0.04656075161640514,-0.033066270772176894
HALLMARK_ALLOGRAFT_REJECTION,0.13956418395577647,-0.08681963156061248,0.017059467248394234,-0.032994342849549635
HALLMARK_ANDROGEN_RESPONSE,0.1323274399211132,-0.0033468727275856908,0.09126955270150065,-0.055668269764249864
HALLMARK_ANGIOGENESIS,0.011465825646756142,-0.006089144974132509,0.06393323661247632,-0.024196916016909476
HALLMARK_APICAL_JUNCTION,0.11097769132421242,0.0036352334024123893,0.05465233823205984,-0.06323956745716419
HALLMARK_APICAL_SURFACE,0.12061710909976735,0.005008466183426844,0.044106748641739635,-0.12162519853667565
HALLMARK_APOPTOSIS,0.007106496410905868,-0.026490540456441756,0.028449323234938238,-0.07150668979246101
HALLMARK_BILE_ACID_METABOLISM,0.08924135481860697,0.005637328237498983,0.03350656800835974,-0.06282996481866508
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.14947682057176542,0.009805691931683127,0.0443811756365036,-0.0502514047521518
HALLMARK_COAGULATION,0.1291091313491028,-0.05065402320422539,0.0722533334076297,-0.10230401886509265
HALLMARK_COMPLEMENT,0.15618980805612998,-0.09634145094834884,0.0210169663428438,-0.0422193070836
HALLMARK_DNA_REPAIR,0.12004022782524379,-0.018930499031034505,0.03466592268715153,-0.004188918986719869
HALLMARK_E2F_TARGETS,0.16190816805778557,0.03261463666309124,0.007364110362393352,-0.09333337073958962
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.023074612057452877,-0.08527656083153227,0.07433258115583391,-0.03458970944052852
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08693531008925147,-0.07337899063666548,0.08473549505411557,-0.003891351423089267
HALLMARK_ESTROGEN_RESPONSE_LATE,0.13567662458763413,0.004067332191555691,0.008473700739443242,-0.06289349197278549
HALLMARK_FATTY_ACID_METABOLISM,-0.0019457349990027258,-0.02914596702362046,0.03933042253077683,0.11104524992993442
HALLMARK_G2M_CHECKPOINT,0.13082276857117045,-0.062465094561368596,0.03155332544226454,-0.010932850048051099
HALLMARK_GLYCOLYSIS,0.060296658682997994,-0.00855911878240975,0.03743902367426727,-0.018492932528797943
HALLMARK_HEDGEHOG_SIGNALING,0.0854701239496207,-0.08348647988848348,0.010057094010628657,-0.10512781562960309
HALLMARK_HEME_METABOLISM,0.1093224456987312,-0.04527318089442292,0.04425614777776667,-0.01473521663664928
HALLMARK_HYPOXIA,-0.1281853564309069,-0.06871951651594159,0.026528560253476916,0.11661652894124637
HALLMARK_IL2_STAT5_SIGNALING,0.11654900354214391,0.0012645291412095062,0.07779742042318051,-0.03916658804720039
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1717180111611711,0.017181393959867782,0.04221129563155819,-0.018415152265855588
HALLMARK_INFLAMMATORY_RESPONSE,0.03381038464924626,0.008812986055690225,0.03619928125091898,0.023796573376881666
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1254190947203285,0.01331432813385045,0.0018551490441636603,-0.09961431783828398
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.11696296324670649,-0.059199445210093564,0.07718456141012751,-0.011000766457407826
HALLMARK_KRAS_SIGNALING_DN,0.08015842372301042,-0.05059505318782631,0.0027405171031496573,-0.03138275995558854
HALLMARK_KRAS_SIGNALING_UP,0.1578810437583168,0.00548739899982793,0.04489546405475371,-0.06272580646182976
HALLMARK_MITOTIC_SPINDLE,0.12334066354415588,-0.04420346229968367,0.04163649042300428,-0.03347983970131683
HALLMARK_MTORC1_SIGNALING,0.0493407331783553,-0.021477641636798113,0.07722577702956747,0.08957609909327396
HALLMARK_MYC_TARGETS_V1,0.11305213216840974,-0.03519595704450457,0.04133848212181816,0.01977382893325435
HALLMARK_MYC_TARGETS_V2,0.13329641116326346,0.013970486625345292,0.057436537440709014,-0.01530646623496081
HALLMARK_MYOGENESIS,0.11711347349923684,-0.015770965880896395,0.06236734824587802,-0.10315872922672072
HALLMARK_NOTCH_SIGNALING,0.12412485785192134,-0.07847177055545553,0.026956098667906492,-0.033638589752673274
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11826110290542477,-0.033407773325251244,0.0287516927933855,-0.019707125554435663
HALLMARK_P53_PATHWAY,0.08026214752911949,-0.03908243212894852,0.02346574855649209,0.09176739619776597
HALLMARK_PANCREAS_BETA_CELLS,0.07926530537296643,0.00271225657063118,0.01755638403342615,-0.025099772518247975
HALLMARK_PEROXISOME,0.09999751677859753,-0.06692364331742955,0.05890773360248687,-0.06231495355062697
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1351272797395608,-0.02334204380743186,0.04740782636872182,-0.04551536110999205
HALLMARK_PROTEIN_SECRETION,0.15287140408400116,-0.06650193937237213,0.040254346576231746,-0.018164911514291317
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10768142494037991,0.036826400652252546,0.061153935609502205,0.051648198776084675
HALLMARK_SPERMATOGENESIS,0.10487501688393634,-0.056509865146180255,0.02599872737179119,-0.023024351751994934
HALLMARK_TGF_BETA_SIGNALING,0.08865319765510286,-0.04453064495978004,0.07974041268268364,-0.09947142230887207
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.003568761372297211,0.0015828777446202826,0.045602905178887605,0.06816285938786022
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.1481545860499312,-0.0266367827674317,0.0702925291399502,0.04659525622617168
HALLMARK_UV_RESPONSE_DN,0.08557416395099433,-0.038964107101924945,0.09696872123521412,-0.03307278815116416
