,UKF251,UKF255,UKF260,UKF266,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.030803806343980375,0.2611259693346506,0.0038295393122817164,0.09192700584245357,0.05259619278417698,0.05502819967827441,0.015681809491328726,-0.016583205042340492,0.09933286588005015,0.0822135555701615,0.02554691968534851,0.025497649464652664,0.09047601423991514,0.0574221555156175
HALLMARK_ALLOGRAFT_REJECTION,-0.00013274508377066998,0.10035679058547813,0.05717543519994099,0.451487206849563,0.02434479989277413,0.1229818566870618,0.019291873424556724,-0.036216533942441766,0.07372302475459479,-0.008193717736266077,0.0143088633965462,0.07672326009539049,-0.13945213997159747,-0.024494065940041006
HALLMARK_ANDROGEN_RESPONSE,0.06579631201085498,0.12828787352166499,0.11153143534711435,0.3880067834115138,0.03860748678258789,0.07837440324570843,0.0502061081019967,0.018181270416946716,0.015657904589219823,-0.04371295695370258,-0.008507681077224957,0.08397180005420952,-0.07660009092606054,0.09729250067599106
HALLMARK_ANGIOGENESIS,0.01096130222331697,0.17147859567137683,-0.08997323973666979,0.5465207949736255,0.012023859772943962,0.0414710778979757,-0.037213937934653316,0.11258343245832579,0.11398523585289419,-0.06190419491541139,-0.010700847932668981,-0.0563964839304243,-0.25074707713457844,0.04688840079454823
HALLMARK_APICAL_JUNCTION,0.07309674280636314,0.3026458576296804,0.024736523561260697,0.5169912084112847,0.048074349560544544,0.15339574108389895,0.023434709264389033,0.002986535962132433,0.1344796875554337,0.05491701219489953,0.024263807622974625,0.0306085317270352,0.09850320446527698,0.07973258863453075
HALLMARK_APICAL_SURFACE,0.017114541056824157,0.17052979297108367,0.01542424318741364,-0.1907318908619484,0.03514698982370492,0.14434255099621765,0.04308563796597981,-0.024730284201438187,0.07484920036186543,0.03532769251822408,0.05999509831843152,-0.020838779431684582,0.060449522630481,-0.024873306593048136
HALLMARK_APOPTOSIS,-0.04513890860751192,-0.08093792245339536,0.04036483727254388,-0.14352751771695066,0.05436095809053608,-0.06260543111057489,0.027980116538482487,-0.0008997464545183635,0.22751742227339097,-0.010355546388722615,-0.036571880589971434,0.07730076241007001,-0.08836045883025245,-0.02302850215629328
HALLMARK_BILE_ACID_METABOLISM,0.04862694626150306,0.21515580700549986,0.0556850898879583,0.3153681453343676,-0.03343299561105079,-0.1175437648608869,0.050660529117633746,0.01307907101175804,0.11508864976057478,0.0032416970322646332,0.027289123593082835,-0.03729018871655276,0.06358746871655167,0.09941533478957809
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06102118580806718,0.16177744427322754,0.014634880054503481,0.469442619227861,0.0349896370172283,0.06076827697589517,0.018406973747741407,-0.024485128619219854,0.032948729033737696,0.039400227162074246,0.06251378535831414,0.07865560080642243,0.19453256232768948,0.05108211725936739
HALLMARK_COAGULATION,-0.015806677960728654,0.10212229256965856,0.011450943595267172,0.4014295810146868,0.019670617242629265,0.24974447458552493,0.031044955988792457,-0.011424004235595654,0.1523959210245468,0.048227960365363934,-0.018560432808981092,0.056783408249957444,-0.10377940849808805,0.0038308955497520516
HALLMARK_COMPLEMENT,-0.005193934232325604,0.21919512140098826,0.10162027456327458,0.11415373552746907,0.05416749195380906,0.07878686199596495,0.03502320090169634,-0.03737257656343771,0.10405300937365997,0.07355087994422066,0.005301502124503057,0.07128387644121807,-0.0027399676123175017,0.03254336766305205
