,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08728449464402586,0.002279399244418413,0.08944389408431426,0.04403021132599211,-0.08852225702908986,-0.032914726181290224,0.11765876499741608,-0.0026266912566641812,-0.03582033023089439,0.028891453570961616,0.023210447791394317,0.011033300262049081,0.017097418880563042,-0.05458902223250653,-0.06796468060341766,0.07850018621146033,-0.11728745202227685,-0.17759413681572989,0.09190213220632926
HALLMARK_ALLOGRAFT_REJECTION,-0.010288081215377269,-0.01851543949278838,0.16106512204666756,0.12080802289426039,-0.056334212539378606,-0.04010723353867297,0.3017565880117574,0.07058128199078179,0.1268173795008229,0.041931001169225116,-0.01729221139586852,0.14366260719174997,-0.02699522540644885,0.0006102340728885075,0.0041006579183787755,0.08077825125062839,0.1346327378873183,0.187711979758313,0.00952478878897221
HALLMARK_ANDROGEN_RESPONSE,0.03644302856051747,-0.012636354688340335,0.06047058654904557,0.08702441784271085,-0.09644603015385421,0.007953883426444503,0.26393571609659233,0.010946352192721907,0.15077524485094415,-0.022209194148092904,0.017193985189722302,-0.05128001176565229,0.004435995942437018,-0.04522686808417788,-0.03853425239478442,0.01210091784015542,-0.053061168439361615,-0.27432774291798856,-0.05200420532031394
HALLMARK_ANGIOGENESIS,-0.07268677572579413,-0.05936203141802732,-0.13610891620937157,0.12455695529498774,-0.11256392004038987,-0.04573195888646829,0.03224610990022857,-0.013081563334854095,0.08642186263866397,-0.044305129427550216,0.0195854113117572,0.06585780671774559,0.05404243072802254,0.030177260409298322,-0.09336682978242843,-0.03932802592868761,0.1922770244036767,-0.5132371201205063,-0.04874418898992766
HALLMARK_APICAL_JUNCTION,0.058367608796180456,-0.030749218426797034,0.09355702906658839,-0.04851071080833338,-0.11996788570168865,-0.0496192953781274,0.12979150904406575,0.023304508858009308,0.16217134998100535,0.04222031551183225,-0.017449715403961962,-0.053737316170848204,0.08305866273888964,-0.021845393094525756,-0.0843054896039449,-0.0635101190716699,-0.07743859817813127,-0.23568136057989397,0.03356660576545557
HALLMARK_APICAL_SURFACE,0.04776038767116757,-0.040373614567209656,-0.10870619818842717,-0.013688922641421228,-0.03119318568655971,-0.033783319441699725,0.20495730349580157,-0.024583599196903408,-0.12421373143774567,0.050650390409629376,-0.002836267270085863,-0.03266467967811735,0.013784752771459631,-0.06830089575518596,0.01695099439512834,0.021170587999742013,0.05108778930644685,-0.034097916182755754,-0.041249513033280755
HALLMARK_APOPTOSIS,-0.05477329347409482,-0.05378774311401048,0.05478980151614389,0.022628921846991834,-0.005710005760308406,-0.07478856257026845,0.14478008118923172,0.008300511103991015,0.1633792992556877,-0.009143789269340542,-0.03266876427181654,0.06617931089002586,0.2497579369846512,0.04012079311303244,-0.07608016264631032,0.08704964462475835,0.19481379664729023,0.17109220583134185,-0.01890181479809688
HALLMARK_BILE_ACID_METABOLISM,0.047792773587754384,0.057832631369158095,-0.02979171214742409,-0.05850712042164667,-0.0729534536167998,-0.029519030787888298,0.16755379650416344,0.00714280614792926,0.06805281003982745,0.031133396278708224,0.0018155260105113236,0.09871634275462644,0.02720586093773481,-0.01889756746355664,0.009143298582739568,0.017323066919354566,-0.16215977296733994,-0.22365606688013942,-0.010817122061518763
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07744975998071248,0.006158177166011292,0.09113485066071558,0.0343086433084624,-0.09758936068682743,0.013502124558138083,-0.022158626975155835,-0.020588192566918222,0.12135764788461788,0.03341485450885194,-0.015167786260457899,0.024189592544102034,0.0015734298643049652,-0.044529534119604426,0.014741158502760691,-0.06833791428921945,-0.29503393880307766,-0.2603344145743063,0.020306909542014584
HALLMARK_COAGULATION,0.033671706170200176,-0.05853776055620741,0.06030795333010178,0.0628367287062608,-0.03148921060411596,-0.013536779612902401,0.21835183890286866,0.04954903949951378,0.2055106260852629,0.060048092909374795,-0.05829733195822402,-0.09094455598468439,0.12430782549523535,-0.049279130366997916,-0.13661597462447253,0.07062916600207435,0.1779907330176879,-0.05327776408049667,-0.042184001793731545
