,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.052660299299904165,0.1112183873879624,-0.009676775603748187,0.08371334528419443,-0.023450056836363604,0.12314179669511617,0.0676156380637185,0.011242202288300435,0.01176105299555018,0.030283411624101374,0.08657064401514247,0.01688481027260602,0.04401712724541356,0.16951209903339737,0.16880946684518883,0.067459150390447,0.008415354945161123,0.046389920054363806,0.060326183349125165,0.02685415362989854
HALLMARK_ALLOGRAFT_REJECTION,0.07006121126359979,-0.03332097177600236,-0.023646822578633105,0.0174581063914615,-0.034931175584564426,0.07690436266972506,0.048810421025547536,-0.05792135436991902,0.04940108615676261,-0.04312752842225705,0.04657050073592418,0.015221704767744287,0.013887345062812185,0.06527517844175483,0.06016508984005984,0.0453740712191352,-0.009563629589644676,-0.03643552224454825,0.04632425767749261,-0.01673394613440831
HALLMARK_ANDROGEN_RESPONSE,0.0971935925600243,0.07062155907173859,0.0463662249272672,0.0265380860964019,0.05396400181389088,0.01473140261888679,0.012210208732146474,-0.020884516551351158,0.012914620203260877,-0.07777611313830568,0.08460321333378276,0.011209026005989414,0.06766968311898297,0.1925276640501849,0.11726641391665524,0.06677398803195671,-0.02263927058073345,-0.015454419096970819,0.05817257640881998,0.0247954904827424
HALLMARK_ANGIOGENESIS,-0.03151962759559023,0.01357603258324343,0.13381752516451603,0.026597110102967916,0.016756497257233702,-0.08562583198758175,0.05511475674130087,0.005577447473323588,0.04572384236865403,-0.04558498899720085,-0.025001024165208843,-0.03495654543259537,-0.09039943439342249,0.018127895440859958,-0.09986889873320787,0.0013026365430836334,-0.10194444030951232,0.028377570692347306,-0.0037975161050561555,0.04442548682755836
HALLMARK_APICAL_JUNCTION,0.10543444689310724,0.05344230440114311,0.01238580753774176,0.05426208180260268,0.016656850170351244,0.10525381674223541,0.05682746528848133,0.010439827578970837,-0.0034735594425128204,0.057507591545182715,0.08817440595095812,0.032354139623423275,0.06545595568174527,0.1986723882579989,0.16060928457864815,0.10757331781159352,-0.02190244162640624,-0.011801162847038627,0.05219240698617576,-0.0036042002490024286
HALLMARK_APICAL_SURFACE,0.1166827635436634,0.08804809066123283,-0.009959557369716722,0.0569182218356116,-0.04644367773931013,0.06268895860641845,-0.02067146091072125,-0.014532192203997088,-0.056506286325355023,0.03984432742197884,0.08746755025425314,0.05403132726012879,0.03680843363518267,0.14780928996236817,0.1377340613636996,0.03336220159709078,-0.01280888580252821,0.025154546013885073,0.04726294302459056,-0.05041307187353889
HALLMARK_APOPTOSIS,0.04186021404499237,0.04257207838302013,0.020459308411554383,0.022295154428003523,0.034713616098241626,-0.09407690180373647,-0.005865194020358226,0.03369481232075309,-0.0178119233732948,0.009092267609093641,0.06196890049428157,-0.019595353206157243,0.018203667751076687,-0.027511703696962733,-0.04567736638388649,0.08190939948434055,-0.02273996731036555,0.06582427781703155,0.03194815190361889,-0.02652597525549212
HALLMARK_BILE_ACID_METABOLISM,0.03450116693443705,0.05338801498603394,-0.0026928006199187686,0.001567904617038772,-0.03494930205920145,0.04889354297078661,0.013530723516256137,-0.02565528609860661,0.0349693713842755,-0.013160464238129879,0.053731713023287,-0.01592137697713256,0.012269661042429091,0.13537448216317424,0.16037818011164842,-0.02019495833979015,0.013999708960815534,0.09156916758519747,0.05486943729107315,0.05387965636282057
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.062257384079869985,0.0770226659823133,-0.08657490405237324,0.069370853520122,-0.0003570906681016948,0.0733129651259557,-0.05299283732555868,0.028472829272730125,0.041640873078639694,-0.020343989103308372,0.05912258364907715,-0.054800466397351075,0.023240540472877082,0.20567936807569667,0.1652972976702167,0.04808139831249982,0.05440400482143902,0.08196062293842157,0.036050665971519055,0.07128663928236227
HALLMARK_COAGULATION,0.01629287711256181,0.08103840237256872,-0.011234486533352992,0.09257918582693828,-0.05818963841185062,-0.004730180817067285,0.01384201914927375,-0.012717261985650933,0.04371836951169966,-0.056040799201859705,-0.034683501496325105,0.030929513999800408,0.11334089564476531,0.14671913883743296,0.08725963598227357,0.1242855540340709,-0.015377207512214117,0.07722709253700709,0.03309505750305607,0.022115151005105894
