,UKF296,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.055059109632234156,-0.028078669234614335,0.07221173314794964
HALLMARK_ALLOGRAFT_REJECTION,0.05220746419290723,0.018871302848896786,0.03804531723247583
HALLMARK_ANDROGEN_RESPONSE,-0.03460240129344072,-0.01252732929899355,0.04301629528412894
HALLMARK_ANGIOGENESIS,-0.040513753659036554,-0.1326547374338507,-0.0317151824669529
HALLMARK_APICAL_JUNCTION,0.021064421550521597,-0.0015400981568693712,0.07455686273278933
HALLMARK_APICAL_SURFACE,-0.026010912002049795,-0.07874251733187335,-0.011299932345117749
HALLMARK_APOPTOSIS,0.016426467205431443,-0.006236957041266406,0.003625279302917466
HALLMARK_BILE_ACID_METABOLISM,0.05039156668395983,-0.004068444437962979,0.06310108618836273
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.034013308675292925,-0.042940040417717054,0.08838754185572342
HALLMARK_COAGULATION,-0.0007874142923331765,-0.07439144685460414,0.03010904881903985
HALLMARK_COMPLEMENT,-0.02109662148372664,-0.006821733286604289,0.024782933992987238
HALLMARK_DNA_REPAIR,0.004751009159017094,-0.0388203952940291,0.10550027766583538
HALLMARK_E2F_TARGETS,-0.0051629707337557135,-0.05790056468755977,0.09389878505134162
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.006051089050168505,-0.026667105749661843,0.004314987248268452
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.006450189851024099,-0.017261440082157457,0.0717598793785351
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0013948871586438223,0.05773612429427349,0.01674642613762807
HALLMARK_FATTY_ACID_METABOLISM,-0.031478671430138994,-0.011501312399015355,0.01537013288005926
HALLMARK_G2M_CHECKPOINT,0.006554200124547624,-0.04689054271615178,0.08945943674978352
HALLMARK_GLYCOLYSIS,-0.0027784007909661735,-0.01717868233344775,0.04407973572193971
HALLMARK_HEDGEHOG_SIGNALING,-0.027118700383191606,0.05484829810897196,0.053648528410787044
HALLMARK_HEME_METABOLISM,-0.014635269511528054,-0.009227915117492939,0.05793569941820622
HALLMARK_HYPOXIA,0.05618910402413191,-0.021243984159329262,-0.001255407957607733
HALLMARK_IL2_STAT5_SIGNALING,-0.013296454479981915,-0.02034779986681329,0.08727071898307921
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01239819083409488,-0.04878532875325104,0.03649227126617523
HALLMARK_INFLAMMATORY_RESPONSE,-0.025242644522118593,0.024425945511516067,0.014450937664559458
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.024269156995710094,0.022179391374856187,0.035389106265552694
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08212703501662692,-0.028054796409504236,0.035053461142271314
HALLMARK_KRAS_SIGNALING_DN,-0.0014526882904410958,-0.04159832654018351,0.05363434523599529
HALLMARK_KRAS_SIGNALING_UP,-0.044547997020055886,-0.07728030909111087,0.07560563263157169
HALLMARK_MITOTIC_SPINDLE,-0.013813986279412091,-0.0026659228544378692,0.11508548022954979
HALLMARK_MTORC1_SIGNALING,-0.03953471842393795,-0.024754291043253118,0.0010161850761203908
HALLMARK_MYC_TARGETS_V1,0.031686375045930644,7.919704057646619e-05,0.10926954099885318
HALLMARK_MYC_TARGETS_V2,-0.03369310716931713,-0.0013375214308605382,0.06470670912524934
HALLMARK_MYOGENESIS,0.03703837656823862,0.055201405494236896,0.0296997007987697
HALLMARK_NOTCH_SIGNALING,0.05892848344836913,-0.07636862308344451,0.10726272098967857
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.021632024253144217,-0.00020126041261506026,0.10483905280401679
HALLMARK_P53_PATHWAY,0.020754208320112863,0.02570136819253286,0.02407217016160284
HALLMARK_PANCREAS_BETA_CELLS,-0.013375242248941108,0.0353179954793921,0.07358261870533551
HALLMARK_PEROXISOME,0.013426849104052844,0.026496963628900267,0.0025429046185945956
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0009648534437445477,-0.05612548965790012,0.04982348959698332
HALLMARK_PROTEIN_SECRETION,0.04600030838111973,-0.002802428918111104,0.08916120777547432
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04335112519224589,0.10417309022502655,0.012714969600327534
HALLMARK_SPERMATOGENESIS,-0.00993570415390332,0.025068366175684555,0.06798353613151636
HALLMARK_TGF_BETA_SIGNALING,-0.004014273868487793,0.03649413642872989,0.041947143637868084
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0005032289530420434,0.05329419832883026,0.011619687059604691
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.043790212623731915,0.016110070175271766,0.05621072185526354
HALLMARK_UV_RESPONSE_DN,0.03359731169746488,0.06323791915650229,0.016443475275085745
HALLMARK_UV_RESPONSE_UP,-0.010221437444738113,0.019996578508243445,0.042354148224114006
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.027719632748360642,-0.07837458591461885,0.045632562812086115
HALLMARK_XENOBIOTIC_METABOLISM,0.009035459864135068,-0.01937999020727386,0.041034724828102116
