,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.1957995858063397,0.08302867093827883,0.010343655960002116,0.028236409973995964,0.05805516851835909,0.029526003392259963,-0.07400398191559097,0.063508421499904,-0.019435964481483124,0.14890257824510847,0.08964567558369112,0.10308031729246528,0.20737890272845896,0.04525381510688462,0.20522043221338976,0.2381858620308248,0.07560911866385189,0.16611526049299388,0.04456218280426066,0.20336726580178657,0.10623610586343227,0.08044970898835375
HALLMARK_ALLOGRAFT_REJECTION,0.04687095868698501,0.028518857362850772,0.03170387789358157,0.03743952868646758,-0.008900398017306996,-0.21053306469461805,-0.15462009104701055,0.05727806170516817,-0.04569864312005474,-0.20608410764324028,-0.0007568378049555329,0.06485256840070715,0.08999402142801177,0.0199088308959943,0.03764633154960463,0.11433889108684726,0.08749536487074878,-0.03398840435873257,0.026407228798665673,0.10998041754920068,0.041124034992777996,0.017796122400978324
HALLMARK_ANDROGEN_RESPONSE,0.21923175486241586,0.10738726525250716,0.041626833743319484,0.018390930724407156,0.12734407172990525,-0.1924293475296539,-0.1372597395320615,0.055971224632321986,0.018517805045078398,-0.02455807987141316,-0.04631883054608439,0.11193444586552556,0.09448963794686824,0.058220782587345296,0.14198005803992414,0.20921801124894912,-0.01134265730436886,0.06290592253951488,-0.007397236428934379,0.0834501311431484,0.09695480737466597,0.05095557809813874
HALLMARK_ANGIOGENESIS,0.0713870232038373,-0.0324443545931831,-0.06050019179351369,-0.03799252072709038,-0.1736924919904305,-0.21257658102091598,-0.1942380424721171,-0.11291263929606278,-0.09336471771544261,-0.17653801517625411,-0.16652839774941855,0.1071719509237902,0.016357460480650905,-0.05983908597929348,-0.050386622647511065,-0.14760405988815853,-0.01935834250972192,-0.13165056645124554,-0.044825094737187945,-0.19289452255594233,0.016583559619243845,-0.04074759092615344
HALLMARK_APICAL_JUNCTION,0.2465922753423146,0.09715526075856584,0.02585614457797934,0.06083910736487866,0.013271200833168835,-0.18479963822602788,-0.14288333034480175,-0.014642366025476961,0.025348084139457164,0.06967212367636719,-0.09782070894028567,0.12445186936434227,0.18938235249445792,-0.004685079703102481,0.2195492694520531,0.2520149519006805,0.059900903680238315,0.3604669755668987,0.05783779745764039,0.11168616002704335,0.07464270734833875,0.14217952324163655
HALLMARK_APICAL_SURFACE,0.1971098089524571,0.07077285383734641,-0.000996499510522567,0.052403669329445034,0.020469034948991778,0.1967366655494695,0.09842650278192237,0.10062309092908718,0.10969914746707732,0.19046060627509195,-0.007255590890910858,0.13293330429401118,0.2833866658719013,0.028832674193822107,0.22832801062901925,0.1865994647810221,0.04865346893609155,0.1626382555095394,0.03682043776441923,0.07867138797912918,0.15056180374387945,0.06626349552421025
HALLMARK_APOPTOSIS,0.02876845268292379,0.005917075430279429,-0.02276706496102203,0.0660043130338489,0.047714652650776006,0.03437889490357813,-0.030246932522998322,-0.05801310010456863,0.012329174756933164,-0.07128900902717228,0.11046528269707877,-0.048839287753547816,-0.022828552444529665,-0.011173788199276051,-0.06330677189329119,-0.13448412076255223,-0.017423506888102933,-0.14637568898268463,-0.027250017432941576,0.12507008694160435,0.033596257924436906,0.10266937891570325
HALLMARK_BILE_ACID_METABOLISM,0.21681184800498662,0.05408133920109724,0.050982839096150256,0.08870551433760558,-0.04784554097911472,-0.14536650823454617,-0.18022430055843244,-0.04935390761230672,-0.010690285167626294,0.020514082299216186,-0.036078953051627845,0.057676913342408896,0.24721622371728214,0.060132437493762854,0.1347425536004432,0.1697336149826915,0.0949507676129785,0.09740238643731053,-0.007271959476501499,0.21877740202946366,0.07596319885369597,-0.0043057358295009165
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.2389556483186005,0.076197870139646,0.018771597333151795,0.049761327659151665,-0.024561208062153908,-0.25237242686618894,-0.10338862340422188,-0.12107400691372337,-0.055148347434209447,-0.1243373166469708,-0.11511015408844984,0.1469196171589383,0.05243423785123885,0.06243244599868849,0.24943087754378537,0.24827813182105973,0.05732488206490392,0.1728130937077618,-0.03838605672552667,0.19919708999839378,0.04758255166562043,-0.00530845645897826
HALLMARK_COAGULATION,0.14276749089991647,0.06313551499482707,-0.009987826635355787,0.06512566433107364,0.031193329012133654,-0.2744526222630654,-0.19211334153776116,-0.008130209353525023,-0.09892422133346788,-0.18618708880705806,-0.06737445983534451,0.025975809649889613,0.25550298502305746,0.009778080931243374,0.08591881345825403,0.15791028019362496,0.08263309915673041,-0.1707474371246865,0.06055727358605055,0.07369144327041523,0.0316633345351079,-0.0029391849596888996
HALLMARK_COMPLEMENT,0.050853459472450596,0.07799559590186626,0.0018891823631032036,0.00613763984313701,0.12532476141619767,-0.023169891873908496,-0.12091435827883308,-0.08114495126511613,0.045342899871578794,-0.11217856983129249,0.054443346638183635,0.16251862039320253,0.1408533909440862,0.03539955077776878,0.2313142206637848,0.1976392457278257,0.07780165076506904,0.10932709689454648,0.0529865915714503,0.19929671590620565,0.09095981829264274,0.11891393173883505
HALLMARK_DNA_REPAIR,0.21898139031529473,0.10740076785011321,0.03043068328224938,0.08889613951246476,0.09588220471468419,-0.10862875881595363,-0.12449228506369123,0.03160182138399885,0.0008823012529613673,0.159740633767917,-0.04627795734394289,0.1813366207117984,0.2460994862405787,0.044352781833281854,0.2228753039843715,0.2776271860157971,0.047316869587896646,0.41795714559154595,0.04869663509601559,0.19039264635881606,0.09801782884770267,0.12933717578819545
HALLMARK_E2F_TARGETS,0.19537991944243974,0.11043413556013291,-0.011281722175734163,0.059603835973902716,0.049141533108797576,-0.24836304624209318,-0.15003894843657542,-0.0305397840748887,0.02349175379247468,0.2105748667264415,-0.06385736679506951,0.049711781774768454,0.24214663010535747,0.05865067120220758,0.2066307744872268,0.17283028016778446,0.04482571580931201,0.335604920991933,0.016551815734365018,0.17189444445760607,0.0546263007095961,0.08846180179853018
