,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10942515458570193,0.05512092002517662,0.006150608667847479,0.08419739959780764,0.10003507949726993,0.16549985217933613,0.021373703303016203,0.014872532022530765,0.22910857035410467,0.007050125502040758,0.06852957043794836,0.06732054672792065,0.13069874249356556,0.012141495239169598
HALLMARK_ALLOGRAFT_REJECTION,-0.10332755932330512,0.013771948540941955,-0.0024912182671629835,0.08501453434287193,0.12326622368669615,0.17633043917338015,-0.019088031136995757,-0.09871970340809105,0.17491507723712274,0.04999009126047023,0.07611207658761739,0.0433358192508883,0.15242215787271884,0.02886649866168581
HALLMARK_ANDROGEN_RESPONSE,0.07926831708097308,0.03919874594439932,0.011699151004701612,0.07168971161362662,0.12862281427278963,0.14444629596203365,0.048546909137028464,-0.07894273647892928,0.18930225627016595,0.07270442839604462,0.05013475104551883,0.07632894229620656,0.14889718571263924,-0.014779512391723457
HALLMARK_ANGIOGENESIS,-0.09540908187344084,-0.044406997348173605,0.004797171259103047,0.006975669630862522,0.06277886765561856,0.16634179024967913,-0.02641509327625246,-0.06735775220931682,0.14481155270206067,-0.000640065109755588,-0.03552413297967103,-0.019381733842994724,0.009174160249100225,-0.04021278845771033
HALLMARK_APICAL_JUNCTION,0.10685797126840163,0.13731384861942766,0.07984198680464791,0.11737189875573009,0.13106536205202007,0.20374365774012287,0.013357369155324398,-0.10842335014093475,0.21885952508307469,0.042233909062851335,0.05800564050401661,0.0945628570188171,0.2216556098976933,0.05844517400983811
HALLMARK_APICAL_SURFACE,0.05060877196021805,0.05982462746067002,-0.008496429384050569,0.07738055826536033,-0.005713469067307037,-0.01954927672266098,0.008310782724744567,-0.05500662005996911,0.1800192019109526,0.12384706836313254,0.07936907355372463,0.03889461930455109,0.17764632295876429,0.007879775360974284
HALLMARK_APOPTOSIS,0.016155961452912315,0.016128912294320806,-0.00041333311407663214,0.03868874228023169,0.041337511812122626,0.052467497729945176,0.07034071822984327,0.05503642481250166,-0.060723620199339357,-0.05832925684497177,-0.002984483282646466,0.032428473070449944,0.10057299405137779,0.047383672423596375
HALLMARK_BILE_ACID_METABOLISM,0.11522581483082438,0.04669949678273852,-0.012818940214931651,-0.0002050231724782781,0.05811608410289895,0.15953035335369625,0.050356498368723385,-0.06549338725180277,0.13064460035902362,-0.03885423423244284,0.04898798655226551,0.03661412231659218,0.05254718748474867,0.06808253503554385
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08635764755493212,0.022603032310756933,-0.005864454332738746,0.04225187514830211,0.100739566144245,0.12573060243200004,0.040881324666442585,-0.07994091739918717,0.1422347270221462,-0.033978714608241055,0.07256636010983775,0.04699175885980005,0.061854863636678976,-0.0203343708391888
HALLMARK_COAGULATION,-0.11082520396287651,0.08031004881232029,0.03724024670727459,0.035528710154230134,0.09883065627510036,0.17985626027541132,0.01762394574159883,-0.05434211143383939,0.1309272353861878,0.07693771204702178,0.06191151534201773,0.06794670185717505,0.204812209607291,0.021044823745239825
HALLMARK_COMPLEMENT,-0.06286212865856336,-0.014771319373412568,0.011019807049031171,0.10617873777902759,0.07475885379652139,0.18209188965783102,0.009663224617690038,-0.05842946961606978,0.1608039232282569,0.024894110467560508,0.06936964346245526,0.03076518500747109,0.09006349169060489,-0.06821099391866602
HALLMARK_DNA_REPAIR,0.11706836572143857,0.06398954759257532,-0.004971294140397066,0.0636189563373774,0.1376109607660368,0.18823290821737407,0.03195489409416911,-0.11362503781239956,0.23327988705615785,-0.01274629144935191,0.08422442990745616,0.051941566353123296,0.11110063945120288,0.005609960897351299
HALLMARK_E2F_TARGETS,0.12712990319232545,0.13401677548259858,-0.023760019156707,0.08981575840988011,0.11103868118837587,0.16354120753643625,0.05177319144103858,-0.07495296229723739,0.1707133871484016,0.023354575381680263,0.07169741832596274,0.083026637540864,0.09767868238197308,0.009134253898179404
