,UKF251,UKF266,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05698986909949714,0.0986876802349277,0.0015922375421866563,0.028825727738864913,0.04808773171326348,-0.09741054170418062,-0.20653583017014462,0.21617737868174783,0.03285762983928777,-0.0018781254925480898,0.10649605727581812
HALLMARK_ALLOGRAFT_REJECTION,0.008661839746583973,0.19079818675821225,-0.02166036917470286,0.027463430388168387,0.009832128304156293,-0.02566031987265249,-0.25214176970927055,0.06962299867727545,-0.052282862691740914,0.05502773146379051,-0.03365423834095325
HALLMARK_ANDROGEN_RESPONSE,0.02684424156619107,0.18715521844502386,0.004867207001674365,0.06315762098126469,0.010162131153868178,-0.0706315880726301,-0.21449392423929745,0.046847520860851186,0.07280112483392825,0.056411399876548154,0.09685968754090893
HALLMARK_ANGIOGENESIS,0.044312442489266204,0.21878837630756195,0.08324168633635005,0.08297248907494705,0.08153036770144366,0.0014134655126397267,0.4425387480539282,0.24630651031501188,0.0664629789212019,0.07301410356949382,0.11268628847989202
HALLMARK_APICAL_JUNCTION,0.0692013524383855,0.23123011653831924,0.017091780511024578,0.04683040754802618,0.023550253999151304,-0.1372579324995866,-0.13395676468462997,0.2665671383524548,0.0567210990218249,0.06380989136151097,0.1461233284607985
HALLMARK_APICAL_SURFACE,0.048188198489245104,-0.022468040292751387,0.008038967316050744,0.055516640502120254,0.11216813679212038,-0.1599389998579356,-0.3225627058270339,0.10761273415895171,0.049470432795246815,0.1027875704979872,0.08525411627618579
HALLMARK_APOPTOSIS,-0.00461648430339687,-0.031569211203121124,-0.01759788376707129,-0.04799113381509221,-0.09575043986477079,-0.03269057740058944,-0.07838615327785939,0.2316877389439812,-0.007060890395536929,0.05085593349005521,0.02089830080727057
HALLMARK_BILE_ACID_METABOLISM,-0.01203482908873595,0.17393511420213278,0.01674701080692526,0.0011150342076678354,0.0775456099640974,-0.1831565034117537,-0.2906371618087216,0.08067600427987737,0.055400632805882206,0.04426193704491174,0.10394642238848421
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.060679182128756386,0.20081108345550186,0.08087566370805016,0.03157602938704254,0.11522922290037503,0.02900761908337079,-0.25944872791231066,0.12893961670921483,0.07819778592478445,-0.02898126316751709,0.10320963589232637
HALLMARK_COAGULATION,0.05918831078281333,0.1577264997551516,0.04068329979761672,0.07544101224509495,-0.04533856149925567,-0.22038268240120673,-0.16720355627904546,0.2796346402600536,0.037000722684197705,0.10693212170140484,0.11898972372113327
HALLMARK_COMPLEMENT,0.008980424269384342,0.11349168924810195,0.02663677542595385,0.03706933978357556,0.06552776658285053,-0.03170689058047566,-0.20030392633758007,0.13174109989472804,0.02792528819672681,0.011063299512394384,0.1056132466130724
HALLMARK_DNA_REPAIR,0.06678535522688957,0.22366494103752135,0.05180383716371977,0.04970912444325594,0.1522259546791083,-0.10362555871715412,-0.32075140367302934,0.29777628641410875,0.06421179275600623,-0.0014313475615099843,0.135661697865459
HALLMARK_E2F_TARGETS,0.05895290754956106,0.23607232717382598,0.016278452420330953,0.08887320395945633,0.11593913499821155,-0.15632152273916844,-0.3601346391221245,0.13204555125990655,0.082878430844199,0.03476398932086013,0.10082573533194861
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030925893892009722,0.20785975764400288,0.04666733315781668,0.08365630963541738,0.002205917783194909,-0.050783026852131645,0.09417097560431606,0.4358707053793076,0.11693592585469244,0.11856200368519734,0.1252406816736496
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00341823736475351,-0.00045746126782699505,0.014310999329252675,0.008481330240452004,0.0255981885012775,-0.1214600841470847,0.16561848155753672,0.3443062601396395,0.15798107012305052,0.03323043397901597,0.16720348527159345
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03414583433759762,0.11870930510031696,0.006634727050256151,0.04162046913349446,0.06036907465746128,-0.0783866345802795,-0.08653684358298534,0.026313534607276857,0.029705509589020893,-0.02693951264032158,0.04877678249961939
