,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10600115997267694,0.018910956630119616,-0.009450590203872688,-0.012406430682497704,0.09406140287052077
HALLMARK_ALLOGRAFT_REJECTION,0.11357060850776025,-0.006889414410589997,0.006943900082877878,-0.04784918672040433,-0.05176401869331271
HALLMARK_ANDROGEN_RESPONSE,0.0849019470235585,-0.0018085722029266371,-0.02671703431995293,0.019016256395378996,0.029962032628533742
HALLMARK_ANGIOGENESIS,0.008211421604013605,-0.020579449553536768,-0.02803549046543995,0.05316856654103856,-0.23008440684099815
HALLMARK_APICAL_JUNCTION,0.1155711158475212,0.08576096380172937,-0.005446086980030892,-0.008865737297470163,0.210279789851928
HALLMARK_APICAL_SURFACE,0.05255791647777148,0.08023133209081018,-0.045192075421374676,-0.047556741814540636,0.03476834881032403
HALLMARK_APOPTOSIS,0.008062902862170875,-0.005650598724644494,-0.030401621661640982,-0.04349661237268693,0.16016146440245807
HALLMARK_BILE_ACID_METABOLISM,0.026793079832278504,0.054792731231146495,0.01636526720136152,-0.05451250199978349,-0.07365639292934574
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10546908680422164,0.06245323611873971,-0.0027910140614923586,-0.014252656134600984,0.0532453072269904
HALLMARK_COAGULATION,0.08133460255703423,-0.05079108270769839,-0.0034647950069109255,-0.010401845251689105,-0.0801931936427811
HALLMARK_COMPLEMENT,0.09415009737682216,0.05433169049995328,-0.011187997224375011,0.010478306581236819,0.1377371467996374
HALLMARK_DNA_REPAIR,0.1353871024336786,0.09942413262633605,0.007879365562204919,0.0068161779872037255,0.13917967616716476
HALLMARK_E2F_TARGETS,0.12338263440801438,0.10203727752116008,0.015107484882160988,-0.033090208217834975,0.12494946530653832
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.025027604286612277,-0.009586169996315936,-0.011403969689576951,0.054794257333394,0.11550288379531455
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05238554011601469,0.07454418250758972,-0.03644348734490023,0.009769231621774996,0.15190324790436113
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12731245362328195,0.01910861347075125,0.007233547650680364,-0.018175481526708483,0.11267819358390865
HALLMARK_FATTY_ACID_METABOLISM,0.004800400573648378,0.021961176776427022,0.03363797185982682,0.02054981251072062,0.06335462558459792
HALLMARK_G2M_CHECKPOINT,0.11223682282144906,0.0735052766274897,0.03369073155179495,0.0215930636737232,0.047323056288508664
HALLMARK_GLYCOLYSIS,0.06792199415259668,0.09038890163443807,0.0063507497965216795,0.0353444776589175,0.16096130992848254
HALLMARK_HEDGEHOG_SIGNALING,0.06175581487102047,0.11160940880094604,0.018278875634792125,-0.03233509850207867,0.22976496546623168
HALLMARK_HEME_METABOLISM,0.09989229033580621,0.029864193524517923,-0.021301378125096432,-0.04657760723244126,0.1455124151085437
