,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.020842693331779582,0.04201925351350004,-0.05128846485358076,0.009839741810336212,-0.01581988221853711,0.021857921886720862,-0.024557713446859232,0.10504173990105677,0.1030154685733415,0.024148329043969633,0.06562179933936306,0.016325951548949426,0.0382218485448433,0.07983914006655231,0.03235369107576942,0.07528923872256987,0.054557612153252326,0.1994422661221106,0.04017468157135902
HALLMARK_ALLOGRAFT_REJECTION,0.04619799935926938,-0.03095196094645686,-0.04411104187075926,0.09158242709955748,0.00512397090597064,0.014766132736046407,0.06623520357248838,0.11703186814721145,0.018981116254159346,0.0017010306335148808,0.08213492667786236,-0.04309572193576882,0.07687766359470187,0.07778175999115011,0.009231710734627706,0.037027974541671164,0.05204099490287549,0.07955914816252002,-0.07561616737783843
HALLMARK_ANDROGEN_RESPONSE,0.007300454769417011,0.029202317873783513,-0.037869231652233014,0.017929782269818808,-0.04088760408320153,-0.011735067735668903,-0.07168063305332337,0.08042841650571148,-0.006415983898270888,0.0020337730703533885,0.10585768756902517,0.010101867414121748,0.17220264875598462,0.0919217398119338,0.03993950002960796,0.06525966414827476,0.05961873249374358,0.08604716415019965,-0.005453461251347579
HALLMARK_ANGIOGENESIS,-0.03861341946638377,-0.009479114365938188,0.041691007836279825,-0.014978626255766857,0.006211498858303473,0.046170366020358664,0.07915475886827243,0.12100685949519742,-0.06455165693496993,0.05306697934971365,-0.002397685978572369,-0.011038051561430427,-0.06572049266051916,0.05533354308850209,-0.0010929497631705064,-0.033790353112988614,-0.02514475324900559,-0.11049759234897757,-0.036577980221362404
HALLMARK_APICAL_JUNCTION,0.06444498880379973,0.03237303009616677,-0.034493154564721074,0.05197171417692293,-0.016726394040769085,0.04904258390497581,-0.018509224142968902,0.12897166380343628,-0.0233019248114977,0.01981797785350927,0.09391144690215623,0.007510304032907473,0.020362645749113305,0.06721507733158248,0.07643401186859626,0.09731467092690373,0.06910545200958108,0.13659570375661845,0.021359169830887943
HALLMARK_APICAL_SURFACE,-0.011792574771328068,-0.01784780016707314,-0.060454979901286,-0.03918067545258995,0.044097786017698565,0.007144306102168218,-0.06759285014799288,-0.053256065826469835,0.068584362077892,-0.029351979794608803,0.09380644046515477,-0.05229607090091819,0.09839111403622257,0.012753449725900595,0.06269654043406862,0.028314746644653933,0.02954945243217705,0.09401757553893736,0.058525157503280766
HALLMARK_APOPTOSIS,0.018866483868402506,-0.028068903356247347,-0.006253819320694951,0.030953584368082696,-0.003423544458122517,-0.003981026444737147,0.013836244525584986,0.013225869003321946,-0.006594684134573089,0.007039401525934336,-0.0790142316139202,0.02388527968670234,0.015365037965820552,0.020270671477389052,-0.010080400822806005,-0.04571092491260251,-0.05068691960724121,0.027893186146811095,-0.04008587237532246
HALLMARK_BILE_ACID_METABOLISM,0.06138621888484108,0.0390762898222582,-0.04493112174768472,0.02850717781138371,-0.0317327332250061,-0.04679135424257347,-0.06560569041626142,0.06965171041884477,-0.06009270239560372,0.023962095642627558,0.07067135278009183,0.005503590439518852,-0.0075428604789437555,-0.016768719996416978,0.022684749776709003,0.06805115240401094,-0.02096082699149758,0.14637871309222505,0.07344313562836688
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0491194441743954,0.035602258646660195,-0.04857309780109826,0.08436708015787094,-0.026715006898160695,-0.017488248276772894,-0.06593563825605228,0.04627255013006129,-0.06942187312540658,0.03936461471050535,0.09241860901419241,0.0036987259503484683,0.14063083437955964,-7.589437230409317e-05,0.07482841596649366,0.08101575078198515,0.021420148757690976,0.16667248191605766,0.1023745887791609
HALLMARK_COAGULATION,0.0243261174055764,0.004083590441435262,-0.047258958270115045,0.039418240263101985,0.006568721234012809,0.002622375702981289,-0.01140972805077672,0.11497242644742237,-0.010080123294951277,0.02266339571257052,0.06768915675500627,-0.027607314471050973,0.011918156908640383,0.07373566512058553,-0.014401539263576216,0.013257027433401188,0.027207038624305298,0.09424347611620967,0.019961553209751595
HALLMARK_COMPLEMENT,0.049365835533811235,-0.030861374493918493,-0.023234670850713603,0.04668897755765205,-0.013315309382832593,-0.027776083822546305,0.021131759479102397,0.11598847495445033,-0.07199771635280436,0.029756937653882206,0.08534235948688504,-0.02476106660512104,0.06097375391022072,0.09267114237601942,0.07114871084007024,0.015699439570357538,0.05010694907528077,0.1522109456246498,0.006528547516833581
HALLMARK_DNA_REPAIR,0.03947284555111029,0.0974375063085021,-0.03957159456750725,0.06680178937074896,0.0038861603598361657,-0.0050454250774626805,-0.06247171336574038,0.13196058200589775,-0.017212081158651648,0.07410212632104039,0.07740797146749583,0.007000361637759464,0.141574060895592,0.07522605627788269,0.07911752334124837,0.10736861482985008,0.0682398870542295,0.1814238040066419,0.10046041753717617
HALLMARK_E2F_TARGETS,0.003446841235169923,0.04195900705991535,-0.06155271944355625,0.02437952309891606,-0.002426326948018028,-0.04341822402073722,-0.05241173204870855,0.11864531531778971,0.018517500323975613,0.03552014973994671,0.079286623977109,0.009455731533346211,0.141579361169093,0.023329819990119127,0.05164164979097084,0.054235463093749235,0.04327065109979354,0.15434852569541804,0.06482750091519028
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05024798565604547,0.047859241405046646,0.02442434724925824,0.052407044982764314,0.07977209367934666,0.029731620553153426,0.05299557885493218,0.14056744733533705,-0.07454305724595735,0.04448168018199718,0.02987903752475527,-0.024036992522019695,-0.02475341982378403,0.12534076292776142,0.02674629328968835,-0.026548858496716215,0.017690185528787015,-0.0016848675356647626,-0.005130857173269453
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0007261074456196401,0.05335380792228777,-0.0038536229729349675,0.030805044144599163,0.09564732941285704,-0.007074044028617587,-0.03136778201539703,0.04781692287572618,0.02709910044303255,0.038637468257994544,0.018755986428338152,0.026978321742845434,-0.10009091492182248,0.10895021009484963,0.07357784672628041,0.05891902594348818,0.010350158372104042,0.15108915199570724,0.09314497525682448
