,UKF243,UKF260,UKF269,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.023800696258605345,-0.0900854897173781,0.05541825666413076,0.057987469773725306,0.07903345584345951,-0.10217071124344984,0.00610637733261837,0.08767240758069415,0.12595569296034995,0.038906367598705555
HALLMARK_ALLOGRAFT_REJECTION,0.002061688571995782,-0.03059018833328737,0.03672117346899812,-0.022308731543974586,0.021167491205131686,-0.03450811666989315,0.0658390539070154,0.025745640379447265,0.12630195320721702,0.0019436803534694535
HALLMARK_ANDROGEN_RESPONSE,0.012079602545332645,-0.05627097332378726,0.018653197178848495,0.06196915820940235,0.11352755464335412,-0.008447258930282349,-0.054450441266490075,0.09150678364273246,0.04885263961983935,0.02326264444333508
HALLMARK_ANGIOGENESIS,-0.06430658122024555,0.08923579243619494,-0.017070684463816807,0.004375785118094361,0.03915674448293396,0.140408124609016,0.03574454740181391,-0.07981015011878446,0.12695731441536517,-0.037396046623047546
HALLMARK_APICAL_JUNCTION,0.007000451133909578,-0.05857336724907768,0.00033829908769932287,0.05988388915888719,0.07037540246801699,-0.06687029252936984,0.00208896196821919,0.0950068367488432,0.14090355688851627,0.037426475046887266
HALLMARK_APICAL_SURFACE,-0.013506853174216127,-0.1067229020518771,0.01574952119361593,0.0629057260388222,0.08542657742133414,-0.13024412257949539,-0.048862718695650634,0.04031342753251905,0.10982768025656356,0.005006932866902074
HALLMARK_APOPTOSIS,-0.02644729405293805,0.06607131698939407,0.005292286079784979,0.0206574544462928,0.00043686906704452216,-0.027813048443219267,0.0677221221610815,-0.06598007155814985,0.023455827846953808,-0.016347016170346618
HALLMARK_BILE_ACID_METABOLISM,-0.05394129728746,-0.07460787372699763,0.013213325978535601,0.00667396617047975,0.04349755624753341,-0.09856973392068732,-0.000526168277318261,0.08572275562786784,0.09711578856578756,0.03465395161909507
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.024530527157761824,-0.07591943471187283,0.025942765881418667,-0.01751222306471064,0.08414638745029704,-0.13579696217991527,-0.007332203007541042,0.12623820307527808,0.048682232536214676,0.05169882090758781
HALLMARK_COAGULATION,-0.06689708579595663,-0.0057615484407570515,-0.004018894083652395,-0.0466214864020268,0.018677672411135354,0.00423980494979845,-0.027038166255331446,0.023608709666809783,0.13663369819807225,-0.029531835288692236
HALLMARK_COMPLEMENT,0.004954538130472148,-0.0033538702136571116,0.03573510001386207,0.0407850995582675,0.09563934373509386,-0.08905218515254666,-0.0030615558575440437,0.023004337405296234,0.1445399968383744,0.026004581281403864
HALLMARK_DNA_REPAIR,0.012867491857719147,-0.025681192319509872,0.03140148016777806,0.023792450534471824,0.09378670831938735,-0.0969706288496523,-0.010200243448517042,0.12365759513020218,0.1496612986067088,0.06788050325098849
HALLMARK_E2F_TARGETS,-0.03214878063391259,-0.11751220468827148,0.03452998086101781,0.08370916243868032,0.03762385260099032,-0.1250420144134258,0.020063770306089437,0.03754867927792267,0.13317769485966702,0.06202969818558005
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.016414734601811302,0.0693967587123357,0.026776079947344544,-0.010732490008065849,0.0031760835512847185,0.16998488405674453,0.032381369210342424,-0.05482572232187238,0.15582985790693957,0.007429611868710984
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00625925700588634,-0.08888234101369098,0.00037128815709806047,-0.001036405345381422,0.09990658675733519,0.028336372946836996,-1.8020743106801798e-05,0.06430950013291122,0.1358925425455978,0.044464579240184786
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.014982743408343917,0.03634259748949657,0.024656228625047537,0.012132032585285219,0.029926117680086697,-0.01697513950452379,-0.023604396100353014,0.08282518768729148,0.07455447210744973,0.015122936744032827
HALLMARK_FATTY_ACID_METABOLISM,0.007759464965263543,-0.024254841408350093,-0.005155218492908974,-0.005807034134371127,0.07610838909706616,0.07395280846022752,0.014172215199864287,0.04043231793404471,0.09582990705858181,0.021019204405311933
HALLMARK_G2M_CHECKPOINT,-0.015539151076740807,-0.012587088930121447,0.019422400349270175,0.01531299650676327,0.07201400808934212,-0.07869476620612685,-0.04387197855520098,-0.01798685280943068,0.08805875688085234,0.07281048841546776
HALLMARK_GLYCOLYSIS,0.02063022245292392,0.04146307155216696,-0.002088305348646664,0.056622665143915486,0.11283198980729851,0.04872121458279123,0.044813699789235786,0.07813139456796145,0.10887064246811265,0.06653605285671155
HALLMARK_HEDGEHOG_SIGNALING,0.04936356548810783,-0.10623845080176367,0.023653512349254047,0.11470416179399565,0.11676756557093552,-0.09866130974063614,0.0066626055191877885,0.014183500605290117,0.11998219474936282,0.02903186115198815
HALLMARK_HEME_METABOLISM,0.00990089141236385,-0.044045689903600915,0.005605409691138874,0.03440744140283259,0.08563282159931634,-0.015490739525405858,0.0008895768514824223,0.100679479133214,0.1039578387109087,0.030917110989738854
HALLMARK_HYPOXIA,0.07097834213034994,0.08848023554994444,0.015232327937905996,0.02581268743632156,0.060628663954500846,0.21491086544368057,0.1251352156934052,0.003542426378581912,0.19210433958306772,0.03586793366808845
HALLMARK_IL2_STAT5_SIGNALING,0.014704155260189282,-0.0429230373539209,0.022820559471471855,0.027314608006291232,0.10128169725707442,-0.03331534604856837,-0.049975069821100976,0.10167039574800964,0.09637958154215266,0.03536216796785549
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.034753373951520256,0.17459466193992498,-0.016577014828584164,-0.011375379794654252,0.06171050201623437,-0.10096963973035702,0.028511744988956714,0.03803616397577646,0.12336726390715053,0.0075706857412817284
HALLMARK_INFLAMMATORY_RESPONSE,-0.015828878097506698,-0.016411018102205993,-0.007589916525960944,0.04009301652327442,-0.06385653785268192,-0.14001981748629255,-0.0010224754465747317,0.006663626095912371,0.15313872108295584,-0.047407314398081046
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.00684384215807642,-0.06903685919474918,0.02075615384288329,0.01251171095814961,0.04347313287554152,-0.10906798837509929,-0.03139060255347184,0.09460030259753097,-0.021146166759318814,0.06710354195175278
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.01603049127629589,0.08562304414215324,0.024420130870574125,-0.0019392357862396859,0.08956396062812864,-0.05407505104580415,-0.02599740694642869,-0.057889577805296834,0.15528924967945884,-0.0437673032592526
HALLMARK_KRAS_SIGNALING_DN,-0.011714695405245348,-0.10422754561492424,0.006703880588841389,0.05743553955696972,0.1316871102809671,-0.07639616265162473,-0.0033946764857986545,0.1174219405959255,0.11495525335522862,0.04100846118040093
HALLMARK_KRAS_SIGNALING_UP,0.04161487793259946,-0.08974606424663294,0.02062142072433046,0.0761301719961652,0.05304912108967328,-0.07377076860780583,-0.020842012644432143,0.05746125734058231,0.11306636661541827,0.024046100639497445
HALLMARK_MITOTIC_SPINDLE,-0.008768220546957911,-0.08731194934205813,0.015221863422697195,0.01672859098335414,0.11360752252247867,-0.037493579798703644,-0.04904459839554686,0.0804049929649578,0.07543949742602404,0.030874246352638832
HALLMARK_MTORC1_SIGNALING,0.07120300168227402,0.1162793991022947,0.036523323550749394,0.01724487278591303,0.04078127200337294,0.1671711000124053,0.020662693971622473,0.011586034602800194,0.0876148438832474,0.06938330629932313
HALLMARK_MYC_TARGETS_V1,0.009275244910670956,-0.040260506942909224,0.042763834544595404,0.023707135142755797,0.021669631467193844,-0.08789514178765655,0.00048745466923580323,0.1305382993282103,0.10469713395498154,0.10786704456107243
HALLMARK_MYC_TARGETS_V2,-0.02434773913070766,-0.06122293101993829,0.00645490597999768,-0.05638487938034448,-0.02756549745740469,-0.13193733398062377,0.027536151540509934,0.048946807766337294,0.1284741856099262,0.04375891878480041
HALLMARK_MYOGENESIS,-0.04329329954426581,-0.04763694967100285,0.004547042275169895,0.017818894053297847,0.12273267022095918,-0.019630483602371827,-0.038769868819048786,0.08422392671092113,0.0897144283442767,0.009929334482042392
HALLMARK_NOTCH_SIGNALING,-0.06996649541802417,-0.061060260721348326,0.012401318699434477,0.04474420591175188,0.0864804939163101,-0.12230417295655191,0.003944870471561383,0.10389853442222219,0.1596742437838275,0.057676663464696014
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.012141312979832827,-0.0729146723588554,0.061207366976513425,0.09548095446070656,0.06944669574910427,-0.12469442053882343,-0.02136963684810783,0.1262741333827217,0.1527270704999818,0.08831377877488124
HALLMARK_P53_PATHWAY,0.07204615326418769,0.036555543459916,0.017920714250759407,0.028105330511827436,0.08739094176498262,0.038331574261916045,0.08130461117396791,0.1359214326732578,0.11712548732851105,0.0923015361178102
