,UKF259,UKF304,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.008138799353286222,0.018703955787324877,0.02231942269691928,-0.02831867083508942,0.1140283622219497,0.018314966664085802,0.09519206385339599,0.08849756751458202
HALLMARK_ALLOGRAFT_REJECTION,0.0006284978825614989,-0.03997598705672325,-0.02851328899861372,-0.08472011536523708,0.10568739837528705,0.011811722134367783,0.04681532513624072,-0.015088486190890786
HALLMARK_ANDROGEN_RESPONSE,0.05578510949151461,-0.018131090652759387,0.050869244183887455,-0.041943453277034,0.13047859440426884,-0.006981987124319474,0.05776452192685785,0.03810953262744131
HALLMARK_ANGIOGENESIS,-0.014267258887071836,-0.043774013230181825,-0.07003087120325424,-0.0036530668759557792,0.05521907291343862,0.029855885855825715,-0.047634331637111234,0.005902883567493049
HALLMARK_APICAL_JUNCTION,-0.012370621214043155,0.01935348225226239,0.0892363110070666,-0.04070879100437059,0.11877719397578308,-0.019447848431893112,0.0823985872269709,0.06337856129118415
HALLMARK_APICAL_SURFACE,0.007910217790681608,0.026786968143837103,0.04999837853424115,-0.03715631362728228,0.10122501313580166,0.028348348311829218,0.08764374592731629,0.032990764503990945
HALLMARK_APOPTOSIS,0.018475821896357745,-0.03561034848991943,0.021598392652685768,-0.04857605506839869,-0.03485445800395689,0.005132001243495465,0.07921202033757017,-0.022389824175718647
HALLMARK_BILE_ACID_METABOLISM,-0.015988023457985157,0.044323774395836665,0.03024021640534057,-0.048966707330067534,0.10151133314180723,-0.005032619054914325,0.12563734411877728,0.08459938147400214
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05875093102937786,0.00048281078543789714,0.048014469776287316,-0.004560686908582751,0.12385810335126358,-0.002674151488513923,0.12161565781831923,0.08234774166221631
HALLMARK_COAGULATION,-0.025176126105477085,-0.04374278001890651,0.06226176592624323,0.029540935671499922,0.10490906257571678,-0.015070371616389964,0.05555554933643936,0.009341203648647965
HALLMARK_COMPLEMENT,-0.09035990936802843,-0.02203544805202596,-0.022887267076613222,-0.06705342285361893,0.07394535960689606,0.04880377962384206,0.12191977529072054,0.008368962338877075
HALLMARK_DNA_REPAIR,0.004147900864674818,0.033820252537315944,0.09878639380677152,0.006910905612484125,0.12786687485634451,0.005882779995963857,0.10719685034026884,0.10728927204561421
HALLMARK_E2F_TARGETS,0.00019808107993754138,0.02969771510111801,0.04079518593517654,-0.03189072871235399,0.11116679095680292,-0.045252723876559375,0.09814711971121017,0.10101196553896151
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03902376082112082,-0.05851102380881256,0.1475432291993846,0.049046093488390875,0.06266842177619475,0.035252740689427166,0.020900658579673274,0.043144600462109176
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.022110670098740886,0.0440304485252999,0.0543863945278815,0.019312093020995357,0.05158262449644049,-0.010333831621732733,0.0559182508229011,0.058933716960295056
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.015389642237740397,0.0440626785803222,0.03811693531351864,-0.023808877264600677,0.1399961626441705,-0.009911759390869657,0.11115468203230051,0.07381904123181766
HALLMARK_FATTY_ACID_METABOLISM,0.04091558882810429,-0.0017086122526658075,-0.0569372493256517,0.059429611448711755,0.047879210243823356,0.07193560637744768,0.05134842967085963,0.006515077167637037
