,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05039380413774543,0.10410574844217524,0.13431183419815845,0.2181140017300645,0.2624400650511246,0.0810041459651235,0.21059262194357994,0.13949926028988,0.014461186868324873,0.044953191961907765,-0.022125753845379036,0.08161442130721697,0.06052892614332516,0.21674819316418023,0.05127633817376658,0.1464625822106223,0.25440684844278816,0.27527928093828274,0.10025825623155199,0.10097847126352855,0.17907388958146278,0.13847677928441535
HALLMARK_ALLOGRAFT_REJECTION,-0.0014370808945395191,0.017128422900434183,0.12868136601762395,0.16159031188223005,0.1810386064808793,0.09659444703769796,0.095755088693625,0.21069944535114885,-0.00964565353629067,0.03373052844979791,-0.028632564878211246,-0.11799422234576878,-0.0282117741162837,0.169137257494925,0.10465861368658631,0.14025029582932655,0.1711041184841407,0.16039070220664325,0.09153648393625989,-0.06245855090153795,0.3563903013553059,0.10554881835723808
HALLMARK_ANDROGEN_RESPONSE,0.06947213829741321,-0.010527942169285083,0.12146844769503477,0.1521786018825899,0.023437606082094036,-0.013559253115082555,0.1195189803465956,0.2581189683100898,-0.03880111591901774,-0.02286196841092993,-0.00764097449293723,-0.025605180715127213,-0.024277202107150217,0.19731661392981054,0.0767552573933606,0.03642132148635332,0.20219989256059862,0.22261779371099447,0.04702870308330166,-0.02157774398070027,0.29842879545305656,0.14189292002469536
HALLMARK_ANGIOGENESIS,0.022353883766939257,-0.14564030355629906,-0.0014582684454003464,-0.021834680952427774,0.22036209034053686,-0.04991973906870233,-0.1244580299313104,0.33354889672288346,-0.054258064239704196,-0.13092662317659481,-0.09462902697014741,-0.11308253521258602,-0.15580618056620021,0.1225841820154914,-0.059213526031484984,-0.030066073556672075,0.01782496052849179,-0.1262484505054178,0.002057370021257071,-0.1866905609142196,0.15559375797778235,0.061208003360445934
HALLMARK_APICAL_JUNCTION,0.056311977179455124,0.038701825401103236,0.19485662497532874,0.2391177042515691,0.34524574934978025,0.019306368071683858,0.11396531727364925,0.3403702101381765,-0.014626222366849148,-0.018047451002267928,0.024393915615580797,0.102885724469988,-0.07947367973807748,0.22809947957192342,0.15687506997799303,0.19350718762184044,0.22093191461375952,0.30538131449888,0.11414566346183716,0.22785338050339649,0.3708045752641079,0.15059141940065696
HALLMARK_APICAL_SURFACE,0.013941785983788276,0.19002855652976455,0.11235031200660069,0.025837685197516613,0.20505686415311025,0.09200696068329295,0.1907893265426313,-0.08383658189599899,0.10659822203058794,-0.003346898384114942,0.06487507327204069,0.14810216373377022,-0.09181569611987583,0.16771734358665263,0.09858564525003957,0.10969608783865484,0.17456454434468371,0.24035972235410105,0.08630322445422417,0.05824457368097026,0.31225543605699724,0.08544422824779975
HALLMARK_APOPTOSIS,-0.016033691939535383,0.005655816104641297,0.14332816176950355,0.07240956148081588,-0.22183230658421194,-0.014664132234600677,-0.13447433269383466,-0.061521608284671986,-0.005758568245669726,-0.1146098238397831,0.009691300700402385,-0.00896739092634371,0.10847436327246676,-0.03137616101862566,0.05305167928688025,0.08109641162832217,-0.08872027187506275,-0.09235981105187462,0.09156797573144704,-0.06676818408843842,0.12478728471335995,0.06465226914217731
HALLMARK_BILE_ACID_METABOLISM,0.04539066551074119,-0.010012956392007576,0.0332904453732737,0.03799688800963554,0.29695720964891636,-0.004955208497528069,0.17365610007653634,0.15034327719255752,-0.06410494272633772,-0.04778612347127105,0.03810354601115155,0.004288400681889403,-0.08092595885214517,0.1286882728867227,0.06361108626675993,0.06969520909319937,0.1566777915175828,0.21485458785520223,-0.0527027988155141,0.060680778777386465,0.016922081643455676,0.1307095093327073
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0841242580404113,-0.011278374905900267,-0.015079289147974078,0.19132528819375963,0.16000322753715154,0.03124882006289183,0.16168671371638194,0.26585302993233945,-0.03954315208275979,-0.035211479591804706,-0.015757727584519498,-0.12514662089773232,-0.09467628380756364,0.09351807608194897,0.01713339972721941,0.04120679928697397,0.2023050768336882,0.250727533364658,0.034385365534800316,0.17340151099260365,-0.030294443887570948,0.10053489989390807
HALLMARK_COAGULATION,-0.011376691396581992,-0.0018656747528759828,0.21680181615248412,0.132179579063099,0.07247517681710414,0.09234116707650722,-0.02692643410537382,0.13985717676101586,-0.042127149859504325,-0.0015569125958284668,-0.08024960454199397,-0.16043996561662519,-0.027387763593670872,0.22135871999451612,0.19975340578007875,0.18515417398229775,0.16223243068725754,0.16683997633675474,0.12970245788607837,-0.15260253880987704,0.402907984071221,0.12994344358418386
HALLMARK_COMPLEMENT,0.016796702236430226,0.05691613086113298,0.026302081561241735,0.09994461020025333,0.12680561021626013,0.02927710095139687,0.02292978734821942,0.1442525272236389,0.018906904299640846,-0.08951518037546322,0.0378398132685118,-0.07103722467695417,0.028739947896609556,0.1723212349843384,0.0015866888252171044,0.15118819422781052,0.14295198930270706,0.17019192988866466,0.09422732153924746,0.03838855057948349,0.02128171755949513,0.07550118657426447
