,UKF243,UKF248,UKF259,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881inf
HALLMARK_ADIPOGENESIS,0.08685356626562966,0.08593767438236662,0.009501523850095447,-0.015135670952508234,0.03673568045482592,0.13129575534197827,0.09020197844292643,0.00749944368316738,0.03718013562423684,0.08103623363786873,0.004973686657541841
HALLMARK_ALLOGRAFT_REJECTION,0.04855069708504607,0.04282664605203865,0.011578274494794222,-0.03503698192418784,-0.012819187579154318,0.11168166499122861,-0.08374466614910284,-0.01752111690093488,0.010483758827795812,0.028895084378211956,0.0318783746470752
HALLMARK_ANDROGEN_RESPONSE,0.06633986875747466,0.09984103586376475,-0.021598503576225055,-0.07129191314956773,0.025933635235529426,0.06575411077256471,0.0847133087201001,-0.0546852731223219,0.023036580745601224,0.01180998905631085,-0.04709788565886444
HALLMARK_ANGIOGENESIS,0.002120805853723645,0.013175594585823193,0.027958434317072373,0.01934542977366263,-0.0009136787566886803,0.12531960739677864,-0.005547590388297812,0.12232642338169378,-0.009242964961350505,-0.010311109388427117,0.01043199898609817
HALLMARK_APICAL_JUNCTION,0.10133357194178765,0.051161327297123825,0.04505261140349476,0.027065442813724434,0.0765011685884591,0.11831927634177816,0.14939772489379935,-0.051222516321770384,0.046598485576487575,0.022761914905539533,-0.01720002297600894
HALLMARK_APICAL_SURFACE,0.11177886799615404,0.08042253716735719,0.04545034905327539,0.0020995753749726205,0.028527321909436305,0.05653492475027456,0.0929991126589529,-0.009789485132796254,-0.010375329016332539,-0.01129024766115273,-0.003303993034476119
HALLMARK_APOPTOSIS,0.0653530254415229,-0.006516429747984691,0.013434371865490449,-0.02098825137267097,0.06926154991749596,0.11782370311756657,0.048077604661635985,-0.0455143820482922,-0.020523602604209885,0.07016840938704012,-0.011719312888324862
HALLMARK_BILE_ACID_METABOLISM,0.10512443962862494,0.048392123178434485,-0.0018960028563740153,0.04249065912905426,0.029957431774160326,0.031583258008962764,0.054615591442785626,-0.0572875721541736,0.05761298220925218,0.03747352403175231,0.015662450965775433
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09836256993595205,0.055418844879260784,0.059142131598148,0.03337027014711319,0.003408130044395227,0.1240803636222936,0.18364387404985139,-0.02448986803055375,0.0675275931200652,0.06813252009111023,-0.09330448071513572
HALLMARK_COAGULATION,0.0706979101983611,0.036716193706076546,0.021123461091336105,-0.011794605484339157,0.004829570938053118,0.11155963985283651,0.0500914061893577,-0.06338441355842693,0.02891709776141671,0.08673716981160198,-0.02054527031000206
HALLMARK_COMPLEMENT,0.10797933198870853,0.05935908771212031,0.009297226266518417,0.02228937412801261,0.06212503004826644,0.14697505736742095,0.08192688070115227,-0.001375647791015734,-0.0012178617722828806,0.06515510249794108,-0.012252149466225881
HALLMARK_DNA_REPAIR,0.09575695235048541,0.10179761025070806,0.02535605421926401,-0.02964234225027228,0.05826876717221554,0.07642487471905969,0.0915432649577997,-0.01876105025837376,0.02886750553866855,0.03989187227138047,-0.041916201833692456
HALLMARK_E2F_TARGETS,0.11840930708918551,0.07477476547249157,-0.0023904541531348327,0.03322153099157233,0.036430982022755305,0.021023395641233084,0.1249557940032778,0.014910272637023547,0.016917616974340667,-0.011330324106080583,0.0436101267403089
