,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1285211158606237,0.025436941886455112,0.04633175494879416
HALLMARK_ALLOGRAFT_REJECTION,0.06822143307720763,0.08058667293900215,-0.044320398511864124
HALLMARK_ANDROGEN_RESPONSE,0.11015216855818973,0.07160441671856954,0.00697984228673004
HALLMARK_ANGIOGENESIS,-0.030196140629609628,0.05636539912510902,-0.015368917640598025
HALLMARK_APICAL_JUNCTION,0.12608046202400355,0.07709473445927645,0.015376973803739657
HALLMARK_APICAL_SURFACE,0.08702989411220617,-0.019291280233207565,0.006482277563718447
HALLMARK_APOPTOSIS,-0.006951638051177871,0.02786990626572161,-0.00035851484835344884
HALLMARK_BILE_ACID_METABOLISM,0.11492022032670005,-0.004323544744733534,0.004485340536436257
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08867752466421461,-0.025491785284936713,0.01920096382982596
HALLMARK_COAGULATION,0.0917499044293131,0.01667438453714425,0.019996138932548695
HALLMARK_COMPLEMENT,0.06116175545284945,0.04716675409865035,0.022382309606727085
HALLMARK_DNA_REPAIR,0.131181427769368,0.07263729379268426,0.025398825163374817
HALLMARK_E2F_TARGETS,0.09983809281177977,0.056498823764667624,0.047657651622443044
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01905385369669814,0.044834455618674336,0.0061783195260520585
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06016450832085363,0.06705403178974413,0.037101830037859454
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0868205329685989,0.052990837660583795,0.03145422584731315
HALLMARK_FATTY_ACID_METABOLISM,0.006965410815901929,0.03795066977892397,-0.009303462341283625
HALLMARK_G2M_CHECKPOINT,0.06652847232912701,0.07131954874618046,-0.04381797327865988
HALLMARK_GLYCOLYSIS,0.06667719447754887,0.04152857292242745,0.023783698515016605
HALLMARK_HEDGEHOG_SIGNALING,0.020230330613148807,0.05456085457780624,0.034022293087347596
HALLMARK_HEME_METABOLISM,0.10899043688461103,0.036868167602697045,0.019752642648677043
HALLMARK_HYPOXIA,-0.07099567440911655,-0.005988154488156429,0.00019008679053603066
HALLMARK_IL2_STAT5_SIGNALING,0.09980631201972627,0.04597239815096293,0.043813246830005585
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06063840757492799,0.06036792022829321,0.009131988280606544
HALLMARK_INFLAMMATORY_RESPONSE,-0.006669018032532638,-0.06235011972105568,-0.02332555411969958
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1565319967204349,0.07435567684654276,-0.029383879215800008
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.058550765024166125,0.052587558624182934,-0.02192409973949598
HALLMARK_KRAS_SIGNALING_DN,0.10075204873674863,0.05102681210702734,0.04342187131620602
HALLMARK_KRAS_SIGNALING_UP,0.11128518463585607,0.04958130612531199,-0.015706515771259068
HALLMARK_MITOTIC_SPINDLE,0.11375251976781055,0.08158146855510699,-0.0024317173024044174
HALLMARK_MTORC1_SIGNALING,-0.009436630705970311,0.04630484992624699,-5.430115845114066e-05
HALLMARK_MYC_TARGETS_V1,0.11210664517457808,0.09494383356119138,0.0050287948357952295
HALLMARK_MYC_TARGETS_V2,0.0945528218394711,0.0011275355102039804,0.008882764763108278
HALLMARK_MYOGENESIS,0.11441523613507731,0.06255205864212907,0.004473798773297592
HALLMARK_NOTCH_SIGNALING,0.11354989209039011,0.04701245534953133,0.05951206185708516
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10739699192156253,0.07241131485389364,0.031065880747822284
HALLMARK_P53_PATHWAY,0.10872410673402332,0.018248862002724218,0.03512557278229492
HALLMARK_PANCREAS_BETA_CELLS,0.10719093651639451,0.058503546855040674,-0.0004054052096731454
HALLMARK_PEROXISOME,0.11464125483282626,0.06825692071931126,-0.01468027469520867
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10593896711785235,0.06733960853374919,-0.008472477219271125
HALLMARK_PROTEIN_SECRETION,0.11860225626442855,0.10230632485925809,0.007442691306730006
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10124157121308296,0.031448919232837554,-0.022749644457219723
HALLMARK_SPERMATOGENESIS,0.13398881926627018,0.028547465132170463,0.060057520844098954
HALLMARK_TGF_BETA_SIGNALING,0.11793135630454943,0.050902270676783185,0.05113680419479755
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0004526834233841576,-0.05143510983788225,-0.003056094887562196
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.12087738950942485,0.07702758597234886,-0.007433070053070926
HALLMARK_UV_RESPONSE_DN,0.11135832323974501,0.10168501492144451,0.029584784460709664
HALLMARK_UV_RESPONSE_UP,0.0751141674740648,0.024731590301464546,0.0545853907364088
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08016791820263569,0.03617431622991061,-0.02792403324137057
HALLMARK_XENOBIOTIC_METABOLISM,0.07827920585054102,0.02896232015557664,0.028879670652364728
