,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03192366887131063,-0.021946509201137342,-0.012233145625222945,-0.013878773083492134,0.0596897506931457,0.0609287636251629,0.01109428557980071,-0.029248769764041817,0.06815791589905094,-0.017230355474040233,0.04649651645272244,0.12721330512977097,-0.010081798865042681,-0.016840246015263478,0.09766906468760189,0.0789791016818294
HALLMARK_ALLOGRAFT_REJECTION,0.052417962459184196,-0.048579089183124556,-0.064822543487313,-0.08300801284196095,0.06834049745725067,0.053291579646114855,0.025784103334988845,-0.023420978758188233,0.021058307121773777,-0.026363072148105137,0.03407509627995002,0.034921017826703836,0.0036554909665098383,0.03226451936846233,0.06771828827592634,-0.0444450281592937
HALLMARK_ANDROGEN_RESPONSE,0.03363085175893694,-0.003351575392163306,0.011960144935834627,0.010482316763311605,0.07280699446205334,0.00019252674291174278,0.02426086437600856,-0.026923204830295547,0.023442163923619228,0.029453045149414367,0.06591546665111059,0.014819347505865579,0.024989025636871182,0.022529706573283743,0.09362371232075811,0.07066896121960671
HALLMARK_ANGIOGENESIS,0.045727558394152955,-0.06369864885233466,-0.10075390789096753,0.05337883199469529,-0.05303506994496236,-0.001819435093028578,0.030493137243816703,0.0888366859767399,0.02077776225571915,0.12692155004922026,-0.04098266693646987,0.04840121414265743,0.00029916760221559963,0.06842285203496734,0.0016514701008033014,0.013438905685616296
HALLMARK_APICAL_JUNCTION,0.010622317202030758,-0.008559845282998114,-0.04262928000449191,-0.020044528817136375,0.0865914462460654,0.03781899722407285,0.0323917713663129,-0.0059062491840781274,0.06830340304237856,0.03087740143169676,0.08045851175843168,0.10721105850990358,-0.011330637880989897,0.007137075909066632,0.0968463207771855,0.08929516283524107
HALLMARK_APICAL_SURFACE,0.05249678345765069,-0.006294120803311992,-0.0437642606240386,-0.05040857783774839,0.026226458141248975,-0.017085435194489466,0.00558872360569491,-0.07591494376845548,0.03718169802019641,0.025978966093938054,-0.07327230845137044,0.06030600639404234,-0.01725476354386767,-0.050240487116155155,0.08124928149501817,-0.012139451014371595
HALLMARK_APOPTOSIS,-0.03956231259063433,0.012621088138745669,0.030059937979604295,-0.0021886948463791336,0.01333934592399061,0.05362888599338724,0.02855933518066383,0.007451290481366962,-0.045425485394352996,-0.03865074194485019,0.10217326582485353,0.08065840600803785,0.003847346315644452,0.004660193872093744,0.06713019649212705,0.028576129805073257
HALLMARK_BILE_ACID_METABOLISM,0.014208076486293084,-0.053596289152694584,-0.08940807756257924,-0.026534695412416136,0.04849908127355661,-0.016417126597133517,0.02417570324878225,-0.010565868517925887,0.02943664989858029,0.033591782382244396,0.009152853514526995,0.02643525415159752,0.04708524763699846,-0.04183924612977591,0.045557992610357576,0.07519913625580424
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.018030820779778148,0.02094092565755438,-0.028732609026048756,0.002185423808551949,0.02446935377205864,-0.00979166078731653,-0.024606542397844006,0.04613822056776777,0.07863603643110591,0.053558840264863454,0.05407444265595893,0.13069993203903987,-0.004753592270625871,-0.011087166998343098,0.0768039689385553,0.11052985036054983
HALLMARK_COAGULATION,-0.06530777797802163,-0.043963659656220934,-0.037602177740267605,-0.07071707240569591,0.09865185252632348,0.03829331793682903,-0.002413299952782912,-0.004444125971392817,0.024858469732976684,-0.018312336745155842,0.0688287018478824,0.1192185906712911,-0.032995596218656664,-0.027195667900405555,0.07611730484609933,0.060582969664066795
