,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.053179512852440915,0.1354949418650425,0.12216155582787248,0.12584542432529136,0.13400948888171835,0.15561378699818576,-0.021573033021683077,0.08514969822039535,-0.04511709145204284,0.19770594484975748,0.0853716201862139,0.1561298156838933,0.10699090998181741,0.1364171020908745,-0.05122835441086491,0.06345127872319783,-0.018988126970227108,0.06702619708579241
HALLMARK_ALLOGRAFT_REJECTION,0.12247142342764859,0.028102522250992197,0.13234303848048526,0.1093871550042263,0.05747511534185836,-0.09887906336373867,-0.14657799555512036,0.01396341781119509,-0.06744493996399256,-0.29191468954810873,-0.15363162027346985,0.17558269351355993,0.15562925708051298,0.1457750480668484,0.008268022828067703,0.11774637545818299,-0.016864076763511038,0.027594529838022883
HALLMARK_ANDROGEN_RESPONSE,0.026760017554038357,0.12312211000597628,0.08738787594208365,0.07366086212571238,0.19284893238393314,-0.028070877270947613,-0.1436432928400204,-0.0502171047542535,-0.05982345030155761,-0.10920852829162768,-0.1187066455423015,0.1340925047046791,0.1091400433232991,0.18155986981780456,-0.06808474112777017,0.12277747283487302,-0.0906073514025832,0.04002000868002672
HALLMARK_ANGIOGENESIS,-0.0806561954524139,0.05157783371236599,0.19739679646355243,-0.08019067854982838,-0.31604764837479377,-0.08483341901317791,-0.15601876031925735,-0.2216821068064729,-0.081594039314678,-0.2721893634542361,-0.28797856023165497,0.1745230642542388,0.06901142852956396,-0.053656646619512215,-0.028243659473727135,0.07697831533253509,-0.15265170377350934,-0.1046353803071971
HALLMARK_APICAL_JUNCTION,0.025312903359504722,0.11623698558044794,0.09859102421741661,0.13315182435389586,0.017135039611716925,-0.001397885615610766,-0.10455876275143491,-0.11560023214971064,0.04217818446027708,0.09626935234909641,-0.20340818896770232,0.20950705894825097,0.09715096529996238,0.1317641498240062,-0.08478649013886892,0.14762104892671365,-0.010769590568231617,0.12751939616224953
HALLMARK_APICAL_SURFACE,0.06307755441845296,0.10740714929886323,0.07369747490465953,0.14259538165143745,0.02396475249314118,0.1919294216047198,0.17249831689784917,0.08924766812775649,0.06748232023870594,0.17034043907579172,-0.05650057197722237,0.13930906587480094,0.06564859521217736,0.1689059543258933,-0.03155430499841658,0.12014116486122559,0.16472190581723867,-0.01809825561312719
HALLMARK_APOPTOSIS,-0.013120141312899408,0.002188805568182534,-0.10679028386844044,0.04460311700284117,0.017330913475968344,0.10300225538070498,-0.08071623286022474,-0.18743823356949696,0.008692649455276409,-0.03529061065050131,0.19608971185102358,-0.008321258610183204,-0.0015439896717320347,-0.01792811260625508,-0.04768988088632416,0.031208584429622082,0.12082364466142591,0.061293361903837926
HALLMARK_BILE_ACID_METABOLISM,0.040170127810024124,0.0759075557226771,0.10911257191976309,0.10780383455810677,-0.027531400971453086,-0.013243527467311667,-0.14599764071643484,-0.12109085497306665,-0.0003263485200255014,-0.043628588816834644,-0.14185676087881996,0.07323073528076483,0.05879687030705405,0.13529787736307528,0.02627008749493106,0.01691921611260352,-0.11072005838570242,-0.0038152394222830633
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.00952501605594542,0.13960745480892442,0.11099171738743607,0.13334374709685673,0.005124894492087489,-0.06174139234836666,-0.15429416006403696,-0.23863145715762193,-0.04320710588547449,-0.2600345847201305,-0.24546776486532546,0.09806768594116125,0.09259599106962214,0.14338522168261778,-0.01131087611485475,-0.030564591184578313,-0.12062924433646979,-0.10995788372168953
HALLMARK_COAGULATION,-0.02153406355129903,0.038901220547504986,0.05457212774727018,0.08686137874136009,0.0825166223401461,-0.13733835992651133,-0.1806306194286342,-0.06602839487968044,-0.12159600434395217,-0.2878804796754367,-0.19159870593691253,0.17834194219276547,0.11496707955743986,0.15051833689585384,-0.06281317524691175,0.15720126556159447,0.008613907658480037,-0.1120035655921527
