,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.00955307868650592,0.01908472708028234,-0.0050262017787336246,0.01147935476744178,0.014781163973715051,-0.008522687162013012,0.017256298763142587,0.038367316495967474,0.03239905512430018,-0.00452467890025866,0.2286649194225303,0.015104268203915939,-0.006825789604265525,0.10660186085210852
HALLMARK_ALLOGRAFT_REJECTION,0.02746051142431722,-0.00867014685308117,-0.019604828236798683,-0.03623220718291932,0.06613230798277138,0.0874637249928825,0.03302368525003017,0.038217619193898905,0.05047924107081818,0.08648631107279595,0.08479828405054934,-0.005387280616889623,0.02593685599150664,-0.026272440459441094
HALLMARK_ANDROGEN_RESPONSE,0.05444233677158637,0.0038850008661396452,0.03027279315656816,0.06286643439135553,0.01952273316603135,0.047636005583774205,0.05102692451821454,-0.009021439996024812,0.006314063039627704,0.09906806994850625,0.10481255971902471,0.03931086374017252,0.03117567510555215,0.09043300415412724
HALLMARK_ANGIOGENESIS,0.060617880312550214,0.0006770488555756481,0.00611906654139773,0.08972921177666886,-0.052631008273872563,0.010686714595124103,0.06818377324219091,0.007883565436451903,0.031706832234940925,-0.017494876468946628,0.009568204966523408,-0.054171103044656374,0.04808952460437055,0.10721551202752778
HALLMARK_APICAL_JUNCTION,0.03765772614356012,0.016886394260408034,0.02443852505856559,-0.058521018591945896,0.01963838882545381,0.035884422630417086,0.06411719931736948,0.033972806152400385,0.039912192215263806,0.06017822522028476,0.24749281235395457,0.06011778389921214,-0.00462303914357905,0.11092520759544963
HALLMARK_APICAL_SURFACE,0.051765390710487705,0.005380690962838827,0.07949562642688288,-0.053893616871582374,0.05972053770611819,0.014614487007063833,0.03075089388275733,-0.023933565738794228,0.005595418326481711,0.16442780153116646,0.25680179158394617,0.024173954338350855,0.048809766272310845,0.08299828726358383
HALLMARK_APOPTOSIS,0.011718832207504306,-0.022343671329856114,-0.02173010609939247,0.045301246790281004,-0.021096872287854753,0.004619907801104097,0.08496906774264838,0.03314972849101175,0.04721426452225127,-0.08596033767167845,0.1612640022237682,-0.07059506069229816,-0.05360046860652648,0.021502084920628543
HALLMARK_BILE_ACID_METABOLISM,0.03754137152078447,0.05401942917017664,0.035113642438095165,-0.04007933409460018,0.05261466791894668,0.053710007693267205,0.03878922883164595,0.03271525716309871,0.043363179366417856,0.1353981410684037,0.18810373613641798,0.012932529432021982,0.03251182766018076,0.09727483934492413
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.053152406257869225,0.06607313011320937,-0.04627612026833879,-0.015365329422125337,0.06598304545384531,0.007762149466867152,0.04584670505799358,0.05806722933311431,0.0976092446954866,0.07870205780969934,0.18525131911318388,0.012829550946675691,-0.046581261756517764,0.11948051377621743
HALLMARK_COAGULATION,0.014385542396244923,0.004854160886768596,-0.022038701138881494,-0.04694197598816644,0.033993342022141895,0.00758422813464472,0.039175974075284274,0.06028108449011943,0.0779623409112595,-0.03857530846933165,0.23193275689706797,-0.01661162086355685,-0.07157219945769495,0.06905793670127772
