,MGH258,UKF243,UKF248,UKF260,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0657992391450335,0.08943465274680787,0.05759482195308778,0.046875406379000006,0.02072433173789073,0.02413597187069933,-0.009507405176222623,0.14612913203780706,0.06423123926009575,0.18017729653270873,0.12385983545641739,0.17285021932537414,0.1706990773569023
HALLMARK_ALLOGRAFT_REJECTION,-0.016929947071600476,-0.03949255280541308,0.07281472011080303,0.0454923004105029,0.054484224173800055,-0.05518518563016906,0.07124678660605367,-0.001990103068019517,0.07718769287429235,0.10266031740883198,0.16070281288729257,0.18039034373254287,0.046337939700716216
HALLMARK_ANDROGEN_RESPONSE,-0.029992876478231578,0.01070236905964647,0.045936982704133135,0.012030444445219626,0.06962666077643681,0.0063557703536383636,0.07596595140225124,0.021891258681629958,0.07774826490307384,0.16153694819608402,0.016508836849313733,0.20549182211574746,0.16791320355583716
HALLMARK_ANGIOGENESIS,-0.04606180182536599,-0.025838118975774683,-0.028862149909573958,-0.09186237230167957,0.00023642368650359164,-0.008487347385004024,0.05616747059920868,-0.10677700786925833,-0.0071778278864594045,0.17607811360115694,-0.018162928727184943,-0.032500862095382034,0.05001298511215358
HALLMARK_APICAL_JUNCTION,0.05803347313425398,0.1377442739462075,0.05150951589867817,0.033195797509497714,0.007439275219931919,0.015622941666011027,0.035417984782531144,0.048249090390548824,0.07167257309968104,0.22411761955846582,0.12999903944674174,0.20883935447684368,0.17843336627487544
HALLMARK_APICAL_SURFACE,-0.033113315599032675,0.15989086536814745,0.02189181745405985,0.014269042213958178,0.07060097554723113,0.027023705663171582,-0.09582844425223586,0.01279973022465368,-0.004232229216441947,0.10664560758579142,0.03543498228839115,0.14580216405184637,0.05742683335535756
HALLMARK_APOPTOSIS,0.03231097528704094,0.061157608598429294,0.03838581827062967,-0.04653235984142864,0.03379906603721284,-0.007581222015065609,0.04073516274141818,0.08543661599492612,0.01594537454132941,-0.00608520078875419,0.05745395103038323,0.11566759070800402,0.07257540510084613
HALLMARK_BILE_ACID_METABOLISM,0.03511195877542141,0.09825856522887758,-0.008685582830346747,0.019563643322269904,0.060346989434445414,0.023493753021935692,-0.025040147012938125,0.050117622189456604,0.03703601201305202,0.06644426485469176,0.053694797587980216,0.10014705354463674,0.1909785237024539
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012037938199315904,0.07073682023274859,-0.0183586742176614,0.05318167146692787,-0.020154296381228023,-0.06516892387390506,0.06383344192598872,0.08736104609952075,0.002066628780717804,0.06259676796420162,0.01847141648505722,0.13309669548417813,0.1822122248637193
HALLMARK_COAGULATION,-0.02019583229550767,0.15268008152449233,0.07946026230689007,-0.025869709409403877,0.025586784794382655,0.019013672996987713,0.08610551351138963,-0.059653455884138375,0.11093505310659954,0.11153439524172744,0.2196231416214263,0.20132585231916197,0.19311077058994872
HALLMARK_COMPLEMENT,-0.02535124866606305,0.092540457348057,-0.030663511322376383,-0.03691200700403837,-0.0051871631917732005,-0.011341745151415299,0.052551984907298,0.10630119619319056,0.06400740856699105,0.14465723872913533,0.15169514550510582,0.15331502946984332,0.11415325672874488
HALLMARK_DNA_REPAIR,0.03242426869577267,0.09712975570018606,0.032462374245791625,-0.023598242875735146,0.0575467946476584,-0.012341486424741872,0.0050690818451747275,0.07524780730208623,0.08372295571310376,0.20861432360699553,0.13607757541212076,0.1612184293775014,0.18216492513780982
