,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06914183699259308,0.11832274931081903,0.20027956429826288,0.007080847107576922,0.05124724383883003,0.03500807228618238,0.03137523414149662,0.03630305853617096,-0.04334574584118769,0.09046919686299913,0.07008972974119738,0.06324645790078483,0.014602291368722037,-0.025873937963993784,0.12155052635372826,0.0707265178931407,0.04242371566146055,0.0496516119476016,-0.03465437946525116,0.2004933003047851,0.05582798474133045
HALLMARK_ALLOGRAFT_REJECTION,0.03229332098891421,0.08207823919794763,0.11190609561563403,-0.052145734418069425,0.04883585321195185,-0.04645493190846311,-0.009359678135755124,0.07329408869523248,0.0008317518208777961,-0.08982993501472776,0.11329834876109487,-0.005312556605124115,0.061101641720813844,-0.026374767088196055,0.12271347592904054,0.012520133121117447,0.03567758332527308,0.020117022423785512,0.004105631922478171,0.21693641723789098,0.010904151897587849
HALLMARK_ANDROGEN_RESPONSE,0.024658930219110725,0.12442960485334315,0.14248780303143152,0.06360465306608179,0.11437481280374094,0.00252128900815812,-0.04951223426773693,0.02009552566600299,-0.02674706944623998,-0.022104285052068226,0.10641416893134654,0.01006558197486977,-0.016687204462650727,0.11489380089291834,0.03233086278767213,0.06659549837725671,0.02226891635611622,0.028772699898406157,0.0012914611189726094,0.15846425258001753,0.04668523017224404
HALLMARK_ANGIOGENESIS,-0.027031247616276163,0.0015463845787820972,0.12640405570740945,0.06958343438785806,-0.053279374755519256,-0.02466373245302279,-0.05548678216108132,-0.07922809976565011,-0.027028887748473458,-0.11541768734393978,-0.06453877681425674,-0.08465916856831718,0.04344680059124356,-0.017081146305990055,0.026836335859303853,-0.015547505998165293,-0.003071169985876092,0.00684929874089869,0.03961137301563348,-0.012418142581425151,-0.052855707912835156
HALLMARK_APICAL_JUNCTION,0.07267635630266268,0.11162675901566993,0.15674273011292325,-0.03445118897035952,0.04091219985841224,0.019672176323653305,-0.0031088790429985125,-0.050025217392050514,-0.013738844474622208,0.029184601938560498,0.0913659006851416,-0.009335436476304033,0.015301065002253204,0.014877991338289352,0.12434464875671263,0.11627016521062736,0.0221427324152586,0.049072742874565534,0.018395624701582968,0.2165721657772862,0.004672614343811582
HALLMARK_APICAL_SURFACE,0.07830080307908152,0.06098898690070674,0.10875995223288679,-0.005686167761798465,-0.006957778131872385,0.033872622079560016,0.05918366808012559,0.04757365882569161,-0.0033287919802587737,0.030531314487445744,0.08240129543246859,-0.01540413826026676,-0.020624638816787312,0.027013019269300532,0.06347494506611165,0.08702123415674742,0.056493777268816395,0.06529984193401096,0.018121041571573734,0.19961836426569077,0.04087190447322021
HALLMARK_APOPTOSIS,0.0813265427775858,0.028769355274509335,-0.07408955424703123,-0.004714451397930433,0.04312594746386319,0.02777520704374834,0.005617852621771454,-0.049519621948874284,0.031037136929325713,-0.06263024229258227,0.014962856677052263,0.055600722864988246,-0.009158844633584773,0.025044154544882943,0.0017612473322237716,-0.04000401164726877,0.041755987551348045,-0.006354578097643986,-0.05764158320402203,0.14097887320110272,0.016146822932644696
HALLMARK_BILE_ACID_METABOLISM,0.013037660662980163,0.03285449003637222,0.18504299688685535,-0.005809289485167774,-0.06567683778863345,0.01300015534808711,-0.03779555386504578,-0.029922865190157907,-0.06662346089002279,-0.042525305813716274,0.005473230584188578,-0.035499709150932354,-0.0008808567800012194,0.03485279344760616,0.13256086104175271,0.08586603481183772,0.04015698738148832,0.010214269961308144,0.012894506716186917,0.14490506771370426,0.06794398038726855
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012167960139540834,0.08899675037884817,0.11215839561673581,-0.03036929677955962,0.026607830443384838,-0.04212604923622678,-0.041262368962221255,-0.11266139276365965,-0.021360432507805917,-0.09397435234355908,0.13767424937461586,0.013823101393150614,0.04879129304897853,0.08508769184759167,0.1121099179397689,0.08742583135723667,0.04335235255678078,0.041513360584912624,-0.07110179525103738,0.1112302281488827,0.07434570014520109
HALLMARK_COAGULATION,0.07519673767674823,0.13461675723783195,0.08294126552558116,-0.04239846748129681,0.08377748483438546,-0.04255492130398069,-0.03926553874311319,-0.0364179194773507,-0.026613368030649037,-0.09141675831613773,0.05182570686557823,0.0021159459020565776,0.041766227979557494,0.05566837443756563,0.11405371279519537,0.03484247237101273,0.07725618965194578,-0.007942924989650798,-0.015446691098885136,0.18568614825506236,0.004666824691450263
