,UKF259,UKF260,UKF296,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.00010542322993239692,0.04100034971285554,-0.0019487589630826448,0.12803663528781964,0.09127998488970304
HALLMARK_ALLOGRAFT_REJECTION,-0.00860259189127008,0.04337044677729901,0.011578052305283087,0.053862955104595746,0.11072377911687689
HALLMARK_ANDROGEN_RESPONSE,0.009598039756821272,0.0005966289183701906,0.002072906581919363,0.0797703483894634,0.10230977329606208
HALLMARK_ANGIOGENESIS,0.00300070383956781,-0.018226405411910212,-0.044045558074276105,-0.059276135050624484,0.019663030553534373
HALLMARK_APICAL_JUNCTION,-0.010702959226859649,0.052850355973945363,-0.01637788238606659,0.14623524382742958,0.13198086087617822
HALLMARK_APICAL_SURFACE,-0.04378636089018227,-0.021929407977453085,-0.04324484880514021,0.15069156046173002,0.12373219264718135
HALLMARK_APOPTOSIS,0.008275884415661884,0.00587917003370814,0.016217604837556226,0.057118050597843424,0.040895173740459374
HALLMARK_BILE_ACID_METABOLISM,0.04390164782513633,0.03802293905208465,-0.02576155913184158,0.11077702273273153,0.013604413431902192
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024160716303318237,0.0037283039905997646,0.025131933090143922,0.18170154440457853,0.04648672645960714
HALLMARK_COAGULATION,-0.036882898576290624,-0.0237053844660594,-0.007649446087233432,0.12795348371267254,0.12134255780467582
HALLMARK_COMPLEMENT,-0.002553549383235578,0.05665969530735444,-0.052216921599326456,0.11496600603806524,0.05568434398771625
HALLMARK_DNA_REPAIR,0.04044469469159231,0.03367430472839675,0.005479569871943826,0.1460328846476353,0.07180636399439133
HALLMARK_E2F_TARGETS,0.014616206881872689,-0.022052472860141226,-0.016029022853311703,0.0480128121652474,0.048775973343274374
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02673640916982071,4.868256857158603e-05,-0.0031774119496544634,0.07226840516073996,0.10699546328344024
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0291409005575943,-0.0033352168416373143,0.018886727933301557,0.11595245841043718,0.029144642466534147
HALLMARK_ESTROGEN_RESPONSE_LATE,0.014421102159247804,-0.04275263286080785,0.007443251453762704,0.09830124749273425,-0.004127029419637971
HALLMARK_FATTY_ACID_METABOLISM,0.01871549423089598,0.014324212997427303,0.0049591444248281,0.03893010381769938,-0.001535453002613118
HALLMARK_G2M_CHECKPOINT,-0.0004439787668090546,0.026160494695483667,0.008252946834831755,0.10386664646682252,0.04404253268753305
HALLMARK_GLYCOLYSIS,-0.013413093385467702,-0.04666467025059743,-0.020581478055643844,0.1373706025718239,0.024165758099740406
HALLMARK_HEDGEHOG_SIGNALING,0.038765990466702975,-0.010469930732731673,-0.03296878752735164,0.08327373714731162,0.04808971240296895
HALLMARK_HEME_METABOLISM,-0.003404548859949382,0.014644365781074462,-0.031726974542828364,0.1511039861852476,0.06013728280814632
HALLMARK_HYPOXIA,0.045411701813049994,0.0012268701649539168,0.036260118471842635,0.08319427856658554,-0.03137387349612123
HALLMARK_IL2_STAT5_SIGNALING,0.013570289759890601,0.06010211553305497,-0.039179719200965364,0.09601855407858033,0.053490140135746204
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.002428150505998222,-0.049964603432784076,0.053515900985830894,0.03809545888774921,0.022832441193395336
