,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04481780605993403,0.06744596331425957,0.02060829239111975,0.003825966873516136,0.12656845972210323,0.06903685342236832,0.0677354038280205,-0.07323916077842794,0.023993632103711998,0.06538406116840378,0.04859006286228537,0.08144981005000423,0.05875955777135109,0.11392981109709491
HALLMARK_ALLOGRAFT_REJECTION,0.04503155566132175,-0.053024166610935945,0.03367236398597648,0.012112528648447146,0.12062477852665916,0.0883716014278628,0.046329733500404376,-0.15021890536328714,-0.038766283330217845,0.06663297886113902,0.019223924240548498,0.059038817035021375,0.014042228621533832,0.007579030699901521
HALLMARK_ANDROGEN_RESPONSE,0.09333455314525495,0.09263366748013674,-0.014523438537350448,-0.05900669923580354,0.1752765930678244,0.13334477384816676,0.04726434462276929,-0.009716466137510161,-0.03869015637241337,0.05872402155299999,0.04060388735334498,0.04542314750846634,0.07742351206296812,0.08494151828895613
HALLMARK_ANGIOGENESIS,0.026394421031639113,-0.07902600212906387,-0.09026792367753622,0.00036845510018568343,0.15351860360869346,0.10051076181802805,-0.03573766051935513,0.013929239924443605,0.04050603767976409,0.03376076138400711,0.043273482275042595,0.12006752829361685,-0.006184748995276988,0.036716038322099485
HALLMARK_APICAL_JUNCTION,0.07079825690875892,0.07647886049885681,-0.008399275173677475,-0.008619220901590173,0.20847512183153896,0.09196372500229756,0.0965676113514433,-0.07024940723604421,0.0014681396098100519,0.08298103598148142,0.024060191721425275,0.12951651933777647,0.059150864747537966,0.10463072365735021
HALLMARK_APICAL_SURFACE,-0.057515753600278864,0.1481494877709099,0.03089572415706624,0.0274405094281256,0.009696662637217881,-0.08431864527949946,-0.038314429449323804,-0.13926568946725607,-0.08766598097810714,0.055939820716335985,0.03892174426306681,0.05974524926261702,0.05563196084175862,0.07953816973018545
HALLMARK_APOPTOSIS,0.031561643619608455,-0.011363011826318726,-0.020556409799558507,-0.04273840790212606,-0.04025925406795686,-0.007357347153276514,-0.02944042055105222,-0.011675108880631915,0.10416390652329202,-0.01035839323326714,0.005520158391367536,-0.0010856626772712118,0.0361623078793795,-0.01986282445781395
HALLMARK_BILE_ACID_METABOLISM,0.04348239981349648,0.0073149620829388905,-0.010280751226278882,0.07899919504838462,0.131801326183017,0.11744085285804338,0.0011876162935352272,-0.01852174209778999,-0.007420213010007795,0.06921786152682606,0.05999217413375628,0.08315394015427083,0.04778475697300716,0.13180667859815448
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08427444116457822,0.08721634253845309,0.0027836128948787067,0.037330814033350465,0.1936680648665973,0.10800269491982838,-0.033913916878762,-0.09323937713071853,-0.037164730048419574,0.07450514906179205,0.07813263065554082,0.009381367126864047,0.05941351181256421,0.1107858988673982
HALLMARK_COAGULATION,0.003731302894937693,0.007192846450590429,-0.004964622402739543,-0.042653827989591574,0.1006987619465555,0.06157772765847233,0.03004837376842688,-0.08543657844056311,-0.007618514307601411,0.10430194676496453,0.03387437000470408,0.10197045640819795,0.05861991622460604,0.030483696647423
HALLMARK_COMPLEMENT,-0.018711914980806946,0.013359607826572249,-0.003687293229589,-0.09517308772316813,0.0981761445850991,0.11214458201479005,0.020906355309433782,-0.11049502719012883,0.012981620185760412,0.0652427224045961,0.022478009411882167,0.11788716349372763,0.042912782050588495,0.05320057974451265
