,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.04875664356671791,0.07896813800119036,0.048696496358636515,0.058751226337883086,0.019288552308763196,0.04048791202741942,-0.018791129755453634,0.005404239136214786,0.1094638132653351,0.036628425859277135,0.07644360338916398,0.15221688753033172,0.050894560353633156,-0.02528910012060328
HALLMARK_ALLOGRAFT_REJECTION,-0.05499466715491794,0.04553027877009838,0.08048768497145956,0.011083824209914528,-0.0038894900574076856,0.06186357158464514,-0.04513573744681507,0.002946572342253982,0.07782950375330595,-0.05126490657026717,0.07509826972172551,0.10451367649500358,0.005327275712527096,-0.03616671292595587
HALLMARK_ANDROGEN_RESPONSE,0.04222621530751392,0.1006685572712529,0.0751988289561094,0.04422443411924666,0.03822498913920833,0.04857947924238762,-0.021173595255630617,0.007079653405421238,0.04920661324660745,0.012022471272230677,0.06620700727253259,0.1442112121441556,0.09509485859571395,0.010999487301449147
HALLMARK_ANGIOGENESIS,-0.03341262351881292,0.020257920287301927,0.01544660891227938,0.058816402332049246,0.036937818243784976,0.1155099832136237,0.08562060917884189,0.0038136859759263252,-0.025464088938572233,0.07228565150804013,-0.009453298833638,-0.003788375853842503,-0.07017060435438839,0.08161377991618961
HALLMARK_APICAL_JUNCTION,0.06235326747051241,0.06386806140531742,0.0433886543912642,0.02190036178256756,0.03187053047268161,0.11548601358311882,0.058987508191640586,0.016603685275596382,0.12884333130900277,0.02797558013792819,0.03145057401900467,0.14570069170521363,0.10463915758537715,0.03733246036004598
HALLMARK_APICAL_SURFACE,0.05770105976991323,0.05342418867077792,0.04427292339714375,0.05742479267227772,-0.01767242293722311,-0.0009419525360674943,-0.031848501944636974,0.007963532637591234,0.13941433016961752,0.092641968739016,0.0004627004156280261,0.1469113942644956,0.04262617298353559,0.03397064001099467
HALLMARK_APOPTOSIS,-0.014735275326228096,-0.06618184966052433,0.07896786028414256,-0.0018749560571886606,-0.01934659322978883,0.05286902770935972,0.06126343634520154,-0.008797119464759801,-0.057310030909212856,-0.053393377781428296,-0.01999086779115595,-0.005387670977286763,-0.04920789498552101,-0.03671220714774161
HALLMARK_BILE_ACID_METABOLISM,-0.036142229331083485,0.057547685350391974,0.05639586019545004,0.06163925386093969,0.019782385797664483,0.09408858652982961,0.07770944100709735,0.010787457949910458,-0.035067686973375145,0.03911465151127299,0.007547187279104714,0.1682681541922476,0.06808067551371279,-0.0050209354739728035
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.034133321948496186,0.04813842836900369,0.05790573970271688,0.014989063386184286,-0.012551987079825341,0.026187019962921623,0.09364676015887531,-0.05470640322181172,0.11840401285093577,0.06251786377470024,0.004715546910533992,0.1518678534470743,0.08400159595912621,0.003675786390308148
HALLMARK_COAGULATION,0.0362446933208144,-0.01722095976043949,0.042950146619864855,-0.011298379143240693,0.006832962852652861,0.03780556758422554,0.045148960285220655,-0.022062744764499195,0.13178872088355925,-0.02605204306282101,0.021821064225865328,0.14293630392254486,0.026552219338866794,-0.03456772674695535
