,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.13125597932026276,0.1570487651490225,-0.010730290435125814
HALLMARK_ALLOGRAFT_REJECTION,0.062068630434408203,0.10111686408934469,-0.05414758918570137
HALLMARK_ANDROGEN_RESPONSE,0.030670518808946248,0.13711836935961982,-0.058261459383079146
HALLMARK_ANGIOGENESIS,-0.11972686265367923,-0.11504395963288981,-0.07925653384541044
HALLMARK_APICAL_JUNCTION,0.12574507404066704,0.1307395164644937,0.02134495213359786
HALLMARK_APICAL_SURFACE,0.10487580500013068,0.13953527282093334,0.015693413378046906
HALLMARK_APOPTOSIS,-0.12603578820115022,-0.08168769846541045,-0.024351292280831688
HALLMARK_BILE_ACID_METABOLISM,0.10029916294977476,0.17040071496417022,0.030694543761636064
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11585737130140236,0.18082529156332278,0.06000760827405476
HALLMARK_COAGULATION,0.013091919225633178,0.09088029569640901,-0.04188624783724771
HALLMARK_COMPLEMENT,0.04060506651929171,0.101274847370644,-0.045795364768367326
HALLMARK_DNA_REPAIR,0.12922348616098076,0.18852477969321002,0.03451017857783073
HALLMARK_E2F_TARGETS,-0.011717383963583586,0.13659664615582662,0.02056701946856947
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.14314146938340389,-0.05248813388856874,-0.073989908587795
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06735918016993471,0.11461516973412768,0.053483893912560414
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10390859215679987,0.1687868617282213,-0.03164192064145062
HALLMARK_FATTY_ACID_METABOLISM,-0.03031442633338281,0.030625182903488098,0.03348357491204663
HALLMARK_G2M_CHECKPOINT,-0.027370934296066917,0.07265066097917078,-0.028555211768685747
HALLMARK_GLYCOLYSIS,0.05425201679445897,0.11916891548997656,0.04071385562001085
HALLMARK_HEDGEHOG_SIGNALING,0.08513557231839453,0.06025232676159881,0.0619605070740801
HALLMARK_HEME_METABOLISM,0.1035799518016998,0.17932070921467674,0.020573766019475723
HALLMARK_HYPOXIA,-0.04485281333920848,-0.04601510715071418,-0.08504826214568074
HALLMARK_IL2_STAT5_SIGNALING,0.0734534058012986,0.15205897729722356,-0.00036435578352293
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04621207840576041,0.05933250603467015,-0.08142665477078319
HALLMARK_INFLAMMATORY_RESPONSE,-0.06810092507918321,-0.013558662752099724,-0.017412042226166897
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09247642486007183,0.16436939789940802,-0.022398417300404566
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0893972591449955,0.041470810425507966,-0.08556433896176487
HALLMARK_KRAS_SIGNALING_DN,0.16277973890667996,0.17386411554312178,0.045850183471930435
HALLMARK_KRAS_SIGNALING_UP,0.0976724697965133,0.11267513218584481,0.008280813261884772
HALLMARK_MITOTIC_SPINDLE,0.09558307432247845,0.15588629731989426,0.06019122094632048
HALLMARK_MTORC1_SIGNALING,-0.0928590280917076,-0.01630413608664379,-0.02604111202548677
HALLMARK_MYC_TARGETS_V1,0.1297391008323461,0.18940410457452722,0.00014395023893168458
HALLMARK_MYC_TARGETS_V2,0.046783542403251464,0.07375612736696137,0.028590670743511216
HALLMARK_MYOGENESIS,0.10919344161466984,0.1347587826525652,0.053201366855823835
HALLMARK_NOTCH_SIGNALING,0.12215028435220568,0.18046680493822062,0.07081371649029967
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.16454095168498278,0.1943181459770554,0.05102727926677182
HALLMARK_P53_PATHWAY,0.13719177295253057,0.19947484714033115,0.0020026509349327856
HALLMARK_PANCREAS_BETA_CELLS,0.13592485647690314,0.18614615453006567,0.08922531592905368
HALLMARK_PEROXISOME,0.11418985032566507,0.11836481115280238,0.008272652947766801
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.126056399616345,0.1374865570355462,0.078035724791919
HALLMARK_PROTEIN_SECRETION,0.07270581364248271,0.18432534899553113,0.006894645755277511
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.1375770235389657,0.1838959802558954,0.019481271740416934
HALLMARK_SPERMATOGENESIS,0.10102486559589262,0.188794013198398,0.049364290197776946
HALLMARK_TGF_BETA_SIGNALING,0.07872865185405661,0.12810213792307198,0.0017297568039450148
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04999512981001004,0.013608315330974332,-0.03370549089939529
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.08990766096453527,0.14948576263371482,0.02844839067876027
HALLMARK_UV_RESPONSE_DN,0.10191372938790907,0.1029023166010594,0.038166426654297404
HALLMARK_UV_RESPONSE_UP,0.09033856958434071,0.14001180270705527,0.023001348778498458
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08014843400020691,0.09996839086034374,0.05219794526371451
HALLMARK_XENOBIOTIC_METABOLISM,0.11561452905497202,0.14022086553081425,-0.004826587604798526
