,MGH258,UKF248,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.013465018963914646,-0.01646261227591062,0.06403973383780405,0.043463781525188774,-0.10016359330715094,0.05599479872313699,0.016453099251663085,-0.052531481430216034,-0.009684235559675123,-0.05423142318852054,-0.04846958109852247,0.05360530106334453
HALLMARK_ALLOGRAFT_REJECTION,-0.07794090997076623,0.015575269782337902,0.07224741517032555,0.050236979440616315,0.030690501709172938,0.05510519351535396,0.09432607238463264,-0.04759654252316994,0.06609325056252051,-0.00779057662906086,-0.025486495953684442,0.014868617268787604
HALLMARK_ANDROGEN_RESPONSE,0.04179503465120128,0.035378623199107395,-0.00607540136596441,0.06827355911893072,-0.02536336922021893,0.06526793080047252,0.04391759224187258,-0.028368388860241806,0.06003314130665573,-0.011940582268876456,0.01756689444214796,0.1406447334483113
HALLMARK_ANGIOGENESIS,0.018458134911168756,0.07319438689603831,0.013427743289660161,0.002570856000688117,0.10620151457556817,-0.059193378035880484,0.0021618049131098423,-0.013722726407718775,0.03500287676811027,0.02368118890034113,0.05005703148539235,0.09300579854516115
HALLMARK_APICAL_JUNCTION,0.03259810258978862,-0.022746971738156953,0.0764593126213675,0.0421492509162934,-0.09060292953198268,-0.016013472393246866,0.01566187496810521,-0.04805193322434413,-0.0199223514074371,0.0003395334225694923,-0.032277268218464265,0.14312872462596163
HALLMARK_APICAL_SURFACE,0.040995454700925985,-0.03157553412613149,0.06577049052764972,0.018594990444458732,-0.15073824381000325,0.09869582178262258,-0.03231786290408984,-0.040031719098258096,0.04801276622927901,-0.015759047866327338,-0.05102637556381427,0.03450831962455224
HALLMARK_APOPTOSIS,0.010347548788963122,0.016735330934739737,-0.008656274546613814,0.00967482417798209,-0.09814487841072309,0.03081730401437566,0.0360365664271406,0.0414212792327539,-0.024295359458069456,-0.016275484442749084,-0.021831217844176277,0.03423606019545969
HALLMARK_BILE_ACID_METABOLISM,0.07998882621062642,-0.016766850557068967,0.004299842196457834,0.018967135121938872,-0.14823289273270826,-0.020987749831492878,0.0056615819738424795,-0.03335055126528239,0.03715860442755723,-0.0013152541715718623,-0.07105062383921111,0.11992586775677531
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009147935899799649,0.009969284054108473,0.04874108322846046,0.04233647988336834,0.0008226012988893525,0.035996290098011655,-0.004374939008477761,0.026270475200554994,-0.008164427064779897,-0.016201051271793433,-0.0432118644267267,0.07902339137763217
HALLMARK_COAGULATION,-0.011777081025770686,-0.0315891146698162,0.0546879632271946,0.0557187421295172,-0.15354285692028372,0.0028549804537675257,0.003562497687311756,-0.048002174958926565,-0.02106914233270482,-0.03372280001125713,-0.036691753661585724,0.06722573338534345
HALLMARK_COMPLEMENT,-0.006143320094850862,0.0347222148531628,0.04591500623814444,0.015485349174990379,-0.037199066561650736,0.04839992227187795,0.04959937905989781,-0.0015295537985728245,-0.024497571733281244,-0.01605069245589113,-0.0396760315908453,0.027490739789085884
HALLMARK_DNA_REPAIR,0.04566841318832872,-0.017790328512851717,0.07988103988333999,0.02707454981279403,-0.12523137833945586,0.07766020522409497,0.03494868410423609,-0.026294335994145015,0.017431189649283363,-0.026966218536763502,-0.05932953393560351,0.11441250036955274
HALLMARK_E2F_TARGETS,0.07870680047571088,-0.05726981606940258,0.04896295862551662,0.036811663612844756,-0.17010283669479895,-0.005101419647136658,0.059584303787236885,-0.013556008992508512,-0.004084218828921355,-0.005937307635652383,-0.06933964249469553,0.10153652166875886
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06480241824276596,0.00045795419445184503,0.0034421141917599595,0.029083934189950766,0.006525326179196843,-0.02226311483606458,0.08946419394842835,0.024890848357380358,-0.004988735750330014,0.042484337702762755,-0.026527251015954562,0.15412093522896192
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05552997717349318,-0.008398508537705083,-0.040499177261846896,0.009350361552534124,0.04294566933951141,0.03211378313047884,0.015384605920650269,0.01831986692760229,-0.016719514183145462,-0.03141758837069779,-0.050270051454652666,0.09162758494252526
