,MGH258,UKF248,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.033518494013614425,0.04303043223148046,0.04112831075080505,0.05413476632682743,0.1038734837983461,0.15860020862651483,-0.004629392629546905,-0.004420819199692623
HALLMARK_ALLOGRAFT_REJECTION,0.04264703083300084,0.06672084284213446,0.13339624838979203,0.08249030831923962,0.061934457994299495,0.084437140867883,0.039175876772557225,-0.004687160413374141
HALLMARK_ANDROGEN_RESPONSE,0.06804024936459024,0.033245657564505766,0.08606478190648315,0.05862104891524449,0.08685285309998826,0.1324522188720692,0.016459459071039316,-0.003433678845670131
HALLMARK_ANGIOGENESIS,0.014651132693195784,-0.007395318227935494,0.12708904079150332,0.08955523552175067,-0.02999429414127375,-0.1473917416169051,-0.06289615974106316,0.004947201798819181
HALLMARK_APICAL_JUNCTION,0.029512102912432038,0.050585123640119634,0.12031248617576969,0.07339197972500708,0.09682714245329534,0.16147116271894485,0.008204638302790095,0.02086967856561535
HALLMARK_APICAL_SURFACE,0.04502179699282772,0.028441343820381205,-0.05326050365280669,-0.07128110084002115,0.041680249624122395,0.10595139637319295,-0.06909213801580906,0.039965739869375135
HALLMARK_APOPTOSIS,-0.017890501883797025,0.037116287486474824,-0.034320303938549304,0.03353054335100109,-0.017016489870928773,-0.08980627858472261,-0.022738090818306148,0.02904680465342087
HALLMARK_BILE_ACID_METABOLISM,0.07076928617724357,-0.029743420156544017,0.07623375070363357,0.05088368529476119,0.08215882729816726,0.1621948393537029,0.05324151506949495,0.017324923594710422
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009566584566753713,0.0009018999154170132,0.11224313572825928,0.052237545760862585,0.10445123774587362,0.1333686251818567,0.012629812184602645,0.054356094096794524
HALLMARK_COAGULATION,0.030351202529343403,0.056545667468765416,0.09804469996792965,0.019442314196053113,0.06304846611682145,0.03846421786170266,-0.01952094404341588,-0.001761495874856696
HALLMARK_COMPLEMENT,-0.021636443420901246,0.014752420692991845,0.01812568347280043,0.09611623723869167,0.07729779592554911,0.04110607657545573,-0.04922391485192923,0.020472987358917682
HALLMARK_DNA_REPAIR,0.05768493762246241,0.026340575209615764,0.12999924471223456,0.08006444073685337,0.10083754020195615,0.19222306072115047,0.020305930237861664,0.008030763868011593
HALLMARK_E2F_TARGETS,0.0629311643783496,0.02803571353575273,0.13776830990954544,0.0682883436371279,0.03982124366227268,0.06477444678166597,0.04895549389147247,0.044815421738380636
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07324816518458908,0.056952638494931714,0.15676726386721904,0.06591007086657434,-0.04090074843599582,-0.1357415812562224,-0.055847743477846455,0.008820271122594384
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.007788326567107878,0.0005823657736710198,-0.024686805448612112,0.05356615526604695,-0.0014485150569173504,0.08712044455736091,-0.004925745105627476,0.0008024891346108517
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05301198633427277,0.01928884788135197,0.06350057489486463,0.02208583459975238,0.11364844103907674,0.14203660444182023,-0.024132086779226132,-0.010809001841143195
HALLMARK_FATTY_ACID_METABOLISM,0.026532736765158087,0.004960845529077029,0.012305984920603986,0.008799749058628384,-0.04329769171492448,0.0161134755475064,0.03631320138855772,-0.02953592143598493
HALLMARK_G2M_CHECKPOINT,0.0367107008112473,0.01165906653013798,0.13451433919489206,0.06864210753891946,0.05086916062313687,0.05159923281019945,0.03656513367873189,0.0377773336055178
HALLMARK_GLYCOLYSIS,0.05490343189889271,0.013007329855234387,0.032907430775453314,0.061882896082059526,0.032379672467953154,0.0860765221116729,0.015692843881802178,0.028755736515905142
HALLMARK_HEDGEHOG_SIGNALING,0.06858217308566322,-0.016589936849001806,-0.10995091157073343,0.003989962508401306,-0.004996495584226562,0.04884640743649412,0.007690238483553223,0.07223307591293068
HALLMARK_HEME_METABOLISM,0.048748949263457235,-0.0011185201506842789,0.02803140246269923,0.04226539442834481,0.11129169527862842,0.1751917729828374,0.01481721085768433,-0.003340457460760805
HALLMARK_HYPOXIA,0.035137262424569486,-0.02257908737201615,0.022229806314132974,0.02033028571507567,-0.0749935616446973,-0.061001522074852016,-0.0749813336361399,0.033676431601207875
HALLMARK_IL2_STAT5_SIGNALING,0.04155816275509495,0.03887167333395648,0.06891429167435496,0.08393126161626537,0.08214414289421655,0.13563656045638312,-0.014861952061950208,0.0021699615271724452
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02462420361375432,0.023470800008353544,0.1458649524664471,0.06538600801706895,0.033637239204724965,-0.012902045338616133,-0.0032445135900362634,0.05770461353438688
HALLMARK_INFLAMMATORY_RESPONSE,0.025980464108877124,-0.0025003306301787788,-0.06491827519997029,0.03135859930478685,0.003957324512414101,-0.06872393229203451,-0.009685212915262862,-0.0340111418282336
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04453522006336433,0.08417864177273489,0.12368332565050946,0.0739085354463955,0.0946873603039216,0.15546037173076124,-0.04033574237051077,0.0190062446486721
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0034988413098649774,0.06269968711864918,0.0652986641762726,0.06215832652580981,0.01894044043399273,-0.059188133920717,-0.0365799851553811,-0.011885903966871099
HALLMARK_KRAS_SIGNALING_DN,0.02187303951974469,-0.06573306813664379,-0.04868578415304572,0.004252379117303581,0.07020675236948597,0.18497824341119007,-0.01982231607929929,-0.00466254913666686
HALLMARK_KRAS_SIGNALING_UP,0.08516672429406207,0.05255149827175145,-0.09496655970215082,0.048559683861299725,0.05874508461282541,0.10147440050114273,0.0065293135250133845,-0.007773084428125031
HALLMARK_MITOTIC_SPINDLE,0.05228992960784315,0.04285420088818879,0.10506752950586992,0.04248879172438246,0.0910890599990981,0.14733201522891468,0.03067437674183447,-0.0013251651453132724
HALLMARK_MTORC1_SIGNALING,0.04616648016459412,-0.006527477187478406,0.09360198901384792,0.06442313958007218,-0.053249002242226125,-0.06477211604417382,-0.05436319991111097,0.07042829665066956
HALLMARK_MYC_TARGETS_V1,0.07379809632961543,0.037300056608305564,0.15082702340544507,0.08333080866578613,0.1092416558819892,0.20847847198315914,0.035901501179217164,0.05393815518067452
HALLMARK_MYC_TARGETS_V2,0.0811458076550384,0.021418338491941524,0.11679142147043771,0.08904826977610285,0.07512464458000742,0.06265099863534332,0.003859616868643209,0.09099548545489428
HALLMARK_MYOGENESIS,0.001323433051870311,0.05203807085251966,-0.059549203894224044,-0.03181507263932037,0.06944073334096404,0.12562319025366125,0.012924425324844559,-0.015548926746209215
HALLMARK_NOTCH_SIGNALING,0.02517376447327991,0.07302141993424328,0.024388912652223888,0.052787661641983306,0.11496435599215521,0.18676151298200888,0.01593792097082701,0.01541032660476515
