,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1117217347467122,0.15476924921488638,0.02489761922778655,0.10581681181946577,0.12204154081292286,0.06323928855660618,0.07573729037064514,0.05060731403008392,0.18100421943392841,0.07027508443718387,0.07014184078309814,0.0012248083667377597,0.07895959779300797,0.14163782687456156,0.15007569980076224,0.16257471249669492,0.20646987558802984,0.0028076826424353455,-0.01918106708135725,-0.02002106820927302,0.23361423869160372,0.09039883986471987
HALLMARK_ALLOGRAFT_REJECTION,-0.08958512059789958,0.05136759227475562,0.022338412402548278,0.0904053748628501,0.08465588055331291,-0.0025995770975567843,-0.009953500604584758,0.029876604606130147,0.22154502921038782,0.163771937418569,0.017703100054349444,0.08484864251445955,0.10352397704771205,0.023056541297986812,0.08779948150298693,0.07281661438063217,0.07036450807609052,0.08408899748140747,-0.04084452762918259,0.026038550335659643,-0.04357821017949956,-0.024663205563599088
HALLMARK_ANDROGEN_RESPONSE,0.11045599802859137,0.1087553577862281,0.016939003323468503,0.06270258306162076,0.049033718197549585,0.060432960362725364,0.08789830785881614,0.025650438853803408,0.20973499337594625,0.1429194584490956,0.02524710383570769,0.08645196683128374,0.14255211145769087,0.0792355099318152,0.042798412638349735,0.07162064162945485,0.08126336264381871,-0.04345370547533173,-0.02662026866483067,0.09488642209836688,0.0692362331498979,0.1454499220275458
HALLMARK_ANGIOGENESIS,0.05551645692604587,-0.02265415464952256,0.017918912256071094,0.008807761651858353,0.12391518471299348,-0.03187056364413248,-0.08797272904583073,0.034316983301348115,0.21026918839581776,-0.11976200214270943,0.10481377223416347,0.1031918974265564,0.1350833303312596,0.027675986260860912,-0.19782778547381238,-0.06677555605839809,-0.008558089098057935,0.07273331225305227,0.06716516400480128,-0.021037462010987856,-0.22629733084114836,0.15158857969484738
HALLMARK_APICAL_JUNCTION,0.13099868797875844,0.15672110260639713,0.0192854839265491,0.10306640325569749,0.07699062237925589,0.08719447849401181,0.08330275442304541,0.050227449676724524,0.22808551440445243,-0.043591144665355935,0.04440410145755734,-0.03839746400923315,0.18284878652082445,0.11794520917729556,0.11980170099621265,0.062139685160792414,0.21684872475711603,0.015536462596302264,-0.0009831604785823904,0.0018840167811599864,0.11834548856663628,0.11046754247847171
HALLMARK_APICAL_SURFACE,0.16036363076099844,0.16428596636676365,0.03278245326413512,0.03672166232693257,0.06524186967461539,0.06232484393842902,0.09441360077929482,0.055656172313040306,-0.015732805692048983,0.12178557199581294,0.0011179027816519062,-0.05370056907087007,0.1331737647851088,0.07637633473752448,0.1843292648215321,0.1390920515853994,0.15504438224774014,0.019925526100148614,-0.033572002130974846,0.048600213713905285,0.04730463597171973,0.052132976454944045
HALLMARK_APOPTOSIS,0.04953140802856925,0.02945767599890632,0.004464010558185808,-0.0021866474790152605,-0.011612028243026885,-0.007430618325846344,0.03625836671022921,0.05328132747585657,0.07933514996613175,0.017090232933965915,0.09630707684760598,0.05857036938257125,-0.044270675697960206,-0.06794166107676211,-0.06150469247760586,0.03776713256065888,0.08046367515239682,-0.062030430692881854,0.056701586949192355,0.010301179543871728,-0.04455384925026486,-0.04473395520061071
HALLMARK_BILE_ACID_METABOLISM,0.060332498448114634,0.17622900458472832,0.05827202861634639,0.05214252585914829,0.06925048793231157,0.08678609847242763,0.017693073350716074,0.0005300469259605479,0.23751177760065958,0.015975043599765853,0.08125413402596422,0.04495925793874793,0.08856962158288,0.0878831465513761,0.1677511815084718,0.07001665918661489,0.16546109902866057,-0.01836627929794611,-0.034296985193706955,0.027970326134309838,0.3187759650092309,0.1107936425831904
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11011161437248466,0.1488246948586674,0.0032784399319259585,0.08103457625556702,0.08153823653956753,0.12488346041831962,0.08308136944672466,0.053414479761633195,0.12443364190463457,-0.08546795087360752,0.11249720184488664,0.08349010485036235,0.17825290191783805,0.12767622172229526,0.04141816362135618,0.10288537308724101,0.2038552074319684,-0.0013496520288860702,-0.047849948869832154,0.03415848126533756,0.32820946922082744,0.18860387951228896
HALLMARK_COAGULATION,-0.037892144685050755,0.09255387057248043,0.016463913035247024,0.04593105868803278,0.02476736803056726,0.07268132844880029,0.0992091754845702,0.06049450279793701,0.19482005118100162,0.056058382617020716,0.10470639634549381,0.11152001664814644,0.16660535131385507,0.03234719419542595,0.14805395320004458,0.06115723662885923,0.18048040564588222,0.00450592376126528,-0.029737821756784365,-0.011136641769595714,-0.07576757073375652,0.04162446946507006
