,UKF248,UKF259,UKF266,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.026793937410159212,0.01965184095057119,-0.0006626506054776365,-0.0012747937488780446,-0.015675246368498243,-0.0036771229454396178,0.04466096455073613,0.07229450449655607,-0.0653431951908052,-0.07041721422534375,0.057756862936781464,0.09775779215537354
HALLMARK_ALLOGRAFT_REJECTION,0.03490959311483453,0.013534029604107533,-0.024687618668829875,-0.018129786041450845,0.10882687084391802,-0.08870016685528866,0.0308760325580575,0.009831002441625698,0.011796099337405127,-0.030710673144544443,0.045509056450826424,0.007708782963240876
HALLMARK_ANDROGEN_RESPONSE,0.023091520272480525,0.009815159279585213,-0.06997818652638553,0.010283908147693909,0.0786425562664715,-0.005622560483463567,0.08934308244547004,-0.014811726353415884,-0.008387140714275994,-0.0012837437149243439,0.03160295397166061,0.11931472949065582
HALLMARK_ANGIOGENESIS,-0.02393538808749712,-0.0514812221794914,-0.037138170040540174,-0.04848742015331788,-0.04819522432385237,-0.16298646785217574,0.04565414862014479,0.020437195346839833,0.050319872964798534,-0.003634387666509003,-0.0622101858121256,0.06041742985956778
HALLMARK_APICAL_JUNCTION,0.01034493582397244,0.04158929914940327,-0.05367506594837391,-0.01581440915218587,-0.0045603430758289105,0.06350224725557843,0.06155442093624973,0.03641133130866788,-0.02293830322225792,-0.06931154734546212,0.048760169900210655,0.17045351955767565
HALLMARK_APICAL_SURFACE,0.043891530925540025,0.02090541835903137,0.022899283744957488,0.03137481071021322,-0.021221487388874753,0.08770905875473378,0.0398899567359834,0.07622542230899862,-0.02440923727026092,-0.08481844246615633,0.0013470308386907806,0.09034079145120841
HALLMARK_APOPTOSIS,-0.052774481004977725,0.03757997932277682,-0.004130562384882067,-0.048644219115453226,-0.032858996993125326,-0.049587589722472694,0.06610870450364435,0.012157846387895268,-0.0009181127354672683,0.010739608791181856,0.07237057893405473,0.05347768747966545
HALLMARK_BILE_ACID_METABOLISM,0.04101498560726,0.05144342699229571,-0.04656002824977279,-0.03938603560135839,-0.003384547139746509,-0.0009499840484795123,0.03861210334009008,0.004412304529532144,0.01885352394307156,0.01789403144540324,0.07809272136840124,0.10276003757246033
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012003433725662843,-0.02621762174949648,-0.04616843723186081,-0.05411896581182952,0.03885748589044987,0.0722098953821862,0.0631179489861738,0.03305392770564696,0.011593418252375854,-0.0031161365101013143,0.0323604171914133,0.07729351481547425
HALLMARK_COAGULATION,-0.006443450622407814,-0.03448886818849886,-0.02589855970845747,-0.03533792090736149,0.010032827582797351,-0.03503647163767671,0.09462834914945531,0.0922416846166689,-0.06884657305280016,-0.06502271987791594,0.013870809494325531,0.11745545459977952
HALLMARK_COMPLEMENT,-0.011451123743061337,0.007622676606512504,0.06360418868411215,0.016951403432156304,0.02594333022647707,-0.0029288998439238015,0.03500065791868112,0.016525760374517893,0.002904447875074106,-0.002639491118408529,0.017820636199976054,0.06004810404263536
HALLMARK_DNA_REPAIR,0.05140984675024048,0.04077609662791926,0.011401222122358862,0.028575990152739345,0.010990205937627305,0.03029809925266501,0.05976619033248234,0.007611459945661074,0.001119988657655965,-0.03177565585935831,0.05949859659716002,0.11152627201126764
