,UKF259,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.015623952186744167,0.09789458731819597,0.053879524831003105,0.1106407617318792,0.14101625941993454
HALLMARK_ALLOGRAFT_REJECTION,-0.027728270235311304,0.03792552483674041,0.019862885678007078,0.07499089977927685,0.06592229359374739
HALLMARK_ANDROGEN_RESPONSE,-0.010028928161507087,0.10323651326190773,0.09300212555345597,0.07763140265650847,0.05881445536236535
HALLMARK_ANGIOGENESIS,0.01837186900516381,0.027918998246050614,-0.0962785014897341,-0.008867188487575454,-0.055959767015975034
HALLMARK_APICAL_JUNCTION,0.0006693698434439881,0.1242397340607772,0.0013253892494148303,0.09133761090292244,0.11163541963005272
HALLMARK_APICAL_SURFACE,-0.0704931594308267,0.03922257683537231,0.030744373829088425,0.08459402750593614,0.030802187913818637
HALLMARK_APOPTOSIS,0.044877893753300556,-0.004221569189412195,-0.027470859343824407,-0.04941961940410337,0.0789365448878724
HALLMARK_BILE_ACID_METABOLISM,-0.03516022320197543,0.043300386457067505,-0.022880467336527613,0.06973359956123196,0.1408647337482804
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.002711115644852973,-0.00013048431504350045,0.04486256978081585,0.10701848229721063,0.11144557550516368
HALLMARK_COAGULATION,-0.0027020202621179075,0.09393676764854726,0.006101092891421808,0.055492787271821185,0.07615867052260797
HALLMARK_COMPLEMENT,-0.021356305629022816,0.05317839399832315,0.01292579881137408,0.058672267949616386,0.1321477377428444
HALLMARK_DNA_REPAIR,0.03211813768390313,0.09976210232507168,0.10350341837309518,0.0981322559105571,0.17008884111811035
HALLMARK_E2F_TARGETS,-0.050731647384880285,0.03332272519050568,0.03687020302039356,0.07609268260141608,0.09916350154108246
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04033477469304332,0.10378775084571217,0.0020381374791709423,-0.05876882811863788,0.026088616294365447
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05170971556550535,0.09063888883123013,-0.02334672407537357,0.06283665224931359,0.10984348690301782
HALLMARK_ESTROGEN_RESPONSE_LATE,0.038709079158349466,-0.04021239489969056,0.07955243427925647,0.1195957720570855,0.1264332899333175
HALLMARK_FATTY_ACID_METABOLISM,0.04195173431540835,0.10520480056423881,0.05609257395033551,-0.02509087878290449,0.09300732781556909
HALLMARK_G2M_CHECKPOINT,-0.009290219602530628,0.10882966695399054,0.05789167133133861,0.03371468660335858,0.08542602460591012
HALLMARK_GLYCOLYSIS,0.0602587595480324,0.1379062377153464,0.008279092867114488,0.061022638020444615,0.1339445042312355
HALLMARK_HEDGEHOG_SIGNALING,-0.03758043585767061,0.053697185279952535,0.079449756120786,0.04611741866557231,0.04695332427538147
HALLMARK_HEME_METABOLISM,0.004357875363894603,0.11083550403480241,0.07656243584650131,0.08002888303259272,0.13042329934429198
HALLMARK_HYPOXIA,0.06919989978344367,0.07617123261084109,-0.016516527655505913,-0.06946285822800913,0.01756480873870588
HALLMARK_IL2_STAT5_SIGNALING,0.03805874874311728,0.060664230525638685,0.028266589652989463,0.08344804562504729,0.10018870728656122
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.016379762941025798,0.06854499999410445,-0.027489698440094915,0.02945337478492299,0.10442284362337599
HALLMARK_INFLAMMATORY_RESPONSE,0.012202796529269115,0.041376010800940784,0.07190466175161865,0.02187838025336765,0.10003265176891803
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.016407146771406603,0.09388334815607469,0.07252787706741069,0.07260070211133006,0.0968692544811655
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.01911166378993301,0.07373514218284834,0.0032019927350435324,0.02962535185082296,0.08779800492814618
HALLMARK_KRAS_SIGNALING_DN,-0.03481102739770275,0.0862141904098625,-0.005352525686027248,0.11045205877418186,0.14947148131465685
HALLMARK_KRAS_SIGNALING_UP,-0.0020253828648088006,0.14699047214662764,0.08713628170073663,0.10658549177777835,0.08589030807489231
HALLMARK_MITOTIC_SPINDLE,-0.0076038173307982895,0.09765312375508566,0.02716860587096941,0.08367359375934916,0.1322272078438114
