,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.054695151708152326,0.06760472888086576,0.10207641508555028,0.001651294126838076,0.03692824912656412,0.14419452645908706,0.0447730948325776,-0.01897996022018337,0.048329266232141475,0.12059191512426438,0.02379482644161666,0.06837694379752748,0.0030759362452885014
HALLMARK_ALLOGRAFT_REJECTION,0.043225003769511154,-0.005068181979714077,0.11472553649957021,0.1054762619769779,0.10441287565353337,0.1784340996505251,0.015634798212329416,0.07097675339915047,-0.03959272230868471,0.0669991024388035,0.09720075952733732,0.12164704954332328,0.060991411910936176
HALLMARK_ANDROGEN_RESPONSE,-0.0416735272104663,0.02253890900949594,0.1159771211894638,-0.0047617130681152165,0.05422824149063176,0.17706336377713547,0.039485569134750216,0.04611797136760854,0.010175206774217316,0.06279083019544027,-0.02063315246789784,0.10518073128977774,0.04250158610991014
HALLMARK_ANGIOGENESIS,-0.0780513597249716,-0.0023165299687199336,-0.030552300864162406,0.0001454421583739537,-0.016190943370758274,0.19562955346229902,-0.007106512606499836,0.13181760933694187,0.034235617948765576,-0.13915208928877115,0.11143841379062165,0.0009160324465997077,-0.12356020861574898
HALLMARK_APICAL_JUNCTION,0.031942471202888525,0.08877875916261899,0.08161462941443451,0.026989234634754732,0.046224447695867386,0.20283818954045937,0.015811814753662525,-0.029693458029711454,0.0094940049909771,0.15649240753457075,0.02569131322674983,0.09756672820634049,0.0005404198084034293
HALLMARK_APICAL_SURFACE,0.04893562849760906,0.06534184659285501,0.07257928109673409,0.008829682655107486,-0.02432233403161217,-0.09605573311399639,0.05667256027286859,-0.012323468296126133,0.025026536846630996,0.10068780037346822,-0.02067920139377117,0.05983245090831337,-0.021624125318287713
HALLMARK_APOPTOSIS,-0.005555341013200456,-0.00638465189682455,0.02448825870032161,0.019112013660172372,0.020433565238076563,0.05067176362342257,0.007189264755023961,-0.02181730263475051,-0.012335104773446168,0.13271950974334926,-0.001177377186801561,0.01568598828744005,0.00300208742770045
HALLMARK_BILE_ACID_METABOLISM,0.009098210095310718,0.10606406871783895,0.03483602796049648,-0.01233188894794168,0.033841606181245466,0.1780127945914733,0.08311359024623222,0.028145064752184142,-0.031109778212051867,0.06539834409810028,-0.03379597952455475,0.011607909611017727,-0.016664166256130826
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.022590640086171794,0.07947833724413628,0.029906781998696844,0.016317081498487814,-0.006194555194966393,0.1314990195713081,-0.019710697900354866,0.09453323800028611,0.04949909947137381,0.16223856400736753,-0.005517284863141141,-0.002555722715386936,0.005537497902885322
HALLMARK_COAGULATION,0.05037366617551458,0.06663767749456057,0.07557580394077226,0.026936410145695838,0.005608924373646884,0.18729145215164306,0.019876662785258882,0.07202003558505284,-0.013421845558087231,0.15478876193618996,0.07808779613771652,0.08317264060225352,0.0008240663049355496
HALLMARK_COMPLEMENT,0.06528778972732645,0.017431702091487058,0.051158467416702776,0.06408487980741859,0.04470121053472446,0.198170065874573,0.06153623152899664,0.012636973754162615,-0.009927538838174937,0.09763529585240291,0.06658378722124866,0.03351665243292573,0.051646098137000405
HALLMARK_DNA_REPAIR,0.004428650852875995,0.06027609313728692,0.08392265723838575,0.045740349205132036,0.08488453959165672,0.18075667621684052,0.09071535985525146,-0.026139488779781714,0.09596761893427479,0.16404178008615103,0.05212738145317467,0.06042987580926679,-0.005751103715585543
HALLMARK_E2F_TARGETS,-0.0072030032481674305,0.09529519805247576,0.06700060849132135,0.02065613788773958,0.007301365868518464,0.17424470210462079,0.04898057756422066,-0.07900744264288807,0.10972587167515051,0.09826228558270705,0.02466498853438859,0.019099011940390837,-0.01801540066949383
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03222862590102953,0.044325384874210644,0.02483005432645878,0.026281781727117502,-0.029382930631019523,0.18020266966919277,-0.001170132234295441,0.035302194995466156,-0.04665983903488352,0.1321517260372974,0.04525669354293716,0.09663941105494403,-0.07924941081179503
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.034186718046415696,0.06661787091944366,0.023453712290892326,0.010864768068876391,0.014907927952603657,0.14215486522951973,-0.03313486076531667,0.0072967606860443145,-0.051778987205528204,0.17009784858135826,0.018982657026038095,0.050277190376722763,0.011731376638898573
