,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.005407480448008561,0.03610401680850967,0.0030600510228066904,0.03673393900731376,0.07114883730803834,0.1544697235857472,0.03942083282230749,0.040371300129590774,0.022086546175419084,0.013009179298992382,0.06772128255731402,0.13023734135763712,0.07222391760272376,0.1379645671832614,0.006711430952343438
HALLMARK_ALLOGRAFT_REJECTION,-0.04949866528128098,0.03611311569535458,0.037214694946827755,0.02052181344089137,0.014470465350322629,0.18187362839182958,0.0009663503240512958,0.021355504392088963,0.1283860392929094,0.015115056633190316,0.071362080298781,0.11112482772337495,0.06801651471617622,0.138809510702178,-0.000890763823250642
HALLMARK_ANDROGEN_RESPONSE,-0.0026157221378510704,0.08102117879579028,-0.01386194649731705,0.049281070908204466,0.06972580539134578,0.16054827369967603,0.07118421816790232,0.04547964816318124,0.1324618796842612,0.05483258958695758,0.07814457718658424,0.1724432872933978,0.04860712395383739,0.14366754892599573,-0.024119306833887084
HALLMARK_ANGIOGENESIS,-0.06404546794040956,-0.035226945075584076,-0.08454940744060485,-0.055626211431007364,0.018361626849439514,0.2225774132812778,0.0653219867330687,0.0831819354461327,0.05074038373078014,-0.003633428717661524,0.04765422393077443,0.1371326560308066,-6.370413028373206e-05,-0.005914567701049043,-0.008315355243379204
HALLMARK_APICAL_JUNCTION,0.01405898461444098,0.049851688193991675,-0.04627907999841577,0.029167515232130833,0.04181708446651171,0.1738550483644907,0.04080106563751521,0.040043913641231846,0.12545314597257567,0.03784892127763651,0.06808052526934931,0.12602206599641372,0.05823465406732952,0.19017028939092145,-0.0031160450419386904
HALLMARK_APICAL_SURFACE,0.10986116639793245,-0.03779649966511183,-0.01965251628369657,0.02870208627167602,0.02959120602635353,-0.09300834285190017,-0.01727257910055758,-0.006131312074831153,-0.023709309448464836,0.03926102711813195,0.03302374117775967,0.027591033661387997,0.06979453939370081,0.13976417731325227,-0.026412175326340073
HALLMARK_APOPTOSIS,-0.01013071495661786,-0.017396987225938198,0.0359165561544532,-0.01167920239926431,0.01781229480402903,0.01451259225471357,0.03714940753861219,0.011021247952358926,0.09838090319155939,0.012801243077991274,0.004301643368350732,0.04471376307360133,-0.026446857044198167,0.007517816828882017,-0.028358580420542037
HALLMARK_BILE_ACID_METABOLISM,0.036006416074259154,-0.01847622221277631,-0.047083178553518894,-0.004814350649797693,0.0247101831683836,0.1320551502000785,0.03223098372987536,0.035344401594390416,0.0944766747766239,0.021647744040858546,0.07002178537865042,0.07057618771082447,0.004102161824226047,0.05218542226611758,-0.007342465934093886
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0684088726108286,0.021927124430963518,0.028999352168802357,0.012719446672267598,0.035731966765700854,0.07301799669500103,0.08274199679557875,0.02974015914817597,0.1578255649832793,0.06392090794863696,0.07835344479789462,0.1312109169219253,0.05575678306870711,0.04100811318587007,0.07731291763695806
HALLMARK_COAGULATION,-0.018650654858139177,0.024555811369339743,-0.026841229719487297,0.055512329294638986,0.012982000645985078,0.1683079840496337,0.04088300831717559,0.04365673930484781,0.17890269667520517,-0.03131338486190896,0.08967797221828713,0.05839482221650023,0.03189374715788937,0.13575380014145944,0.00935527993123044
HALLMARK_COMPLEMENT,-0.034613134258418964,0.06522706371209167,0.0032392659788354487,0.0681442710122737,0.0853054185758786,0.1781358244441738,0.05353437955399818,0.051126856701855315,0.13943979002857163,0.0050369208124787495,0.011103672835836477,0.12666765053037776,0.0715168354732752,0.08722716381430831,0.023168254675179294
HALLMARK_DNA_REPAIR,0.03960828810591477,0.04252618744211793,0.0316285818007005,-0.015331700099244566,0.0584190263980352,0.17249109351516217,0.03392125811414807,0.05383593587990021,0.08612556824996251,0.03325649509632374,0.0996639428024554,0.1651013964235926,0.07720771802540324,0.13822368073363803,0.031942284549234146
HALLMARK_E2F_TARGETS,0.07374529355055005,0.037817885722082174,0.0168629922026215,-0.02789349017684257,0.029540615588344206,0.17202035156163883,0.04358844356616336,-0.007787954970977828,-0.059258278628645245,0.023746879834674394,0.04989606188456172,0.09293218796425921,0.04723345447440565,0.06674172678570497,0.014530388782389507
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06274955944930302,0.043447196744667564,0.008980398558990299,-0.0036088174458995146,0.02752141707990956,0.1815608756728603,0.0871722106049672,0.009997894058479732,0.1472998252743759,-0.02534909524574255,0.0881318867122169,0.15132549825425093,0.03706241114285845,0.11202964223924754,-0.03361644371938151
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.019984828940624318,-0.011009952395043376,0.05393463816879404,0.07149022010415197,0.0815148285264681,0.09425890865969522,-0.04359424046871702,-0.021809230981941694,-0.08007086590624306,-0.01663356058122427,0.020711789784471135,-0.025271269457565342,0.02582351493909692,0.12551349524588953,0.00543231190201869
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08287921474125036,0.02691033335517965,-0.05241502300293066,0.02620767335269385,0.03166496564026808,-0.0076854008690080845,0.02271450358541665,0.052487796990506985,0.15560834684683736,0.06826309114009003,0.04998320737962854,0.0708277173026943,0.07403050543447791,0.03912314697208459,0.03387310979112857
