,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.09550952846843751,0.14384460312984443,0.11792822944694611,0.008702307629936052,0.2515141561800237,0.07460447770390351,0.1500408638632147,0.12911450446743325,-0.3705243762023552,0.13916642051559186,0.08853512639816155,0.013040836114509088,0.16657306402117353,-0.006573381562150978,-0.07498867239652518,0.13369833355047214,-0.1824309703596825,0.043067482306781465,0.05498906235129972,0.029598988923993524,0.022882477543629553
HALLMARK_ALLOGRAFT_REJECTION,0.21318662018705586,0.12623931167654218,-0.08082627202640252,-0.034461969229257115,0.13948795300310918,0.026160998754417016,0.12751827126295903,-0.2847500390942064,-0.5523441174967797,0.11235680112294187,-0.02219605071141888,-0.015543660945233616,-0.05373654625802801,0.03425790330862334,-0.08867829516386418,0.03354235685497377,-0.0978769490142065,-0.06914179971757932,-0.018957635904068314,0.1261665653288588,0.03287456014165693
HALLMARK_ANDROGEN_RESPONSE,-0.025740270619673114,0.006091943894033418,0.06825490609703681,0.01836063963530592,0.15278665353140813,-0.015399727886042646,0.29090020038311853,-0.0299433970576086,-0.42747057445078374,0.07322607279920411,0.010401812166563268,0.12647469370633768,0.08317128551176779,-0.0010034249821612284,0.09694106591062929,0.047006213020494264,-0.002525155922156992,-0.11483565994023992,0.08949711728617435,-0.009538240371035926,0.09118583339227382
HALLMARK_ANGIOGENESIS,0.1924904210798604,-0.22003694656160686,-0.09914896543487335,0.06061833723973089,0.0892141895614991,-0.016128944127547014,-0.2811459194721256,-0.14766657598316618,-0.5446274071967974,-0.2711946390973798,-0.013592047803809555,0.0840184389945696,-0.27127731617173667,-0.05044086055017672,0.05119624887143797,-0.023276658846122653,-0.1842859202081791,-0.12846605296120314,0.02345190765162362,-0.29304572233884735,0.05614961895464357
HALLMARK_APICAL_JUNCTION,-0.18619014662330713,0.07539793573247017,0.10469490297688111,-0.04126852862481308,0.27609680769168643,0.03865499419255762,0.017258329581511182,-0.08389003742799438,-0.5416923828710547,-0.11306847195840004,0.03609191733260723,-0.03661766090639241,-0.009407045869003712,-0.016412022184263034,-0.08880411480865727,0.1060202197770645,-0.18937834826585076,-0.08308987484140326,0.072005163735185,-0.041028158969942795,0.049352827690991724
HALLMARK_APICAL_SURFACE,-0.0999722577281405,0.30580444642886506,0.14440226475661774,-0.006611028304733546,0.11226968209511232,0.032191286648010735,0.02413657442086172,0.26042628824374014,0.23773294915541066,0.22870025686389775,0.02930078892721601,0.07606372273387907,-0.0037239572829940275,-0.1551838807600206,0.029866497034043073,0.06610197484441872,-0.04551752890282643,0.009120352628811187,-0.04799140822230158,0.10899805071882915,0.07614525747962385
HALLMARK_APOPTOSIS,-0.05916628946300271,0.04807979722652664,-0.04247001645213273,0.0029510528984908035,-0.10214018625504277,-0.009044987946950397,-0.04184099057366831,0.012928581751249483,-0.18328341953105767,-0.05371288532103036,0.029438255069901283,-0.16183800277507748,0.08970597619177001,0.09345700623254373,-0.13991975940179135,0.023737050724814926,-0.08327312213574592,-0.007248350432549627,0.07911799710617719,0.04462937086777609,-0.016878014154380987
HALLMARK_BILE_ACID_METABOLISM,-0.18218373692318646,0.02377680873649313,0.05540266475284672,-0.05173450050580156,0.21124538968052467,0.032119680198531016,0.001772528696299554,-0.030537768173473413,-0.505256411293292,-0.07472925966097015,0.04188015942587397,0.07671025782654597,0.04191830837447334,-0.1457001098693038,0.016136730366683075,0.020936448589012585,-0.03101298699539667,-0.019776748228985352,0.04128657419359975,-0.07859674400561487,0.028211553095285762
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08128948645230215,-0.03727794812222461,0.07660083665300592,-0.034825042713249384,0.16322507419523416,0.03482378134964516,0.01384856559617231,-0.08387882852493439,-0.3091095777574043,-0.21128702656960466,0.02313585489663394,0.0795832666677207,-0.054265853808611327,-0.13679820076985708,-0.0447424190303499,0.10274773258992242,-0.03772968766708237,0.0570689386147962,0.08186765333563947,-0.07192541661238443,0.15137863587662287
HALLMARK_COAGULATION,0.29862392876637633,0.0027514637230575995,-0.01127653027610615,1.3970925617537323e-05,0.023747202623799944,0.0050290020267549735,0.1139252818810383,-0.26053056988817647,-0.503181087853479,-0.05090906670706389,4.6460412458775487e-05,0.03095705316425918,0.007539957272302593,0.07034476939135968,-0.1467386488715293,0.0993939165158293,-0.18401748852947544,-0.0070805194296910505,0.048444893868689574,-0.02991813498175871,0.2294540325789667
