,UKF248,UKF251,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06922961148296397,-0.037859276870315234,-0.036968509135337266,0.011281552843148112,0.04423702380373536,0.05333367899187989,0.11354504770468028,0.07805259112965403,0.048306098901659475,0.11394604504072886,0.07222566393978395,0.1080588641815125,0.1026371011870485
HALLMARK_ALLOGRAFT_REJECTION,0.07282236730125075,0.000680006391291993,-0.005387874010584788,0.041828452459390576,0.012727144780205295,0.03238403657315708,0.0804917778712499,0.01084062090334357,0.049964541270865845,0.12145806154230428,0.055567992461721255,0.16281363627022227,0.015918627460093603
HALLMARK_ANDROGEN_RESPONSE,0.10392614453295936,-0.04337096279812971,-0.026778899549470426,0.019550795641335925,0.03383464191479205,0.04551227779114744,0.06728653094623639,0.12022046479131175,0.01856538032720824,0.09302213372279906,0.047549177105878276,0.18854910265341784,0.1150156840174264
HALLMARK_ANGIOGENESIS,0.020881973569662954,-0.05955843675874534,-0.011404328770311813,0.03615805332348072,0.007248923344526008,0.023909448008470578,0.12589242554491872,0.002217120098202262,0.09241698785680627,-0.015270856613313554,0.029792806271998925,0.0920761191149935,0.13955094795323236
HALLMARK_APICAL_JUNCTION,0.09980043209080072,-0.018300527650771874,0.010445056881177708,0.024222635318907323,0.06991736634860145,0.039090266326844175,0.10468789278981878,0.07115609772391365,0.03702115285192922,0.08855496324086873,0.051689449320071267,0.12208013452245257,0.1544225819014661
HALLMARK_APICAL_SURFACE,0.03689416471621083,0.009765658501189142,0.07943916811515396,-0.060938047037668946,0.011195353758981409,0.049259251903403065,0.024972949139359376,0.039614197228401274,0.05653738159433279,0.12807507256640238,0.01674310082367611,0.10230876068927647,0.052703024861303245
HALLMARK_APOPTOSIS,0.0724356449359802,-0.00740455362938719,-0.008697854203351287,0.06745753926840307,0.05199605220725898,-0.024250090995104764,0.02573503931183533,-0.021056620619867343,-0.04107204361481824,0.007184033207548572,0.03871398604115058,0.08387778518931584,-0.024194520197097915
HALLMARK_BILE_ACID_METABOLISM,0.013877896762691208,-0.03182306264687063,-0.008206570227616979,-0.022129597096955354,0.04910333986879906,0.02620302370999068,0.014910259168426048,0.029925451923455502,0.009691166135839814,0.09000271276470642,0.047910183892162894,0.01956694572094914,0.1514001339690436
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01001078610553806,-0.06582317211169071,0.0053208793567008665,0.01765409173742017,0.048438064700284375,0.03564365273693775,0.03789691931173827,0.13937341636641887,0.018373818913610472,0.07160911800942191,0.05323992414188679,0.06293190551802562,0.0845697493698055
HALLMARK_COAGULATION,0.09944810049507176,-0.013599677814825507,-0.008078821364530562,0.021845084902433216,0.07852088293852695,0.03042858034542896,0.12325207646120971,0.016910324649648114,0.07049162188947919,0.11655732398234425,0.07168732346028354,0.12255545183485657,0.07363587076928307
