,UKF243,UKF259,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.06338883139718346,0.03193817739032432,0.038305459594162636,-0.10642081964545468,-0.025267672500003564,0.057236111681526744,0.04193683081027491
HALLMARK_ALLOGRAFT_REJECTION,0.0643914156217744,-0.07127395523468387,0.0468237382759006,-0.00016338869333112742,-0.002184553013785813,-0.009876555939961926,0.034578833203087335
HALLMARK_ANDROGEN_RESPONSE,-0.03854905718934818,0.06358086931109334,0.013967757532975727,-0.005246982061357458,0.012577108136834828,0.041179823950143496,0.0490552063591249
HALLMARK_ANGIOGENESIS,0.045018170216735424,0.10815813697635789,0.04302324892686653,0.053513864306952805,-0.030813167993575804,-0.04281383622425582,-0.027363273798686784
HALLMARK_APICAL_JUNCTION,0.018320225723044883,-0.0014744718757295266,0.05787264034690853,-0.06512948519566898,-0.00176608267483614,0.07260514105174098,0.0468259729650224
HALLMARK_APICAL_SURFACE,0.03823130515668651,-0.04940863377273777,-0.023633752079779323,-0.08552050430869736,0.06032041655820514,0.05643660255463254,0.06495655643586021
HALLMARK_APOPTOSIS,0.07097764618300793,0.0774101341184098,-0.0010051558205003241,0.09614182549096141,0.03012153459048114,-0.0723667070606031,0.061380566801998174
HALLMARK_BILE_ACID_METABOLISM,0.017395691017611944,-0.008560132492303547,0.0772464568377747,-0.07412559601754327,0.004470267584979288,0.06446639932936923,0.04272692960697271
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.054259831935755426,-0.02206362019522726,0.03315850026300132,0.029173147996220006,-0.05234958417223299,0.061251381415015016,0.05601070102438757
HALLMARK_COAGULATION,0.07825130424272664,-0.003663216953109358,0.02822376198950687,-0.05247403416195571,-0.07045488661705047,-0.0050651741054885445,0.044034538808329
HALLMARK_COMPLEMENT,0.0814759812894641,-0.00302716998580968,0.04821786169360786,0.02003130567592667,-0.033500207584666215,0.024449456456734527,0.03702889931323478
HALLMARK_DNA_REPAIR,0.025405473177826533,0.07505406024764621,0.054472288304487256,-0.08570858438514707,0.008686809497957224,0.07466078101338691,0.022118084423727206
HALLMARK_E2F_TARGETS,-0.00251178093991697,-0.05435931670979475,0.035553210696641836,-0.0977191769686533,-0.011092649156596683,0.014699238237062248,0.021635892883497498
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.028488437835589575,0.1078459431652279,0.06690768315405093,0.05050244226646554,-0.050603931842880104,-0.07890608803451941,0.0030262970724108237
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.010808854884848713,0.024807051579754918,0.044088327758072164,-0.025755585525138805,-0.010802160552715738,-0.014177583492924022,0.0052132853498784056
HALLMARK_ESTROGEN_RESPONSE_LATE,0.027202610504508694,-0.02134571868667217,-0.022360843101174036,-0.07742516302195074,-0.005580719939233254,0.0627663358418955,0.015773757154053266
HALLMARK_FATTY_ACID_METABOLISM,0.031699991282176,0.04375438281953308,0.03341821567769158,0.061810805199011866,0.02258612720433687,-0.05280515952119179,0.008726455846330345
HALLMARK_G2M_CHECKPOINT,0.03479222983536549,0.027574236144699952,0.04011701711810167,-0.008634889093493204,-0.02515854713672908,0.030140083527071038,0.024481265277533002
HALLMARK_GLYCOLYSIS,0.0022654257906083355,0.07607594870127182,0.07495197786846104,-0.10329532878909171,0.03932743045191675,0.045927218846177786,0.05563504938145035
HALLMARK_HEDGEHOG_SIGNALING,-0.0434812210233049,-0.003542602122713846,-0.0052142615342673565,-0.0373520710726994,0.06076491382547659,0.00781460402496926,0.033291566246079936
HALLMARK_HEME_METABOLISM,0.005139104927702961,0.04869807952705556,0.03464178977747857,-0.08348584639937774,-0.017230520990102964,0.0590889873547724,0.030103616705141233
HALLMARK_HYPOXIA,-0.02405183913746163,0.07322486217657243,0.024115903790202543,0.08320402461661022,0.012075693837803776,-0.032506295419091766,-0.006028134005965372
HALLMARK_IL2_STAT5_SIGNALING,0.018300164003367717,0.07238201656339126,0.023937374886619445,-0.034826659255186215,0.0352825866625955,0.018975563362166964,0.036375575648641224
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08774465879153859,-0.011465842892222546,0.09176598091017811,-0.028264878064313215,-0.03170042155456878,0.06290204190815804,0.07148114782109449
HALLMARK_INFLAMMATORY_RESPONSE,0.029222079092813637,0.06061092623524371,0.06002930426000171,0.025534884361900666,-0.031048708076557536,-0.027902076323551926,0.0014360056156495346
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.00440765237900772,-0.003384477335085984,0.02050987514772341,-0.020161310820957727,0.006693414266619847,0.052497173053276044,0.03865080121160391
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.024931734570132952,0.02247257875561251,0.07025986860425791,0.07354424224341231,-0.09063325296851474,-0.0018567864411552712,0.046904093209509216
HALLMARK_KRAS_SIGNALING_DN,0.04227873763675607,0.006975083607025375,-0.0005734200388715778,-0.12296313366797425,-0.038726936527077295,0.0861951377157452,0.03443834578522172
HALLMARK_KRAS_SIGNALING_UP,0.05997127981823276,0.05242587221591273,-0.027773780068485753,-0.05726369471916749,0.06786462622868453,0.05708531723607559,0.031810422171407095
HALLMARK_MITOTIC_SPINDLE,0.02892573833923821,0.025134315016202988,0.017266350614822144,-0.11675560498502562,0.042392353849095316,0.04621144660795446,0.053698572791416356
HALLMARK_MTORC1_SIGNALING,-0.05821735434570647,0.10057760436818768,0.05347267799668123,0.03696330093943443,0.024265944013525168,-0.019610596870770634,0.009431871262736417
HALLMARK_MYC_TARGETS_V1,0.02717458984472674,0.06366425394602085,0.03920520277885214,-0.05666306163534741,-0.007015909089675657,0.07795049068590805,0.020556100594498892
HALLMARK_MYC_TARGETS_V2,0.07977712822205417,0.01670369112144623,0.028160884907110308,-0.11830823649378899,-0.04044604701187063,0.061397678756577714,0.039485211798071206
HALLMARK_MYOGENESIS,0.05804113303056032,0.003126660458623839,-0.04440185448795361,-0.04784668643213833,-0.025700413672900175,0.027043133203628847,0.0077528210235208285
HALLMARK_NOTCH_SIGNALING,0.03833414850447529,-0.053101301512476606,0.04191998953154944,-0.07773249841967837,0.003309548272593439,0.06268515716028025,0.016153113356870957
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.039544504320910376,0.05657432969764143,-0.01943199305849286,-0.11242781159547761,0.028746963606215613,0.08993646011161899,0.012093943270026962
HALLMARK_P53_PATHWAY,-0.0006192833993488997,0.05749333927898288,0.036906916187312226,0.1032716217973181,-0.013656796333379396,0.07376006843516231,0.043055136615444876
HALLMARK_PANCREAS_BETA_CELLS,0.01233686757270507,0.00612053488718771,-0.00641333924685663,-0.1046926062960774,-0.012008966955881615,0.0722464709572614,0.015027688152472926
HALLMARK_PEROXISOME,0.049630626887091696,-0.05826940779080116,-0.015845289894860167,-0.09143104201891276,-0.01901138245679629,0.058290822147169366,0.03069449593754722
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.01872370073124819,0.005366079925309693,0.024120089437816038,-0.0636832298014628,0.020968536630819396,0.06819780985512468,0.03792284940067992
HALLMARK_PROTEIN_SECRETION,0.008410670512883833,0.06647373255066026,0.03670980075043604,-0.06618597722965121,0.0194288709757304,0.049931279324858045,0.03394531869706216
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.044417512467436096,0.07682726220423162,-0.09415167005018824,-0.014332470315988853,0.01711562995663079,0.1072395978168319,0.036650899002510985
HALLMARK_SPERMATOGENESIS,0.04523283667299643,0.025788352696740232,-0.021085178471442742,-0.09538382856305579,-0.0030065959124270796,0.053768481613651255,-0.0005134156877937164
HALLMARK_TGF_BETA_SIGNALING,0.028202123616341813,0.008974528433572606,0.036049323688561306,-0.06392243429958645,-0.00465077912629514,0.04200962710261067,0.04348745373167374
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.023628120738122246,0.015128910586960417,0.004911967803109979,0.05473802666884908,0.020675925737039472,-0.028416324620516274,-0.0038925112475078805
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.05926910232748816,0.0935382591713063,0.051035570561917695,0.06417955274516939,-0.002673481289883329,0.0538399364249382,0.016092078897943424
HALLMARK_UV_RESPONSE_DN,0.0032091398114894336,-0.006561431613241425,-0.018052383420924734,-0.1230985061886229,0.01715758032168969,0.0187576176253751,-0.016759471391613816
HALLMARK_UV_RESPONSE_UP,0.034150886330291376,-0.005941023172277868,-0.019266347807474053,-0.0829518447594962,0.037395540573517294,0.04276854316592913,0.015477249434819037
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.040217060712830204,-0.037308742099895605,0.043667905369706855,-0.022171369341492445,-0.01216211696165397,0.1028834416521712,0.06016698543385424
HALLMARK_XENOBIOTIC_METABOLISM,0.0470148693155232,0.05810084429465851,0.013463924954754786,0.05074563006726502,-0.026976895897198667,0.04711846927814173,0.023194705238625844
