,UKF243,UKF269,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.10915680983150855,0.0052341708325255335,0.06300110476852912,-0.023133077923692926,0.1620535865752654,0.11553725027796014,0.023520706696345393,0.02255716665252381,0.18281961739924396
HALLMARK_ALLOGRAFT_REJECTION,0.022506418377084173,-0.024831626832832465,0.03725692771014417,0.019424666962022195,0.06364772222160146,0.10683583434186136,0.024659746515448274,-0.047825609925023584,-0.03896850231859743
HALLMARK_ANDROGEN_RESPONSE,0.0009636398095004138,-0.01299068555905588,0.10848113115154777,0.09926605798343474,0.12337059299576696,0.11937346604871181,0.045719590913726335,-0.0029027564247330892,0.14605370645570656
HALLMARK_ANGIOGENESIS,-0.06850940921876338,-0.06012617126631374,0.0005317826556857686,0.0704234417859234,-0.07695117807975242,-0.043863528001551993,0.08309299096659688,0.03075425194957334,-0.13222238431813152
HALLMARK_APICAL_JUNCTION,0.051562064041077424,-0.021360735350863594,0.04061640287670781,0.009783162126536495,0.1535948121028432,0.11723018086519976,0.002831474306797566,-0.0016369162630585857,0.15297315006126727
HALLMARK_APICAL_SURFACE,0.1333134352553242,0.010088994129673711,0.11082136265743815,0.04262966698301012,0.11662336920804217,0.10463282668322785,0.09298471202678565,-0.05398848887418772,0.13505842066823243
HALLMARK_APOPTOSIS,0.06572666972414008,0.018990400391338536,-0.010179546963393855,-0.018497321573599457,-0.10968123448322736,-0.10572305805698401,-0.02065211893018324,-0.031777090395463725,0.08930641507329717
HALLMARK_BILE_ACID_METABOLISM,0.07194246935095854,-0.007107489756422324,0.06762010794461373,-0.013025553772782441,0.10855674331971721,0.07035775087798626,0.0050276645163354425,0.041134872283636346,0.01445203353462369
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12167848204859255,-0.007674649156586484,0.08319211898062281,-0.02084235789624964,0.15441057877220601,0.12845608968546313,-0.03166704875527297,0.08263334622146148,0.0027995392013885193
HALLMARK_COAGULATION,0.11577830637169616,-0.033006365832594,0.003041384898009202,-0.013369339923535556,0.08134549293174381,0.08469918763565623,-0.0034578190160111455,-0.03510508698189133,-0.07666971044654196
HALLMARK_COMPLEMENT,0.13968104696945252,-0.018215077338857445,0.07972278866544436,0.008606202585270825,0.0766608064949363,0.07300223233854501,0.09017616359885218,0.05609561936411533,0.21541494949557896
HALLMARK_DNA_REPAIR,0.08960150571222192,0.006461264910384467,0.09720016262180507,0.03324737164679499,0.1629844051105895,0.13017557156163248,0.011124620109245613,0.050744264445522796,0.23587240982999627
HALLMARK_E2F_TARGETS,0.12100726444617663,-0.02314169807505334,-0.02072614529468031,-0.0601215289395224,0.10036559138672137,0.14119796203118032,0.0018261384383181452,0.05632180460098427,0.1543617164232745
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007268103405931868,-0.013811811251871003,0.001351710047795842,0.03827556660840143,-0.01455961844338639,-0.03027403317314285,0.04728548289158914,-0.020306634845694196,0.045574688355819265
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00799415979485754,-0.015245972537618661,0.008201341613288352,-0.04212886607253201,0.13668468813070103,0.10238684728737794,0.02123574449480897,0.07877894967219741,0.09985157898476113
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08654520213328701,0.01645668494888018,0.09445666427366135,-0.01676389336940545,0.09648259282795324,0.11105678638776496,0.14116522482070745,0.08175407345634766,0.09746517364711973
