,UKF243,UKF248,UKF260,UKF269,UKF275,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.017939842113781516,-0.008710663460091465,-0.08665596562706249,0.02385134835653561,0.006020874477473863,0.01001480009432124,-0.01590802913923661,0.08818318119276172,0.05325789123067377,0.022641900288035515,0.019972699295506807,0.02981377029528919,0.08316516901189083
HALLMARK_ALLOGRAFT_REJECTION,0.02162788766103135,0.0024294455951532827,-0.09262857960355866,0.037041085122392375,-0.06004476430456275,0.05080657008194408,-0.014691599057575687,0.07108429099600934,-0.03190446231925907,-0.004481671011412838,0.022447867987232348,0.04478410836962166,-0.11858906725963739
HALLMARK_ANDROGEN_RESPONSE,0.04574865945956246,-0.004446965261142042,0.06479952837841872,0.012312667496892651,-0.021941452063656774,0.03518172944382228,-0.011928231638497048,0.016826286388251746,0.06201924031299017,0.03681751144947126,0.03234709050196783,-0.034168772482067296,0.07217565335220387
HALLMARK_ANGIOGENESIS,0.05384225091277699,-0.017872833893488076,0.06882683765156494,0.016050675183858776,0.04779137316939106,0.09195494512409079,-0.027085959356446983,-0.05413206916676409,0.011809681589865506,0.01816080060179075,0.055187789501495686,-0.0944036331152095,0.07325303878529135
HALLMARK_APICAL_JUNCTION,0.11463645666373722,-0.00739698652809597,0.04226286136011602,0.04698906922415312,0.023377320268502543,-0.01859714913113988,0.07022022612063188,0.07262360399229141,0.06686982392431116,0.05505348773103389,0.0009812170553360547,-0.040820792356644646,0.08464883109056046
HALLMARK_APICAL_SURFACE,0.014729622151555873,-0.03134664663533876,-0.038333120829479705,0.0672332401230004,0.033912492256815724,0.02390246335380404,0.018071623709274228,0.05761135611627467,0.04516595611912536,0.02870148214411611,0.015058904926928482,-0.031212266349939385,0.08950705097659813
HALLMARK_APOPTOSIS,0.06058453010883886,4.345319115827545e-05,0.1461700089609514,0.019305871037471195,0.05598223806539746,0.037358718878385336,0.025071540526688762,0.022903376278731347,-0.00847654043112354,0.0013987468427414953,0.0031985278188483685,0.04955615134390265,0.04213772338158112
HALLMARK_BILE_ACID_METABOLISM,0.04204800143800782,-0.015961446210935815,-0.11121901878056946,0.00030824692743162393,0.00024111436011768205,0.00123641499055539,0.028052375684343517,0.0026649998367230185,0.04893062682359458,0.031856966394524226,0.030449809413610873,-0.004910050226197439,0.10451638657563246
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03773862969453513,0.004379506993773009,-0.019454315799146436,0.013476404374619926,0.032688540342760544,0.0027620822157011253,0.013695264330425349,0.0273893422161158,0.06370646604173939,0.050662209288166386,0.041765499194177116,0.051689630605985935,0.16992472804154599
HALLMARK_COAGULATION,0.12878244708622374,-0.005894296800141167,0.0958184171940761,0.035929392884808634,-0.021429062357790504,0.02474701737430979,0.02041506688282623,0.13740248659251925,0.051787374772970074,0.02577806482080692,0.01927558946635718,0.07299066960549352,0.1037961352330214
HALLMARK_COMPLEMENT,0.035634372141789994,-0.03392178798530629,-0.006724313115753732,0.05307080588229483,0.050457006079320875,0.01248225806722062,0.016738407806526072,0.0651985107674189,0.03273277130625784,0.028177012781387154,0.07147292945559221,0.03299473246436819,0.03193528736320262
HALLMARK_DNA_REPAIR,0.036065000747475914,0.0008313553497290494,0.024612541656482113,0.05648144940832669,-0.047083043230652016,-0.05416137231685701,0.06221203323236484,0.07857519987084476,0.042953003953876794,0.04606876386379297,0.028683557297174256,-0.0006037523612504702,0.1468469030242597
