,UKF255,UKF260,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.08092537376802018,0.12130058955833113,0.08436044723808797,0.027307832028187904,0.08112583331782368,0.09232518576353578
HALLMARK_ALLOGRAFT_REJECTION,0.03618499743258613,0.04618337550826038,0.11863663318269255,0.026899572750301335,0.017794128864056052,0.05524715736320921
HALLMARK_ANDROGEN_RESPONSE,0.0070732484325710535,0.05109723350898462,0.10750237050627215,0.03017802843033355,0.009923474646870026,0.09112799112350647
HALLMARK_ANGIOGENESIS,0.0556971856647367,-0.10767648016405396,0.10225024826122484,-0.020965026056952107,-0.09631241949183572,-0.0439058465994029
HALLMARK_APICAL_JUNCTION,0.08623125851270007,0.004953217985090426,0.10596668644625525,-0.01971963531276955,0.06028531558907197,0.09394362630592049
HALLMARK_APICAL_SURFACE,0.10636043281405125,0.10501628182835364,-0.02057464795211864,0.03907846661699137,0.04831308822312589,0.031051898691872127
HALLMARK_APOPTOSIS,-0.012950640598547666,-0.10788718524184544,0.007353098162159615,0.02220452630998322,-0.14139546292107794,-0.017015714502103044
HALLMARK_BILE_ACID_METABOLISM,0.06130093810225435,0.05482967497995947,0.08945856637924911,0.023733721933444394,0.11315432293111943,0.0812948755842056
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07741554204447378,0.12341882162413513,0.0683904446051372,-0.0057108705259018835,0.061747102267416996,0.05753477303593606
HALLMARK_COAGULATION,0.09674864425356713,-0.028966381597189197,0.06832995379375557,0.03361892582938854,-0.03434418666244622,0.03733500121998637
HALLMARK_COMPLEMENT,0.13338123231105925,0.020083599202293165,0.09230539980595698,-0.037513523075354854,-0.05397665567391529,0.01782049675049677
HALLMARK_DNA_REPAIR,0.05310331242313772,0.10982367941446092,0.11297793953888212,0.03163343676560604,0.10186438447210044,0.0976901825532867
HALLMARK_E2F_TARGETS,0.09472256973071311,0.0835659532396978,0.11340088177143565,0.047302265100684436,-0.03198377765372148,0.03236771205715054
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.015747357411137884,-0.09158843248198921,0.11446410472931308,-0.015907638240675835,-0.10951414469852862,-0.029267529088135617
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.032883897072952764,0.0627234464654482,0.05885540107856909,-0.051228517389077764,0.026921729754314273,0.07137421916850718
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12035948902561855,0.04313320945544366,0.03757479633132592,-0.010538614243932766,0.07861378216048988,0.07258500062635811
HALLMARK_FATTY_ACID_METABOLISM,-0.061747090163322735,-0.06632054835026209,0.05894764550224392,-0.085505764001751,-0.10139562956258562,0.025053480325071657
HALLMARK_G2M_CHECKPOINT,0.06204551628600465,0.02555772746711871,0.10095611295115546,0.001464040951615121,-0.005661679262020392,0.01998160344673024
HALLMARK_GLYCOLYSIS,-0.06932817287518028,-0.017473056564152125,0.10025217638658379,0.026313820532898127,0.05232857573543342,0.021602529905309444
HALLMARK_HEDGEHOG_SIGNALING,0.008463104440994776,0.09223438300528772,-0.027743110974371335,-0.01097617109828336,0.024931298411079154,0.02795234694295675
HALLMARK_HEME_METABOLISM,0.06479133100432434,0.08296912035474259,0.12008308923223938,0.05260863534531602,0.09333016990248273,0.09977249194042735
HALLMARK_HYPOXIA,-0.06597001858815654,-0.08350137706027129,0.006217957318704432,-0.008015836216994143,-0.055698131831751235,-0.025443410696933115
HALLMARK_IL2_STAT5_SIGNALING,0.11039332816991598,0.05605534211662821,0.1133503249213243,-0.011900083209866115,0.008046619391422786,0.08089922137082423
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.13476035371970746,-0.10927374387965097,0.07577280476190815,0.003277792999777681,-0.07024653648752852,-0.002472804739955413
HALLMARK_INFLAMMATORY_RESPONSE,-0.0051247046097071805,-0.11567060286904828,0.09798258320353424,-0.009693920351820144,-0.02308517550879804,0.002609993804676221
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09508162494576577,0.14317992555352316,0.09630115111964892,-0.0047167562009174414,0.0680988203341194,0.06384759745861392
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.024460083027404343,-0.10693923650751117,0.09558525107483776,0.01807846069081793,-0.06351242295704007,0.010701635432066842
HALLMARK_KRAS_SIGNALING_DN,0.0015251811623367083,0.10776649756161928,-0.04190351531063842,0.03841267862057029,0.11120513821725839,0.08467114331478315
HALLMARK_KRAS_SIGNALING_UP,0.07524349578133059,0.04101759691233186,-0.003359420487414473,-0.013044246371412029,0.025115263197130793,0.05895237259047578
HALLMARK_MITOTIC_SPINDLE,0.0982902292925752,0.10537438428138013,0.10131648608917242,-0.034358738510947735,0.023840192540445154,0.09206732845645255
