,UKF248,UKF260,UKF269,UKF296,UKF334,ZH1019T1,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.037292038016134545,0.0574384129574505,0.1420992062190436,0.03266157564836965,0.01815073726530421,0.01246921593039642,0.08765662588765599,0.06975408959985005
HALLMARK_ALLOGRAFT_REJECTION,-0.04406130569192384,0.03237636428028014,0.1254479142738201,0.04375587147495345,0.0451416571758525,-0.025336104163244413,0.022017423283364757,0.02893548371930516
HALLMARK_ANDROGEN_RESPONSE,0.0037083399220039946,0.09115179928717729,0.07466953315390246,0.04650891727411233,0.05236705262343713,0.003070618751677989,0.049958678506031036,0.09914906868600744
HALLMARK_ANGIOGENESIS,0.003938260785992763,-0.07389664865945296,0.11598007401396633,0.04665268745748388,0.013436976490098897,0.00044712806940551826,-0.06936934166266732,0.010419226135056275
HALLMARK_APICAL_JUNCTION,0.017503258843075718,0.008252148173115575,0.10743681416719209,0.06611795651832683,0.004871447552164745,-0.009571500865583402,0.10964755996942492,0.09027955013130322
HALLMARK_APICAL_SURFACE,0.06160492926244922,0.020183436611616926,-0.015428093423346091,-0.07231329514252441,0.01228184672182649,0.047986240049041215,0.08486308427147501,0.0503640160294216
HALLMARK_APOPTOSIS,-0.008493290225782659,-0.010415245886622218,0.02754515508488681,0.033963324656679277,-0.03844660771361313,0.0008143213868270156,-0.06306532041712327,0.03859844484880581
HALLMARK_BILE_ACID_METABOLISM,-0.036882844967877686,0.021059830846029682,0.12637295445797048,0.04120512733715477,0.026028608507198434,0.061544211778292626,0.09770450798458886,0.04580112801436935
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.054447224380669325,0.03995389713469478,0.05531444664578591,0.047036809671128686,-0.006543330584169358,0.01781345330230121,0.10334730592486793,0.07055996727137806
HALLMARK_COAGULATION,0.027144428657458523,0.005092148366786832,0.08831814732266709,0.027582331644796818,0.014805871159384344,0.005246079473216529,0.02139720226612787,0.046676175045888
HALLMARK_COMPLEMENT,-0.045397399004747006,0.07474182206020544,0.13770325560685573,0.0056717220735945225,-0.04539788803989604,0.04250429746143102,0.029216508127190982,0.055957245906713235
HALLMARK_DNA_REPAIR,-0.005291326486210561,0.09247190836961026,0.13009097710857137,0.0115449268678993,0.01143452743346364,0.06891555492554985,0.1038286801153455,0.09346196082996275
HALLMARK_E2F_TARGETS,-0.0042181644931934305,0.08609796513125795,0.11297829272706077,-0.00027006872896984113,0.026537174348809884,0.0019467262550420688,0.0724298672893685,0.06473318347235246
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009807174669248643,-0.0582819869643131,0.13269168433773307,0.06215480822006837,-0.01431591340718225,-0.044419123943733874,-0.056048374002634044,0.046302683584038606
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.055942217428451804,0.10251844468856085,0.12744537752467963,0.09029296464618193,-0.005389106463706953,0.005758341393079506,0.033506931249846814,0.054873156604968776
HALLMARK_ESTROGEN_RESPONSE_LATE,0.018715417429089064,0.008054501321796307,-0.01015966637091523,-0.0032764741561158895,0.009581060872058325,0.0688766253423193,0.08693981270956808,0.05239075213986803
HALLMARK_FATTY_ACID_METABOLISM,-0.03361386048797803,-0.024756753236801342,0.0584093898463687,0.02602733256214986,0.014392576722998108,0.06056705576532196,0.01617590398091627,0.09975836226614133
HALLMARK_G2M_CHECKPOINT,0.021532528740519412,0.001423468873613235,0.10303413347985783,0.07088505234448803,0.024468816544102576,0.021718457434194476,0.020463880738420162,0.0710812611142531
HALLMARK_GLYCOLYSIS,-0.0020842862802239867,-0.00999904963755653,0.13595030219745638,0.0028752203548882195,0.005072368720599528,0.0629560176381798,0.08877979743196976,0.07961659548478536
HALLMARK_HEDGEHOG_SIGNALING,0.017453416684674542,0.1014173373936828,-0.026016394502271674,-0.07583154444167214,-0.011889726376977957,0.03825688349163403,-0.005764111476714898,0.08873251699695037
HALLMARK_HEME_METABOLISM,-0.009823084940018793,0.11870247992212306,0.10649787071076973,0.04460361985369725,0.05002805706484,0.03652820490858052,0.10094177392953865,0.09422821269083181
HALLMARK_HYPOXIA,-0.0050430768614229985,-0.041957180133570506,0.009279391752258065,-0.0011371403106384677,-0.002337659956776306,-0.02239509831466756,-0.011759798093528569,0.013811290010191137
HALLMARK_IL2_STAT5_SIGNALING,-0.0354852638013289,0.05845053600816,0.12068208615964304,0.0021823309413229715,-0.0018687859600298555,0.06008099811268589,0.06953323403356244,0.09069001757871918
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.004852585331982056,-0.07714456407260738,0.13951113436978566,0.03810134932438676,-0.05579467115450149,0.008902359273279453,-0.023462987498788185,0.021662143167697327
HALLMARK_INFLAMMATORY_RESPONSE,-0.04359101892219737,0.023887473752342653,0.057130124867829334,0.06588579389455292,-0.018907194464042067,0.03625143546283924,-0.008582386549296226,0.04228394992380846
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.013753864730656517,0.06001112173924092,0.11259385495402698,0.03603494729606158,-0.007647125444443595,0.06907813010350312,0.09059502453633995,0.033099408405635355
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.03643954605535363,-0.06994228797065187,0.1068225472094827,0.03537442447789197,0.013843739284703886,-0.05252958556663933,-0.06470419982975073,0.05396079812802868
HALLMARK_KRAS_SIGNALING_DN,-0.0022967880019993344,0.10430803940222554,0.01900189395741319,0.0035439992879677234,0.0075347942416458214,0.056314045127418506,0.12093279141204688,0.03539007909797804
HALLMARK_KRAS_SIGNALING_UP,-0.015647934407481894,0.07835186542237403,0.04117977249032607,-0.04007551748408209,0.03402705669224137,-0.00389778900126596,0.028801820038632967,0.061767995340197064
