,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0013612907468721137,0.10800249852001761,0.041039926521671634,0.06496712150371244,0.02004448548198648,0.005460889746248636,0.06731490092283964,0.019859561031948195,0.005591152811990348,0.10689964423767463,0.026896202321548594,0.023787711742267334,-0.030785908065590513,0.12146190132066649,0.05308818277732163,-0.03146309569333603,0.018804066707861222,0.08673797837746935
HALLMARK_ALLOGRAFT_REJECTION,0.03976532544086483,0.038127864603038845,0.07650834100009096,0.05846889105967882,0.016365351886681607,0.024780573860407003,0.02393656700593097,-0.052168754481111364,0.03532900400542633,0.04414774140657342,0.014529240659353286,-0.0326168581737335,0.007665350090785049,0.10876098375755308,0.047456974780233585,-0.04076182175215345,0.03193432143504955,0.02250738344660616
HALLMARK_ANDROGEN_RESPONSE,-0.05466643984948004,0.07112443959439209,0.05159399790506504,0.02041105412516933,-0.05453662597918708,0.052316648452250814,0.10115865194393621,-0.023358789064316644,0.04292930769434588,0.005708957236603402,0.0233323457815202,0.033320594894416446,-0.009908028503850507,0.09086531669892195,0.009936349527962482,0.022919297705509642,0.04206640078360319,0.06368653197541756
HALLMARK_ANGIOGENESIS,0.01733689699673972,-0.14548755748506528,-0.009993550157114473,-0.030047159378547034,0.03633397559833837,0.06596263931527449,-0.012653031061255034,-0.048713977660709715,0.05521439865510639,-0.05736834779058795,-0.03660515978260033,0.038226223474182225,-0.038141193525203385,0.09742475324485923,-0.032980529662953444,-0.03151419392242364,0.006873750725730864,0.003646775562419172
HALLMARK_APICAL_JUNCTION,-0.07264797436116568,0.11397519892434714,0.03101467222487153,0.0372753924760991,-0.0112332810899046,0.05434180533869383,0.08226464290295188,-0.029563333466638378,0.01730678820557536,-0.02671419480655886,0.040061496173252796,0.0346743302212616,-0.04985351390461989,0.10246556089047967,0.041937256043786834,-0.010129766945120692,0.06100372365407204,0.05548060418251503
HALLMARK_APICAL_SURFACE,0.017836594029341395,0.12668272135843137,0.01934075638610138,0.025883216549548782,0.02678288067119227,-0.028678978460125296,0.05159976868730203,0.04975562645744978,-0.05298449732300732,0.014726040430784305,-0.0006921918544175137,0.09093293498967356,-0.0918961744747666,0.05791988174662616,0.08476048824286327,-0.0009750399140705695,-0.0031116261702506306,0.06345862480148809
HALLMARK_APOPTOSIS,0.031175677039907704,0.008508258619079542,0.0651767327727781,-0.013670773582821497,0.004250783650927126,0.04035884164341189,0.012808529531592262,0.03600040207319058,-0.05249838604996434,-0.05895156250206523,0.03108665956666343,-0.08171524529554323,0.040864466171093176,-0.0660142000624094,0.02049170332244349,0.013473923411765,-0.005306262058494743,0.0033592367985645624
HALLMARK_BILE_ACID_METABOLISM,-0.045896925427725443,0.05426223376682164,-0.0294414067926659,0.026278160173587726,0.008040497041142285,0.00740990834833055,0.03638878332492868,-0.03840903389423008,0.049318102853813287,0.02464286761845631,0.010690625210420461,0.013502195472303842,-0.043421774747691884,0.059800767719095906,0.07982391835965261,0.1071755213964415,0.014426862301748096,0.07649511770925091
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.039236739754656164,0.06125917870371496,0.012044020128261881,0.09268486360000722,0.010347098644514822,0.04494690917835263,0.08443374537854872,-0.03420028486296346,0.06973349935499938,-0.04928361561212239,0.011143164783945971,0.006315011100661743,-0.01987629507186927,0.09108386576394414,0.08475850893291638,-0.0013942507228826763,0.048409352099510757,0.08825857785591998
HALLMARK_COAGULATION,0.13228589602535243,0.011450421023195918,0.08076420328339173,-0.010519639169103775,0.09057681528273755,0.004837118018571927,0.063086919834725,-0.05206482322765203,0.037327979257864116,0.00019882463136082146,0.02344842217399471,-0.02636949828834227,-0.005590450447663811,0.061647313796342244,0.0004130278752833078,-0.03379689320352885,-0.00041818910252851006,0.03539322057298814
