,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03958044651588134,0.12775461793418763,0.009309765876401624,0.05466129413137308,-0.01330071055454684,0.05293215148483129,0.07393990616664582,0.10964110401680703,0.03925555288219285,0.007677143803108562,-0.05100524604799103,0.04775807407622481,0.008627267294807377,0.12507963535197958,0.08426584769339288,0.1230082086060542,0.10910740249682407,-0.045034864788535967,0.14342666232087142,0.020791633394866452
HALLMARK_ALLOGRAFT_REJECTION,0.0429072052499475,-0.052886979857787314,-0.0693635246352026,0.01103875843895668,-0.0009261525396904252,0.015441962814322469,0.05541751257591024,0.19818023543592125,0.029600278489818926,0.018828549470812264,0.13746187403381877,0.05597268990906934,0.038656462513769835,-0.0034607695537054247,0.0638554081265626,0.0552937870157027,0.1183813897929948,0.0194298247804875,0.08352933056342358,0.03853906569111217
HALLMARK_ANDROGEN_RESPONSE,0.05968618488153162,0.05415906942273315,0.03301750753184843,0.02060396896047997,0.07565188844932688,0.05455599380149763,0.06750042577011953,0.1604086119322581,0.03426928110083763,0.0330404725839903,0.011141661146815368,0.06787319800847688,0.009979209011353058,0.038410131402459594,0.06740426507398861,0.08968825567028192,0.09038979576953485,0.057395068625536824,0.0662667238038326,0.06129440235941513
HALLMARK_ANGIOGENESIS,0.06430686806775099,0.022371335443221348,0.04916553597319566,0.021018034027915074,0.12992716595232903,-0.019513988766278023,0.05997937355444642,0.1999378925452818,-0.003900660609886156,0.02787681750897098,0.034263523662112064,0.01700391416396714,-0.007844106124867908,-0.01379245869153068,-0.022962249507050475,-0.10650597234073975,0.02290034265075244,0.11776299505554112,-0.09664928094160154,-0.006566774859750562
HALLMARK_APICAL_JUNCTION,0.02112899816668947,0.11712544153649813,-0.012165077754814055,0.07861925886072504,0.060428849443517584,0.023356188903311183,0.08258703124597777,0.17881002294885087,0.08213160626124368,-0.029477434435710805,0.02299079574833407,0.054448206484405626,0.02710592307314555,0.10463629420339758,0.08865463605964347,0.13397618391422747,0.09501440861007046,0.011821489006319276,0.10631039599117717,0.048271937661741045
HALLMARK_APICAL_SURFACE,0.06557897192320858,0.07189033480840266,0.04988607235554356,-0.06595053937170875,-0.030584790157273625,0.057106520871116694,0.029211785285160694,-0.07829012111881184,0.0330869375188355,-0.013795007622738085,-0.11458714548715909,0.007965923019020054,0.011015477299311594,0.07253115549584366,0.12644137624376425,0.04330833227523197,0.022221685559790816,-0.06574858192257906,0.050206253086090044,0.0631669336756363
HALLMARK_APOPTOSIS,-0.024524814421515717,0.07843031161780545,0.003037503872102599,0.03380867967252019,0.028310885747138696,-0.015138497547840102,0.005028158991828949,0.03991213679636404,0.052870647911919186,0.01886350502316162,0.09881773059163412,0.019782663729945076,0.027165912039916813,0.011339392037766296,-0.023786086028727504,-0.03284620661701727,0.09071847229906792,0.050712070626150914,0.024595393084876058,0.057330665856327845
HALLMARK_BILE_ACID_METABOLISM,-0.014410796017167795,0.13550083683102104,0.08122134811117267,0.014689336410970973,-0.06540370849669842,0.046679954856580726,0.11865187480766193,0.15826309594448068,0.07991737246149484,0.026293109967751853,-0.012239532905314309,0.03274839098184735,-0.04051974530847886,0.12937810232229935,0.08660806984754567,0.14395346685160887,0.11309237352661611,-0.009656294679651045,0.16707445271149235,0.006208552855802971
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11056689212264198,0.12043441752474249,0.034124936735491544,0.08908832008273268,0.004157715386557206,0.11427432465821966,0.07515033047424015,0.10655530105428908,0.015249712382890454,0.08053000634730226,0.026121971314004677,0.03232042207485837,-0.004075190853933048,0.051575322614968985,0.12708379695143454,0.08946834845657567,0.10005181698997355,-0.08005112034578493,0.12357136858880337,0.054225749040300926
HALLMARK_COAGULATION,0.05101887101221886,0.14361405635439486,-0.02819984162263761,-0.013331316000359916,-0.029192670306328716,0.01544138300844263,0.054219527173197245,0.16596233816182426,0.0771764151130881,0.06229017388011084,0.12025310259315708,-0.015751037736054057,-0.001099849320154916,0.05980178414599663,0.0976593488557859,0.10195701353556917,0.10294145890672894,0.07555577344969971,0.05529752321643723,0.05634338412911781
