,MGH258,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.05382953005165487,0.11676216919633722,0.03054710246885202,0.036456637486386785,0.014525961393516876,0.010471805023364323,0.02330898680344747,0.004278769298666573,-0.10879537415135558,0.08088976243473622,0.05443434380239379,0.03871311991817077,0.03551781799219128,0.032312287582716974,0.11936726823368962,0.11943350432620946,-0.031016098557067308
HALLMARK_ALLOGRAFT_REJECTION,0.04599352104622019,-0.028648147995225342,0.032521397849164864,0.023236579637931607,0.012636544749431199,0.05271401234593357,-0.0017969571101026417,0.036389755384462444,-0.045900958864741034,0.06054441918942417,0.03143152374396657,-0.018524717008605186,0.03737297504086132,0.030633238029293696,0.05224974317839972,0.008627099339265696,0.018994685371363052
HALLMARK_ANDROGEN_RESPONSE,-0.03619624729324804,0.04881938666337862,0.022041847131770702,0.051778391563718114,0.031657308590926386,0.06054754244113834,0.029326144050508835,0.0252466262759915,-0.029156353959410845,0.07758427822900527,0.06808807381046482,0.01893494329898775,0.042664942180312845,-0.06309682263831028,0.15891904880067678,0.05940990111265556,0.0433480825248716
HALLMARK_ANGIOGENESIS,0.06243673321637908,-0.02045167006573878,0.055469077050712835,-0.028761071200186335,0.00015270727995305978,0.059404224396481874,-0.017584333516616125,-0.11770293635274963,0.04221747235337519,0.04488109459529847,-0.038373148946697626,-0.08655160375518153,0.07346711709417511,0.012065967798987907,0.008273768422273758,0.06413523255289337,0.0638684363458222
HALLMARK_APICAL_JUNCTION,-0.07297759723417904,0.07045053665088503,0.022181772548432198,-0.0076217334029529465,0.024962350658013405,-0.03121494183804751,0.0601672879890243,-0.0070106985462155425,-0.08311125298795015,0.08401082915170958,0.07410131622851027,0.0355050939465018,0.023263265829305563,0.03229144127258177,0.11539978007729831,0.10277820083118298,0.028849450504235336
HALLMARK_APICAL_SURFACE,-0.10835891838254988,0.08683875186589263,-0.058906480452079565,0.04325232056905887,-0.048933375876505064,-0.006637621443113022,-0.03731293414751008,-0.09607854929709218,-0.08263541559398765,0.10217452083009441,0.0823917348189687,-0.013830391376564354,0.041570728672803696,0.0010315605801786455,0.11877733508350312,0.09927002327029794,0.04681405103102635
HALLMARK_APOPTOSIS,0.021955889789030975,0.05390759573965262,-0.02478605667263743,-0.041897813223998784,-0.004263410646495791,-0.0428120550443783,0.04751059625738674,0.07633149047079144,-0.025782020666438372,0.00855754486065723,-0.021516528294959588,0.039880287866244424,0.0022347387361839827,0.00048821099885613495,0.08935242716855524,0.06609040695995268,0.020898580137640975
HALLMARK_BILE_ACID_METABOLISM,-0.0754504335035885,0.039576156411816596,0.010776813674110257,0.024465222368392,-0.05839627837942621,0.019205000539359026,0.014066697129903645,0.015180869900107346,-0.08010367682983245,0.08498490801934586,-0.0018543116866624307,0.004137938809397004,0.044801175555812034,0.024214804749494726,0.08259217037564265,0.1304847175551255,0.07324898465049916
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04431334142639089,0.028237435548971863,0.027626392236512826,-0.06373528698406074,-0.02411939993993849,0.05378062432929803,0.02824873042849266,-0.03722102211297906,-0.039753325805194875,0.08131395571307298,0.06758041546451465,-0.007953490356796133,-0.005001703681353238,-0.03584487085834773,0.14651591308137935,0.12334091218759963,0.12773144508000622
HALLMARK_COAGULATION,0.0917195799778173,-0.03477060060908283,0.018881568736595633,-0.027532199988913268,0.01002193197231394,0.030642482824656644,0.03563179028257376,0.09440409898225195,-0.07537216267908813,0.1333391347038432,0.03935258328426588,0.04195004987364066,0.002873261839788561,-0.014233136192513403,0.11233529670912525,0.07813196048174378,0.08707639413142672
HALLMARK_COMPLEMENT,-0.0009818368767768749,0.06253534308183693,0.031046584341154235,0.021058907942048743,0.013938401543595614,0.0632019505223944,0.024220470714462223,-0.08423084117313556,-0.10892332710168356,0.10199167300031055,0.01697017805028638,0.005705515045126749,0.07165481915146378,-0.07010138559299833,0.16410652629751407,0.11678798293411884,-0.026551532464250235
HALLMARK_DNA_REPAIR,-0.07363645917873136,0.07393109450141926,0.014985142138808045,0.038451997954908584,-0.01896517654065097,0.0029648222234252663,0.038181718039527725,-0.07893047530813722,-0.11685424352915727,0.07413970895008386,0.08316971788276975,0.05757987100551675,0.03149263748252217,0.004325213070413572,0.10724565728904861,0.11424287330282701,-0.020715546378357767
HALLMARK_E2F_TARGETS,-0.07414573698101656,0.032569363466716746,0.014250584754181936,0.03390813813930154,-0.008353072138387176,-0.004558150334985862,0.03299700568523281,-0.12644510994490632,-0.07059630921531433,0.08597753211707913,0.07855216527755314,0.059029464984945254,0.011980873352327885,0.04357164510395341,0.06637496318015934,0.07940438760520087,-0.06121976186638974
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06312367941551601,0.003942086983032911,0.0455656845043262,-0.03541423032231784,-0.016677800325683747,0.005793696280105603,0.010964093009300874,-0.010276840136026755,-0.08651452401391031,0.036957771688736527,0.02925525071731367,0.025112184657632087,0.02923108570262491,-0.023164775555031835,0.08862581691044985,0.0842339320010803,0.03287635911799199
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.007929237298084662,0.09978904934890491,-0.004013330283234386,0.07731197506791744,-0.06259369762713808,0.04792366083147466,0.04251985148257599,0.15397298905084683,-0.1245611020913623,0.10156310460902479,0.07060095336945531,0.047790637121727826,0.0760371573026447,0.011789049175228982,0.11828374199967683,0.11609312236624374,-0.04193519700096216
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02251301626315698,0.06359633097679533,-0.013533437236469522,0.029570715676292523,0.03307778894701802,-0.05666880841520077,-0.0030950186045557494,-0.06550522631079653,0.005174157568250368,0.07392668878669392,0.08895382048245534,0.04341889876054978,0.03319027439547129,-0.012988827128925722,0.1156617680384901,0.04285150658006845,-0.03663572677029978
