,MGH258,UKF243,UKF248,ZH1007inf
HALLMARK_ADIPOGENESIS,0.14459129224844622,0.06994729054633782,0.09478393708771286,-0.03751186153890905
HALLMARK_ALLOGRAFT_REJECTION,-0.08793493336643807,0.1271424659406103,0.07790555451962132,-0.049689254994868384
HALLMARK_ANDROGEN_RESPONSE,0.06956795173173062,0.07616043379167663,0.10919886463063068,-0.12209505745533086
HALLMARK_ANGIOGENESIS,-0.06316968207332317,-0.023133886340063425,-0.023657309289227213,-0.0918365263105344
HALLMARK_APICAL_JUNCTION,0.12050260287237613,0.051785999020674434,0.11350480200902857,-0.00375406181175259
HALLMARK_APICAL_SURFACE,0.08192831418416885,0.16061392066848534,0.07926071107954147,0.1030936315722602
HALLMARK_APOPTOSIS,0.02558747538519614,0.056701758517597935,0.038386540244518194,-0.05095137517143933
HALLMARK_BILE_ACID_METABOLISM,0.1445770600469451,-0.03261045068262899,0.0674137835348,0.0530138168755343
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1182775350919528,0.0458105651049003,0.05214029884422942,-0.07380493196540835
HALLMARK_COAGULATION,-0.08070963612414139,0.003481499010468165,0.09714926032545974,-0.07062516279825354
HALLMARK_COMPLEMENT,-0.0684568991244953,0.09350863088299016,0.0953151448434834,-0.0661797235473349
HALLMARK_DNA_REPAIR,0.12988359581688502,0.1101072154259407,0.1045767050290997,0.06903399651951896
HALLMARK_E2F_TARGETS,0.06873766074464405,0.10041739202405639,0.12386050524382798,0.11426678191726776
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11844592224008894,-0.0825940698823826,0.028418182299956386,-0.08590021925281552
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06330707927121786,-0.024646848657073266,0.010712513295034698,-0.04990448656707682
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.024330541474560975,0.06730103141162809,0.16444344431998656,0.031543496566562454
HALLMARK_FATTY_ACID_METABOLISM,-0.05549906028598766,-0.016248724003812786,0.033783041483350595,-0.09756915258815814
HALLMARK_G2M_CHECKPOINT,0.08955704531369353,0.09979837298607487,0.1150839587484297,0.00904889209509061
HALLMARK_GLYCOLYSIS,0.11191038908922886,0.025189408301474203,0.030814354296618635,0.018945140046048047
HALLMARK_HEDGEHOG_SIGNALING,-0.0031808945594736745,0.05807334087207184,0.10801054274445794,-0.13949906394086992
HALLMARK_HEME_METABOLISM,0.07426960208528503,0.09967575829399337,0.09795176727397506,-0.07475923557232779
HALLMARK_HYPOXIA,0.15249448351015507,-0.09556352525565702,-0.12935716017315518,0.03988838069930199
HALLMARK_IL2_STAT5_SIGNALING,-0.003922380372753855,0.06811392031983957,0.12203033615166184,-0.08357705745020734
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0054568335465674,-0.09290124976259344,0.07346689151273213,-0.07735289719589077
HALLMARK_INFLAMMATORY_RESPONSE,-0.05146264155127536,-0.065321407317027,0.05661432881028481,-0.05041002597630512
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.15283591768868648,0.09635225750239164,0.11901699215788077,-0.06422541807525643
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1433309983695722,-0.017363574850594615,0.04785783055521996,-0.09246237417184748
HALLMARK_KRAS_SIGNALING_DN,0.10023326144580583,0.07180779022309995,0.04178960205845077,-0.04992263226336233
HALLMARK_KRAS_SIGNALING_UP,-0.0026286229929599093,0.08272838488391232,0.05810505692964526,-0.09559884534623884
HALLMARK_MITOTIC_SPINDLE,0.040380582357950986,0.16392848841328753,0.12299200425736564,-0.15013902910050186
HALLMARK_MTORC1_SIGNALING,0.09292663291631217,-0.013177873558012766,-0.017905815435092252,-0.01616442860803513
HALLMARK_MYC_TARGETS_V1,0.09641751859118874,0.15247291288442638,0.14186446213463957,0.06486719002791594
